SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,SectionName,QuestionNumber,QuestionLabel,Marks,ContentType,Content,StimulusSource,Sequence
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERA,VCEEC24EQA9,A,Multiple-choice questions,9,Q9,1,MultipleChoice,"The diagram below shows the market for rice.
Market for rice
S
price
$) maximum price set
Piax - n by the government
s/ D
-t i quantity
Q2 Q1 Q3 (kg)
The governments in some developing countries try to protect the low-income populations by setting
maximum (ceiling) prices on some foods to make them more affordable. In the diagram above, if the
government intervened and set the maximum price for rice at Pyax, the effect of this would be to
A. decrease the rice available from Q3 to Q1. | B. increase the rice available from Q2 to Q3.
= C. increase the rice available from Q1 to Q3.
== D. decrease the rice available from Q1 to Q2.",,13
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERA,VCEEC24EQA10,A,Multiple-choice questions,10,Q10,1,MultipleChoice,"Which of the following is unlikely to increase cost inflation in the short term?
A. anincrease in the price of oil | B. anincrease in electricity prices | C. anincrease in the value of transfer payments | D. anincrease in tolls for major highways",,14
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERA,VCEEC24EQA11,A,Multiple-choice questions,11,Q11,1,MultipleChoice,"Consider the following data for a hypothetical economy.
employed persons 14,257,000
unemployed persons 595,000
labour force participation rate
youth unemployment rate
youth employed (aged 15-24) 2,197,000
Using the data, the unemployment rate for the hypothetical economy is:
A. 4.0% | C. 45% | D. 3.6%",,15
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERA,VCEEC24EQA12,A,Multiple-choice questions,12,Q12,1,MultipleChoice,"Aggregate supply policies are designed to
A. maximise production in an economy. | B. improve supply-side conditions so that domestic macroeconomic goals and enhanced living
standards can be more easily achieved. | C. ensure aggregate supply is always exceeding aggregate demand so that there are no shortfalls of
supply in the economy. | D. ensure that output is boosted in the short run to allow for the achievement of macroeconomic goals.",,16
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERA,VCEEC24EQA13,A,Multiple-choice questions,13,Q13,1,MultipleChoice,"Which of the following will not cause a slowing of labour productivity in an economy?
A. decreasing overall business investment | B. lower barriers to entry for international investors | C. lower levels of entrepreneurship, slowing allocation of resources to productive areas of
the economy | D. lower investment in education and training",,17
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERA,VCEEC24EQA14,A,Multiple-choice questions,14,Q14,1,MultipleChoice,"Consider the following data for an economy over a two-year period. The prices given reflect the average
for the relevant year.
Import price index | Export price index
Which of the fol
owing shows the value of the terms of trade index in Year 2 and the terms of trade trend
from Year 1 to Year 27
Terms of trade index Terms of trade trend",,18
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERA,VCEEC24EQA15,A,Multiple-choice questions,15,Q15,1,MultipleChoice,"Australia's international competitiveness will most likely improve if
A. Australia has a higher inflation rate compared to its trading partners.
8 B. the Australian dollar appreciates relative to our trading partners. | C. thereis animprovement in labour productivity. | D. Australia's wage costs rise faster than productivity.
End of Section",,19
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,,B,Written responses,,,65,Header,Section B: Written responses,,1
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,,B,Written responses,,,,SubHeader,Instructions,,2
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,,B,Written responses,,,,Instruction,Answer all questions in the spaces provided.,,3
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,,B,Written responses,,,,Instruction,Write your responses in English.,,4
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB1,B,Written responses,1,Q1,3,Question,"Outline the link between relative scarcity and opportunity cost.
- OO O O O O O O OO OO e
e
------",,5
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB2,B,Written responses,2,Q2,11,Question,"'Australia's net overseas migration (NOM) level, which represents the difference
between incoming migrants and outgoing migrants over a 12-month period,
expected to be 400,000 in 2022-23 and 315,000 in 2023-24. In the 2023-24 permanent
Migration Program, around 70% of places wil be allocated to skilled migrants,
addressing persistent skill shortages, and bringing long-term fiscal (budgetary) and
economic benefits.
Pre-pandemic net overseas migration was around 235,000 per year.'
Source: Adapted from Nabil Al-Nashar <https://www.abc.net.au/news/2023-04-29/
australian-migrant-population-growth-hits-all-time-record-high/102281798>",,6
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB2,B,Written responses,2a,Q2a,4,SubQuestion,"Explain, with the use of a fully labelled demand and supply diagram, the likely impact
of Australia's net migration in 2023-24 on the Australian labour market.",,7
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB2,B,Written responses,2b,Q2b,3,SubQuestion,"As aresult of net migration in 2023-24, analyse how the forces of demand and supply
affect equilibrium price and quantity in Australia's housing market.",,8
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB2,B,Written responses,2c,Q2c,4,SubQuestion,"Explain how the focus on skilled migrants is likely to affect Australia's productive
capacity and the goal of strong and sustainable economic growth and non-material
living standards.",,9
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB3,B,Written responses,3,Q3,8,Question,"Long-term unemployed
20-
number of 160
long-term 140
unemployed 120
('000) 100-
HoH-----
----------
e
77T 77T T T T T T T T T T T T
LA AN NI AN S AN LY. LN LI LS LA L S - B A S
W ROV AR R W I W o
time
Source: <www.abs.gov.au>",,10
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB3,B,Written responses,3a,Q3a,2,SubQuestion,"Referring to the graph above, describe the trend in Australia's long-term unemployed
from January 2022.",,11
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB3,B,Written responses,3b,Q3b,3,SubQuestion,Distinguish between hidden unemployment and long-term unemployment.,,12
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB3,B,Written responses,3c,Q3c,3,SubQuestion,"Explain one consequence of not achieving the goal of full employment and its effect
© on material living standards.",,13
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB4,B,Written responses,4,Q4,15,Question,"'Some may . . think that the Reserve Bank Board is prioritising its inflation objective
[goal] ahead of its full employment objective [goal]. Although it is true that we are
resolute in returning inflation to target, this does not mean that employment has taken
abackseat.'
Source: Adapted from Michele Bullock, Deputy Governor of the RBA, 'Achieving full employment speech at the Ai Group'
20 June 2023 <www.rba.gov.au>",,14
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB4,B,Written responses,4a,Q4a,2,SubQuestion,"Describe what economists mean by the Non-Accelerating Inflation Rate of
Unemployment (NAIRU).",,15
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB4,B,Written responses,4b,Q4b,2,SubQuestion,"Explain how one aggregate supply factor might have affected the achievement of the
goal of low and stable inflation in the past two years.",,16
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB4,B,Written responses,4c,Q4c,5,SubQuestion,"With reference to one transmission mechanism, explain how the current monetary
policy stance is designed to influence aggregate demand and the achievement of the
goal of low and stable inflation.",,17
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB4,B,Written responses,4d,Q4d,6,SubQuestion,"With reference to the quote on page 14, evaluate the extent to which the Australian
economy has achieved the domestic macroeconomic goals of low and stable inflation
and full employment in the past two years.",,18
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB5,B,Written responses,5,Q5,10,Question,"Key figures
Balance on current account' ($m) 7782
Source: Adapted from <www.abs.gov.au>
1Se:asonally adjusted estimates in current price terms",,19
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB5,B,Written responses,5a,Q5a,2,SubQuestion,"With reference to the table above, explain how one structural influence on Australia's
current account balance might have contributed to the change in the balance on
current account between the June and September quarters in 2023",,20
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB5,B,Written responses,5b,Q5b,2,SubQuestion,"Outline how foreign investors buying a large cotton farm in Australia would affect two
components of Australia's balance of payments.",,21
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB5,B,Written responses,5c,Q5c,2,SubQuestion,"Explain how one of the following factors might affect the value of the Australian dollar.
« adowngrading of the Australian government''s credit rating
higher interest rates in the United States of America relative to Australia
« alower relative rate of inflation in Australia compared to our major trading partners",,22
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB5,B,Written responses,5d,Q5d,4,SubQuestion,"Discuss the ef ectiveness of trade liberalisation in achieving the domestic
macroeconomic goal of strong and sustainable economic growth.",,23
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB6,B,Written responses,6a,Q6a,3,SubQuestion,"ldentify the stance of the 2024-25 federal budget and describe one reason why the
government might have adopted this stance given current economic conditions.",,24
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB6,B,Written responses,6b,Q6b,4,SubQuestion,"Explain the effect of one automatic stabiliser and one discretionary stabiliser on the
Australian Government's budget outcome over the past two years.",,25
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB6,B,Written responses,6c,Q6c,2,SubQuestion,Explain one way to finance a budget deficit or one way to utilise a budget surplus.,,26
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB6,B,Written responses,6d,Q6d,4,SubQuestion,"Explain one strength of using monetary policy and one strength of using budgetary
policy to affect aggregate demand and influence the achievement of the goal of strong
and sustainable economic growth over the past two years.",,27
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2024,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC24ERB,VCEEC24EQB6,B,Written responses,6e,Q6e,5,SubQuestion,"With reference to a recent example, explain how the government can use one of
the following budgetary policies to affect aggregate supply, Australia's international
competitiveness, and the achievement of the goal of full employment.
« training and education
research and development
subsidies
« infrastructure
« taxreform",,28
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,,A,Multiple-choice questions,,,15,Header,Section A: Multiple-choice questions,,1
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,,A,Multiple-choice questions,,,,SubHeader,Instructions,,2
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,,A,Multiple-choice questions,,,,Instruction,Answer all questions in pencil on your Multiple-Choice Answer Sheet.,,3
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,,A,Multiple-choice questions,,,,Instruction,Choose the response that is correct or that best answers the question.,,4
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,,A,Multiple-choice questions,,,,Instruction,A correct answer scores 1; an incorrect answer scores 0.,,5
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,,A,Multiple-choice questions,,,,Instruction,Marks will not be deducted for incorrect answers.,,6
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,,A,Multiple-choice questions,,,,Instruction,No marks will be given if more than one answer is completed for any question.,,7
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA1,A,Multiple-choice questions,1,Q1,1,MultipleChoice,"Economics is primarily concerned with the question of how
A. limited human wants may be satisfied with the use of limited resources. | B. unlimited human wants can be satisfied using limited productive resources. | C. limited government funds should be used to achieve specific social and political goals.
unlimited factors of production can be best allocated for different uses.",,8
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA2,A,Multiple-choice questions,2,Q2,1,MultipleChoice,"Allocative efficiency occurs when
A. there is a balance between the use of resources for current consumption and future investment. | B. a smaller volume of resources is needed to produce each unit of production. | C. businesses become more innovative in the production process.
the operation of market forces leads to economic welfare being maximised.",,9
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA3,A,Multiple-choice questions,3,Q3,1,MultipleChoice,"The price elasticity of demand for a product will be greater
A. the larger the number of substitutes for the product. | B. the flatter the industry supply curve for the product. | C. the smaller the proportion of income that consumers spend on the product.
the more necessary consumers regard the product for their consumption.",,10
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA4,A,Multiple-choice questions,4,Q4,1,MultipleChoice,"In the diagram below, the price of computers changes from P1 to P2.
Price
Market for computers
Quantity of computers
Supply
Which one of the following is the most likely cause of the price change?
A. a fall in incomes | B. an increase in demand for computers | C. a fall in the price of a substitute good
an increase in the costs of production",,11
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA5,A,Multiple-choice questions,5,Q5,1,MultipleChoice,"The table below shows some labour market data for a hypothetical economy.
Year
Employed people (000s)
Labour force (000s)
Based on this data, which one of the following statements is true?
A. The unemployment rate in 2024 was exactly the same as in 2023. | B. The unemployment rate in 2024 was lower than in 2023. | C. The unemployment rate in 2024 was higher than in 2023.
There is not enough data to determine unemployment rates.",,12
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA6,A,Multiple-choice questions,6,Q6,1,MultipleChoice,"Which one of the following is not an aggregate supply factor influencing the level of economic activity?
A. an increase in the price of crude oil | B. disruptions to international supply chains | C. an increased rate of technological change
slower rates of economic growth overseas",,13
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA7,A,Multiple-choice questions,7,Q7,1,MultipleChoice,"Which one of the following best describes a regressive tax?
A. a tax that takes proportionally less from low-income earners compared to high-income earners | B. a tax that takes proportionally more from low-income earners compared to high-income earners | C. a tax that takes proportionally more from high-income earners compared to low-income earners
a tax that takes proportionally the same from all income earners",,14
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA8,A,Multiple-choice questions,8,Q8,1,MultipleChoice,"Which one of the following is an example of an automatic stabiliser?
A. an increase in marginal taxation rates to improve equity | B. an increase in the cash rate by the Reserve Bank of Australia (RBA) | C. an increase in company tax paid to the government due to stronger economic growth
a decrease in defence spending compared to the previous year",,15
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA9,A,Multiple-choice questions,9,Q9,1,MultipleChoice,"The most likely outcome of the RBA increasing interest rates at the same time as the Australian
Government is cutting its expenditure is
A. a fall in aggregate demand but an increase in inflation. | B. a decrease in aggregate supply and an increase in Gross Domestic Product (GDP). | C. a decrease in inflation and an increase in unemployment.
an improvement in the balance on current account.",,16
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA10,A,Multiple-choice questions,10,Q10,1,MultipleChoice,"If the Australian economy was operating at a level close to capacity, policies that increase the level of
aggregate demand would also be likely to increase
A. employment and inflation. | B. employment and real GDP. | C. real GDP and inflation.
employment, real GDP and inflation.
End of Section",,17
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA11,A,Multiple-choice questions,11,Q11,1,MultipleChoice,"Which one of the following is most likely to cause an appreciation in the value of the Australian dollar?
A. a fall in global commodity prices | B. a downgrade in Australia's credit rating | C. an increase in imports relative to exports
higher interest rates in Australia relative to other countries",,18
Business and Economics,Economics,,,Year 12,Final Exam,Exam Questions,2025,"VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC25ERA,VCEEC25EQA12,A,Multiple-choice questions,12,Q12,1,MultipleChoice,"Which one of the following best describes the role of speculators in influencing the value of the
exchange rate?
A. Speculators buy or sell currency based on expected future movements. | B. Speculators fix the exchange rate in coordination with the Australian Government. | C. Speculators reduce volatility in currency markets and stabilise the exchange rate.
Speculators only affect the value of the currency when interest rates are changed.",,19
