SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,Activity,Bullet,Examine a worksheet of simple arguments in 'standard form' and assess these arguments using the basic techniques and key terminology associated with philosophical reasoning.,,,,16
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,Activity,Bullet,"Examine a teacher-provided worksheet and supply missing premises for, or to uncover assumptions in, a given argument.",,,,17
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,Activity,Bullet,"Construct a dialogue between two or more fictional characters that relates to a chosen metaphysical or epistemological problem, employing appropriate techniques of reasoning and argument.",,,,18
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,Activity,Bullet,Construct a poster for display that depicts a good thinker's toolkit and use for self-evaluation.,,,,19
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,Activity,Bullet,Explore the links between a pseudo-science (such as astrology) and cognitive biases. Identify cognitive biases to be aware of when reasoning about a philosophical problem or undertaking research.,,,,20
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,Activity,Bullet,Select a current news article and separate the main conclusions from the premises. Rewrite the article to improve the argument if necessary.,,,,21
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,Activity,Bullet,"Complete a written analysis on the relationship between reason and experience, or deduction and induction, in philosophical reasoning.",,,,22
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KS,Activity,Bullet,"Construct and justify analogies for inductive and deductive thinking, including where the analogy breaks down; for example, the scientist and detective.",,,,23
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExample,Paragraph,Real-world arguments,,,,24
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Bullet,"Recall recent situations in their own lives where they were required to use argument to prove their point; for example, to convince a parent or guardian to let them go to a party, or to qualify for a leadership position in their sport team or at school or similar.",,,,25
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Bullet,Write the argument as a short descriptive paragraph in simple everyday language.,,,,26
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Bullet,Swap examples with someone else in the class and that new reader is tasked with developing a standard form argument that accurately reflects the argument presented in the passage.,,,,27
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Bullet,Develop a counter example/counter point to challenge the argument presented.,,,,28
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Bullet,Return the work to the original writer. Ask them to either defend or attack the response written by the previous student.,,,,29
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,Extension: Find a political speech with which to perform a similar activity.,,,,30
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExample,Paragraph,The gambler's fallacy,,,,31
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"Have a coin tossed in class and, after a number of times, ask students to predict and record the next outcome.",,,,32
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,Share the predictions and ask students to explain and give reasons for their predictions. They then record their predictions and explanations.,,,,33
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,Watch the short video: 'The Gambler's Fallacy'.,,,,34
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"Ask students to review their recorded predictions and explanations, and explain whether their recorded predictions are illustrative of the fallacy.",,,,35
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,Extension:,,,,36
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"Students consider and find examples of scientific theories and explanations that use patterns to predict events. Discuss whether these avoid the gambler's fallacy. For example, the article 'Committing ""gambler's fallacy"" might be in the cards, new research shows' can be used to explore how the gambler's fallacy might be used in AI. Similarly, the article Humans are the world's best pattern recognition machines but for how long' can be used to discuss, more broadly, the mind's tendency to see patterns and how this can affect reasoning.",,,,37
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"Finally, students may be interested in the links between the Gambler's Fallacy and Red-Hot Hand Fallacy and how this might impact people's decisions when investing on the stock market.",,,,38
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExample,Paragraph,Representing an argument in standard form,,,,39
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,Context:,,,,40
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"Standard form is a method for presenting arguments. It involves reducing the argument to its premises and conclusion, rewriting these in succinct, declarative sentences, and arranging them sequentially so as to make clear the reasoning that underpins the argument. An argument is presented as a list of numbered steps. Usually premises and conclusions are labelled as such.",,,,41
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Bullet,"Each step contains only one proposition: a single declarative sentence. (Usually it is either a premise or a conclusion, but sometimes a single proposition may be both the conclusion of one argument and a premise of another. An example of this is step 4 in the first example below.)",,,,42
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Bullet,"Premises must come before the conclusions they are supposed to support and, generally, in the order in which they are presented, though this does not always have to be the case.",,,,43
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Bullet,"Conclusions are signalled, usually by words like 'Therefore ...' or 'So ...'",,,,44
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Bullet,Conclusions are marked in brackets to indicate which premises are supposed to support them.,,,,45
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Bullet,Arguments must be referenced and cited properly.,,,,46
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,Activity One:,,,,47
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,Students attempt to put the following paragraph into standard form.,,,,48
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"'The biological world is a highly complex and inter-dependent system. It is highly unlikely that such a system would have come about (and would continue to hang together) from the purely random motions of particles. It would be much less surprising if it were the result of conscious design from a super-intelligent creator. Therefore, the biological world was deliberately created and therefore, God exists."" (Andrew Bailey)",,,,49
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,Here is a possible solution:,,,,50
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,P(remise)1: 'The biological world is a highly complex and inter-dependent system.',,,,51
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,P2: 'It is highly unlikely that such a system would have come about (and would continue to hang together) from the purely random motions of particles.',,,,52
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,P3: 'It would be much less surprising if it were the result of conscious design from a super-intelligent creator.',,,,53
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"C(onclusion)1: 'Therefore, the biological world was deliberately created' (by 1, 2, 3). C2: So, 'God exists' (by 3, 4; Andrew Bailey).",,,,54
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,Activity Two:,,,,55
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,Students attempt to put the following paragraph into standard form.,,,,56
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"One example is the Cyclical or Reincarnation argument from Plato's Phaedo 70c-72e. In this argument Plato has Socrates construct an argument for reincarnation. Students set out the argument, showing the premises and conclusion, for example:",,,,57
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"P1: All things come to be from their opposite states; for example, something that comes to be 'larger' must necessarily have been 'smaller' before (70e-71a).",,,,58
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"P2: Between every pair of opposite states there are two opposite processes; for example, between the pair 'smaller' and 'larger' there are the processes 'increase' and 'decrease' (71b).",,,,59
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"P3: If the two opposite processes did not balance each other out, everything would eventually be in the same state; for example, if increase did not balance out decrease, everything would keep becoming smaller and smaller (72b).",,,,60
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"P4: Since 'being alive' and 'being dead' are opposite states, and 'dying' and 'coming-to-life' are the two opposite processes between these states, coming-to-life must balance out dying (71c-e).",,,,61
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,"C: Therefore, everything that dies must come back to life again (72a) (by 1, 2, 3 and 4).",,,,62
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS1,Area of Study 1 - The nature and methods of philosophy,Outcome 1,VCEPHU1AS1O1KK,DetailedExampleStep,Paragraph,Another example could be The Argument from Recollection (Phaedo 72e-78b). For more details on the standard form arguments in Plato see the entry for the 'Phaedo'. /p>,,,,63
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,,,OutcomeHeading,Outcome 2:,,,,1
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,,,OutcomeDescription,"Analyse metaphysical problems and evaluate viewpoints and arguments arising from these, and analyse metaphysical problems in relevant contemporary debates.",,,,2
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,,,SectionHeading,Examples of learning activities,,,,3
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Paragraph,On materialism and idealism,,,,4
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Set out initial responses to a metaphysical question and then study a related primary text, drawing out the essential arguments of the text and then revisiting the initial responses (for example, examining Plato's Theory of Forms in relation to the question 'What is there?')",,,,5
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KS,Activity,Bullet,Define primary and secondary qualities of an object and make lists of these for common objects in the world; discuss the relevance of personal observation and perspective as a part of a discussion of the nature of reality.,,,,6
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Generate a list of nouns representing things that you believe exist and categorise these into groups that represent different kinds or types of existence; for example, mental and physical or tangible and intangible.",,,,7
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Examine arguments in favour of or against physicalist or dualist positions on the nature of reality; for example, Rene Descartes' discussion of dualist principles in Meditations on First Philosophy. Develop counter examples and supporting evidence to attack and defend these broad theories, such as the presence of persistent physical objects as a challenge for idealism.",,,,8
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,Examine the case for idealism in reference to thinkers such as George Berkeley and critically evaluate the logical and pragmatic value of such theories.,,,,9
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Reflect on your own experience of reality, including the flow of time and differing degrees of physicality that define experience, action, and thought. Consider whether personal experience can be a useful indicator of the nature of objective reality.",,,,10
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Consider classical positions on non-physical substance, such as Plato's Cave Allegory or Descartes' Meditation 1. Discuss the efficacy of such arguments by challenging premises and conclusions reached. Create class posters or slides presenting the information for future study.",,,,11
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Research an online community, such as Second Life or the Metaverse, and examine how these virtual worlds support and challenge traditional theories of reality.",,,,12
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Use visual and perceptual illusions from a variety of sources to stimulate discussion on sense perception and reality. For example, 'Visual Phenomena and Optical Illusions'.",,,,13
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Paragraph,On the nature of mind,,,,14
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KS,Activity,Bullet,Interview friends and family to identify different functions people associate with the mind and the body. Use these lists of functions and the ways different people categorise them to identify trends that reveal different perspectives on the nature of body and mind.,,,,15
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,Read a short extract from a notable philosopher such as Rene Descartes' Meditations or David Armstrong's The Nature of Mind. Identify key arguments provided by the philosopher to explain their perspective on the nature of mind and body and write these in standard form. Use counter examples or challenge premises to evaluate the positions.,,,,16
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Research the 'hard problem' of consciousness and develop novel examples to illustrate this in practice, perhaps based on existing work like Thomas Nagel's example of a bat. Write a short passage of prose that explains the example and analyse how these new examples reveal the complexity of consciousness and challenge existing perspectives on the nature of the mind.",,,,17
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Examine a thought experiment related to the mind/body problem, such as Mary's Room or the Chinese Room Argument. Outline the experiment and consider how it challenges or supports theories of mind examined in the course. As a group, discuss the experiment's effectiveness.",,,,18
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Research a contemporary debate related to the mind-body problem; for example, the phenomena of Near-Death experiences, the mental health industry or the advent of AI. Identify and explain key case studies related to these debates and discuss them in relation to theories learnt in the course to determine ways to interpret them.",,,,19
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,Participate in an excursion to the Mind and Body Gallery at the Melbourne Museum to explore the nature of the mind and its relationship with the body (Theme 1).,,,,20
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Create a poster that clearly defines various perspectives on the nature of the mind. Examples are: dualism, materialism, epiphenomenalism, occasionalism, parallelism, functionalism, behaviorism and idealism. Compare the similarities and differences of each perspective.",,,,21
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,Examine the 'Turing Test' and its role in the philosophy of artificial intelligence. Draw comparisons between this argument and whether we can know if other human beings have minds.,,,,22
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KS,Activity,Bullet,Explore the philosophical argument of 'solipsism' and discuss whether this is a reasonable conclusion about reality and the presence of other minds.,,,,23
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Read a science fiction story (for example, a story about artificial intelligence) and as a class, discuss the philosophical implications. Suitable artificial intelligence stories include: The four best stories about artificial intelligence you need to read' or the book 'Science Fiction and Philosophy: From Time Travel to Superintelligence' (ed. Susan Schneider) which contains a range of short texts and philosophical replies.",,,,24
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Paragraph,On personal identity,,,,25
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Collaborate with class members to research and provide feedback on arguments related to the chosen metaphysical problem, for example the nature of personal identity.",,,,26
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,Make a collage of photographs of yourself at different points in your life. Identify physical commonalities from one photo to the next. Discuss what these physical characteristics reveal about continuation of your physical self.,,,,27
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,Record a close relative discussing their memories and the key moments they value most in life. Ask them to consider how much they have changed and explain how much they feel connected to their past selves. Use this research as a basis for class discussion or reflective writing.,,,,28
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Create a visual representation of gradual change, such as a time lapse of a sapling growing in a garden, and analyse as a class at what point the seed became a sapling and the sapling a plant, and so on. Discuss the different opinions offered by class members regarding key moments where terms shift and why these opinions might vary. Apply these same principles to a person to see whether values remain consistent or change. Analyse these results.",,,,29
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,"Consider a case study of people whose bodies have dramatically changed and who view themselves as also changed due to that difference. For example, recipients of new organs or cosmetic surgery; that is, people who develop changed perspectives on life and themselves after their surgeries. Watch interviews with these people and analyse how their identity is connected to their body.",,,,30
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,Develop novel thought experiments that consider dramatic bodily change and its effect on continued sense of self. Analyse these to gain insight into the complexity of personal identity.,,,,31
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KK,Activity,Bullet,Read an extract from John Locke's An Essay Concerning Human Understanding arguing for the importance of memory in identity. Identify key arguments provided by the philosopher to explain their perspective on the nature of personhood and write these in standard form. Use counter examples or challenge premises to evaluate the positions.,,,,32
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,Area of Study 2 - Metaphysics,Outcome 2,VCEPHU1AS2O2KS,Activity,Bullet,Research a traditional community's cultural practices and analyse how the community's participation in these practices is central to their sense of self.,,,,33
