SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVRA02,Rationale,,Bullet,"This focus provides students with fresh insights into their language choices, the values and assumptions constructed when considering the language use of others, and the power of language to control, shape and disrupt our lives.",,2
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVRA03,Rationale,,Paragraph,"Throughout their learning, students engage with the ways in which language is structured, the history of English and its variations both geographically and temporally, theories of language acquisition, variations of language created by social and cultural difference, the nexus between language and power, and the ways in which language can be used to construct and deconstruct identity.",,3
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVRA04,Rationale,,Bullet,"Students consider their own language use and the language use immediately surrounding them, as well as examples of language use locally, nationally and internationally.",,4
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVRA05,Rationale,,Bullet,"They explore the ways in which language use is adapted in consideration of formality, situational and cultural contexts, purpose and function.",,5
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVRA06,Rationale,,Paragraph,In this study students read widely to further develop their analytical skills and to build their understanding of linguistics.,,6
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVRA07,Rationale,,Bullet,"Students are expected to read and study a range of historical and contemporary texts, drawn from a variety of contexts and forms, including academic texts and publications.",,7
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVRA08,Rationale,,Paragraph,"The study of VCE English Language enables students to further develop and refine their skills in reading, writing, speaking and listening to English.",,8
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVRA09,Rationale,,Bullet,They become proficient in analysing and assessing language use and develop their abilities in effective communication.,,9
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVRA10,Rationale,,Bullet,"Through the exploration of language use, students gain insight into the experiences of others, develop empathy and compassion, and are better able to engage in active citizenship.",,10
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVAI01,Aims,,Paragraph,This study enables students to:,,1
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVAI02,Aims,,Bullet,"Appreciate the historical, social and cultural roles of language in their lives",,2
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVAI03,Aims,,Bullet,"Describe and analyse the structures, features and functions of spoken and written English language using appropriate metalanguage",,3
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVAI04,Aims,,Bullet,"Investigate language acquisition, language choice, use and variation, and language change over time",,4
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVAI05,Aims,,Bullet,"Reflect on and evaluate attitudes to language in historical, contemporary and individual contexts, with particular focus on identity, social cohesion and the distinctiveness of Australian Englishes",,5
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVAI06,Aims,,Bullet,Explore and analyse the interplay between convention and creativity in language use,,6
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVAI07,Aims,,Bullet,"Develop an awareness of the critical, intentional and innovative use of language and apply this to their own writing and speaking",,7
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVAI08,Aims,,Bullet,"Become engaged, skilled and effective communicators.",,8
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVST01,Structure,,Paragraph,The study is made up of four units.,,1
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVST02,Structure,,Bullet,Unit 1: Language and communication,,2
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVST03,Structure,,Bullet,Unit 2: Language change,,3
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVST04,Structure,,Bullet,Unit 3: Language variation and purpose,,4
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVST05,Structure,,Bullet,Unit 4: Language variation and identity,,5
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2,VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVST06,Structure,,Paragraph,Each unit deals with specific content contained in areas of study and is designed to enable students to achieve a set of outcomes for that unit. Each outcome is described in terms of key knowledge and key skills.,,6
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2",VCEEL12OVLA01,Levels of achievement,Units 1 and 2,Subheader,Units 1 and 2,,1
English,English Language,Years 11 and 12,"VCEELU1AS1,VCEELU1AS2,VCEELU2AS1,VCEELU2AS2",VCEEL12OVLA02,Levels of achievement,Units 1 and 2,Paragraph,"Procedures for the assessment of levels of achievement in Units 1 and 2 are a matter for school decision. Assessment of levels of achievement for these units will not be reported to the VCAA. Schools may choose to report levels of achievement using grades, descriptive statements or other indicators.",,2
English,English Language,Years 11 and 12,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVLA03,Levels of achievement,Units 3 and 4,Subheader,Units 3 and 4,,3
English,English Language,Years 11 and 12,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVLA04,Levels of achievement,Units 3 and 4,Paragraph,The VCAA specifies the assessment procedures for students undertaking scored assessment in Units 3 and 4. Designated assessment tasks are provided in the details for each unit in VCE study designs.,,4
English,English Language,Years 11 and 12,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVLA05,Levels of achievement,,Paragraph,"The student's level of achievement in Units 3 and 4 will be determined by School-assessed Coursework (SAC) as specified in the VCE study design, and external assessment.",,5
English,English Language,Years 11 and 12,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVLA06,Levels of achievement,,Paragraph,"The VCAA will report the student's level of achievement on each assessment component as a grade from A+ to E or UG (ungraded). To receive a study score, the student must achieve two or more graded assessments in the study and receive an S for both Units 3 and 4. The study score is reported on a scale of 0–50; it is a measure of how well the student performed in relation to all others who completed the study. Teachers should refer to the current VCE Administrative Handbook for details on graded assessment and calculation of the study score.",https://www.vcaa.vic.edu.au/administration/vce-vcal-handbook/Pages/index.aspx,6
English,English Language,Years 11 and 12,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVLA07,Levels of achievement,,Paragraph,Percentage contributions to the study score in VCE English Language are as follows:,,7
English,English Language,Years 11 and 12,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVLA08,Levels of achievement,,Bullet,Unit 3 School-assessed Coursework: 25 per cent,,8
English,English Language,Years 11 and 12,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVLA09,Levels of achievement,,Bullet,Unit 4 School-assessed Coursework: 25 per cent,,9
English,English Language,Years 11 and 12,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVLA10,Levels of achievement,,Bullet,End-of-year examination: 50 per cent.,,10
English,English Language,Years 11 and 12,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12OVLA11,Levels of achievement,,Paragraph,Details of the assessment program are described in the sections on Units 3 and 4 in this study design.,,11
