Band,Subject,Text,Strand,Keywords,LinkedContentCodes,ConfidenceScore
Foundation B,Mathematics,Students investigate the attributes of shapes and objects. They use direct comparison to determine if shapes and objects are ‘big’ or ‘little’.,Space and Geometry,"attributes,investigate,objects,shape,shapes,students","VC2MFBSP01,VC2MFBM01,VC2MFBN03,VC2MFBN05,VC2MFBN06,VC2MFBSP02",High
Foundation B,Mathematics,Students locate objects or people in a familiar environment.,Mathematical Reasoning,"environment,familiar,locate,objects,people,students","VC2MFBSP02,VC2MFBM01,VC2MFBN05,VC2MFBN06,VC2MFBSP01",High
Foundation C,Mathematics,"By the end of Foundation Level C, students recognise and name groups of at least 5.",Mathematical Reasoning,"foundation,groups,least,level,name,recognise,students","VC2MFCN01,VC2MFCN02,VC2MFCN03,VC2MFCN05,VC2MFCSP01",High
Foundation C,Mathematics,They use counting strategies to quantify collections to at least 5 and subitise to quantify collections to 3.,Number and Computation,"collection,collections,counting,least,quantify,strategies,subitise,they","VC2MFCN05,VC2MFCN03,VC2MFCN04,VC2MFCN02,VC2MFCN01",High
Foundation C,Mathematics,They compare collections to identify ‘more’ and ‘less’.,Statistics and Probability,"collection,collections,compare,identify,less,more,they","VC2MFCN03,VC2MFCN04,VC2MFCM01,VC2MFCST01,VC2MFCN02,VC2MFCM02",High
Foundation C,Mathematics,They communicate the number names from zero to at least 5 using stable number order.,Number and Computation,"communicate,least,names,number,order,stable,they,using,zero","VC2MFCN01,VC2MFCN02,VC2MFCN03,VC2MFCN05,VC2MFCN06",High
Foundation C,Mathematics,They partition and combine collections up to 5 in different ways.,Statistics and Probability,"collection,collections,combine,different,partition,they,ways","VC2MFCN04,VC2MFCN03,VC2MFCN02,VC2MFCA01",High
Foundation C,Mathematics,"Students represent practical situations that involve quantifying and adding, taking away one from a collection up to 5 and equal sharing of a collection.",Statistics and Probability,"adding,away,collection,equal,involve,practical,quantify,quantifying,represent,sharing,situations,students,taking","VC2MFCN05,VC2MFCN06,VC2MFCST01,VC2MFCN02,VC2MFCN03,VC2MFCN04",High
Foundation C,Mathematics,Students copy simple repeating patterns.,Algebra and Patterns,"copy,pattern,patterns,repeating,simple,students",VC2MFCA01,High
Foundation C,Mathematics,"Students identify the attributes of mass, capacity and length, using direct comparison, in practical situations.",Measurement,"attributes,capacity,comparison,direct,identify,length,mass,practical,situations,students,using","VC2MFCM01,VC2MFCN03,VC2MFCST01,VC2MFCN06,VC2MFCM02,VC2MFCN05",High
Foundation C,Mathematics,They connect familiar events to times of the day.,Measurement,"connect,events,familiar,they,times","VC2MFCM02,VC2MFCM01",High
Foundation C,Mathematics,"Students name, match and sort familiar shapes and objects based on a single attribute.",Space and Geometry,"attribute,based,familiar,match,name,objects,shape,shapes,single,sort,students","VC2MFCSP01,VC2MFCM01,VC2MFCN02,VC2MFCSP02,VC2MFCST01,VC2MFCN01",High
Foundation C,Mathematics,They describe the location of an object or person in a familiar environment. They follow simple movement instructions.,Space and Geometry,"describe,environment,familiar,location,object,person,they","VC2MFCSP02,VC2MFCM01,VC2MFCSP01,VC2MFCST01,VC2MFCN02,VC2MFCM02",High
Foundation C,Mathematics,Students compare data collected in response to questions in familiar contexts.,Statistics and Probability,"collected,compare,contexts,data,familiar,questions,response,students","VC2MFCST01,VC2MFCM01,VC2MFCN03,VC2MFCM02,VC2MFCSP01,VC2MFCSP02",High
Foundation D,Mathematics,"By the end of Foundation Level D, students make connections between number names, numerals and position in the sequence of numbers from zero to at least 10.",Number and Computation,"between,connections,foundation,least,level,make,names,number,numbers,numerals,position,sequence,students,zero","VC2MFDN01,VC2MFDN02,VC2MFDM02,VC2MFDSP02,VC2MFDN03,VC2MFDN05",High
Foundation D,Mathematics,They use counting strategies to quantify collections to at least 10 and subitise to quantify collections to 4.,Number and Computation,"collection,collections,counting,least,quantify,strategies,subitise,they","VC2MFDN03,VC2MFDN04,VC2MFDN05,VC2MFDN06,VC2MFDN02,VC2MFDN01",High
Foundation D,Mathematics,Students compare the size of collections to at least 10.,Statistics and Probability,"collection,collections,compare,least,size,students","VC2MFDN03,VC2MFDN04,VC2MFDM01,VC2MFDST01,VC2MFDN02,VC2MFDN06",High
Foundation D,Mathematics,They partition and combine collections up to 10 in different ways.,Statistics and Probability,"collection,collections,combine,different,partition,they,ways","VC2MFDN04,VC2MFDN03,VC2MFDN02,VC2MFDN06,VC2MFDA01",High
Foundation D,Mathematics,"Students represent practical situations that involve quantifying, equal sharing between 2, and adding and taking away one from a collection up to 10.",Statistics and Probability,"adding,away,between,collection,equal,involve,practical,quantify,quantifying,represent,sharing,situations,students,taking","VC2MFDN06,VC2MFDN05,VC2MFDN03,VC2MFDST01,VC2MFDN01,VC2MFDN02",High
Foundation D,Mathematics,Students copy and continue simple repeating patterns.,Algebra and Patterns,"continue,copy,pattern,patterns,repeating,simple,students",VC2MFDA01,High
Foundation D,Mathematics,"Students identify the attributes of mass, capacity, length and duration using direct comparison in practical situations.",Number and Computation,"attributes,capacity,comparison,direct,duration,identify,length,mass,practical,situations,students,using","VC2MFDM01,VC2MFDN03,VC2MFDM02,VC2MFDST01,VC2MFDN05,VC2MFDN06",High
Foundation D,Mathematics,They order and connect familiar events to times of the day.,Measurement,"connect,events,familiar,order,they,times","VC2MFDM02,VC2MFDM01",High
Foundation D,Mathematics,"Students name, create and sort familiar shapes and objects into like groups and identify familiar shapes in their environment.",Space and Geometry,"create,environment,familiar,groups,identify,into,like,name,objects,shape,shapes,sort,students,their","VC2MFDSP01,VC2MFDST01,VC2MFDN02,VC2MFDM01,VC2MFDSP02,VC2MFDN06",High
Foundation D,Mathematics,They describe the position and the location of objects or people in relation to themselves in a familiar space.,Space and Geometry,"describe,familiar,location,objects,people,position,relation,space,themselves,they","VC2MFDSP02,VC2MFDSP01,VC2MFDST01,VC2MFDN02,VC2MFDN06,VC2MFDM01",High
Foundation D,Mathematics,Students sort and compare data collected in response to questions in familiar contexts.,Statistics and Probability,"collected,compare,contexts,data,familiar,questions,response,sort,students","VC2MFDST01,VC2MFDN03,VC2MFDM01,VC2MFDSP01,VC2MFDM02,VC2MFDSP02",High
Foundation,Mathematics,"By the end of Foundation, students make connections between number names, numerals and position in the sequence of numbers from zero to at least 20.",Number and Computation,"between,connections,foundation,least,make,names,number,numbers,numerals,position,sequence,students,zero","VC2MFCN01,VC2MFDN01,VC2MFN01,VC2MFAN01,VC2MFBN01,VC2MFCN02",High
Foundation,Mathematics,They use subitising and counting strategies to quantify collections.,Number and Computation,"collection,collections,counting,quantify,strategies,subitising,they","VC2MFDN03,VC2MFDN04,VC2MFN03,VC2MFN05,VC2MFCN05,VC2MFDN05",High
Foundation,Mathematics,Students compare the size of collections to at least 20.,Statistics and Probability,"collection,collections,compare,least,size,students","VC2MFCN03,VC2MFDN03,VC2MFN03,VC2MFBN03,VC2MFAN03,VC2MFAN02",High
Foundation,Mathematics,"They partition and combine collections up to 10 in different ways, representing these with numbers.",Number and Computation,"collection,collections,combine,different,number,numbers,partition,represent,representing,they,ways","VC2MFBN04,VC2MFCN04,VC2MFDN04,VC2MFN04,VC2MFDN01,VC2MFN01",High
Foundation,Mathematics,"Students represent practical situations, including simple financial situations involving money, that involve quantifying, equal sharing, adding to and taking away from collections to at least 10.",Statistics and Probability,"adding,collection,equal,financial,including,involve,involving,money,practical,quantify,quantifying,represent,sharing,simple,situations,students,taking","VC2MFDN05,VC2MFN05,VC2MFCN05,VC2MFDN06,VC2MFAN04,VC2MFN06",High
Foundation,Mathematics,"Students represent, continue and create simple repeating patterns.",Algebra and Patterns,"continue,create,pattern,patterns,repeating,represent,simple,students","VC2MFA01,VC2MFDA01,VC2MFCA01,VC2MFDN05,VC2MFN05,VC2MFBN02",High
Foundation,Mathematics,"Students identify the attributes of mass, capacity, length and duration, and use direct comparison strategies to compare objects and events.",Number and Computation,"attributes,capacity,compare,comparison,direct,duration,events,identify,length,mass,objects,strategies,students","VC2MFDM01,VC2MFM01,VC2MFCM01,VC2MFBM01,VC2MFDN06,VC2MFBSP01",High
Foundation,Mathematics,They sequence and connect familiar events to the time of day.,Algebra and Patterns,"connect,events,familiar,sequence,they,time","VC2MFDM02,VC2MFM02,VC2MFCM02,VC2MFDM01,VC2MFM01,VC2MFA01",High
Foundation,Mathematics,"Students name, create and sort familiar shapes and give their reasoning.",Space and Geometry,"create,familiar,give,name,reasoning,shape,shapes,sort,students,their","VC2MFSP01,VC2MFCSP01,VC2MFDSP01,VC2MFASP01,VC2MFBSP01,VC2MFDN03",High
Foundation,Mathematics,They describe the position and the location of themselves and objects in relation to other objects and people within a familiar space.,Space and Geometry,"describe,familiar,location,objects,other,people,position,relation,space,themselves,they,within","VC2MFSP02,VC2MFDSP02,VC2MFCSP02,VC2MFBSP02,VC2MFASP02,VC2MFDSP01",High
Foundation,Mathematics,"Students collect, sort and compare data in response to questions in familiar contexts.",Statistics and Probability,"collect,compare,contexts,data,familiar,questions,response,sort,students","VC2MFST01,VC2MFDST01,VC2MFCST01,VC2MFCM01,VC2MFBN03,VC2MFBM01",High
Level 1,Mathematics,"By the end of Level 1, students connect number names, numerals and quantities, and order numbers to at least 120.",Number and Computation,"connect,least,level,names,number,numbers,numerals,order,quantities,students","VC2M1N01,VC2M1N03,VC2M1N02,VC2M1N04,VC2M10N01,VC2M10AN01",High
Level 1,Mathematics,They demonstrate how one- and two-digit numbers can be partitioned in different ways and that two-digit numbers can be partitioned into tens and ones.,Number and Computation,"demonstrate,different,digit,into,number,numbers,ones,partition,partitioned,tens,they,ways","VC2M1N02,VC2M1N03,VC2M1N01,VC2M1N04,VC2M10N01,VC2M10AN01",High
Level 1,Mathematics,"Students partition collections into equal groups and skip count in twos, fives or tens to quantify collections to at least 120.",Number and Computation,"collection,collections,count,equal,fives,groups,into,least,partition,quantify,skip,students,tens,twos","VC2M1N03,VC2M1N02,VC2M1A01,VC2M10AP01,VC2M1N01,VC2M1N06",High
Level 1,Mathematics,"They solve problems involving addition and subtraction of numbers to 20 and use mathematical modelling to solve practical problems involving addition, subtraction, equal sharing and grouping, using calculation strategies.",Number and Computation,"addition,calculation,equal,grouping,involving,mathematical,modelling,number,numbers,practical,problems,sharing,solve,subtraction,they,using","VC2M1N06,VC2M1N05,VC2M1N04,VC2M10M04,VC2M10A15,VC2M10A13",High
Level 1,Mathematics,"Students use numbers, symbols and objects, including Australian coins, to create skip counting and repeating patterns, identifying the repeating unit.",Number and Computation,"australian,coins,counting,create,identifying,including,number,numbers,objects,pattern,patterns,repeating,skip,students,symbols,unit","VC2M1A01,VC2M1A02,VC2M1N03,VC2M1N02,VC2M1ST01,VC2M1N01",High
Level 1,Mathematics,"Students compare and order objects and events based on the attributes of length, mass, capacity and duration, communicating their reasoning.",Number and Computation,"attributes,based,capacity,communicating,compare,duration,events,length,mass,objects,order,reasoning,students,their","VC2M1M01,VC2M1M02,VC2M1M03,VC2M1SP01,VC2M10M01,VC2M1N03",High
Level 1,Mathematics,They measure the length of shapes and objects using uniform informal units.,Measurement,"informal,length,measure,objects,shape,shapes,they,uniform,units,using","VC2M1M02,VC2M1M01,VC2M10M04,VC2M1A01,VC2M1A02,VC2M1SP01",High
Level 1,Mathematics,"Students make, compare and classify shapes and objects using identifiable features.",Space and Geometry,"classify,compare,features,identifiable,make,objects,shape,shapes,students,using","VC2M1SP01,VC2M1M01,VC2M1M02,VC2M10ST01,VC2M1A01,VC2M1A02",High
Level 1,Mathematics,They give and follow directions to move people and objects within a space.,Space and Geometry,"directions,follow,give,move,objects,people,space,they,within","VC2M1SP02,VC2M1N03,VC2M1A01,VC2M1A02,VC2M1M01,VC2M1M02",High
Level 1,Mathematics,"Students collect and record categorical data, create one-to-one displays, and compare and discuss the data using frequencies.",Statistics and Probability,"categorical,collect,compare,create,data,discuss,displays,frequencies,record,students,using","VC2M1ST02,VC2M10ST01,VC2M10ST04,VC2M10AST01,VC2M1ST01,VC2M1M01",High
Level 2,Mathematics,"By the end of Level 2, students order and represent numbers to at least 1000",Number and Computation,"apply,digit,knowledge,least,level,number,numbers,order,partition,place,rearrange,rename,represent,students,three,value","VC2M2N01,VC2M2N04,VC2M2N02,VC2M2N05,VC2M2N06,VC2M2A01",High
Level 2,Mathematics,"Apply knowledge of place value to partition, rearrange and rename two- and three-digit numbers in terms of their parts; and regroup partitioned numbers to assist in calculations.",Number and Computation,"apply,digit,knowledge,least,level,number,numbers,order,partition,place,rearrange,rename,represent,students,three,value","VC2M2N02,VC2M2N05,VC2M2N04,VC2M2N01,VC2M2A01,VC2M2SP01",High
Level 2,Mathematics,"They use mathematical modelling to solve practical additive and multiplicative problems, including money transactions, representing the situation and choosing calculation strategies.",Statistics and Probability,"additive,calculation,choosing,including,mathematical,modelling,money,multiplicative,practical,problems,represent,representing,situation,solve,they,transactions","VC2M2N06,VC2M2N04,VC2M2N05,VC2M2A04,VC2M2A01,VC2M2N01",High
Level 2,Mathematics,"Students identify and represent part-whole relationships of halves, quarters and eighths in measurement contexts.",Algebra and Patterns,"contexts,eighths,halves,identify,measurement,part,quarters,relationships,represent,students,whole","VC2M2M02,VC2M2N04,VC2M2N01,VC2M2N06,VC2M2M05,VC2M2ST02",High
Level 2,Mathematics,Students describe and continue patterns that increase and decrease additively by a constant amount and identify missing elements in the pattern.,Algebra and Patterns,"additively,amount,constant,continue,decrease,describe,elements,identify,increase,missing,pattern,patterns,students","VC2M2A01,VC2M2A02,VC2M2A04,VC2M2N04,VC2M2N05,VC2M2N06",High
Level 2,Mathematics,They recall and demonstrate proficiency with addition and subtraction facts within 20 and multiplication facts for twos.,Number and Computation,"addition,demonstrate,facts,multiplication,proficiency,recall,subtraction,they,twos,within","VC2M2A02,VC2M2A04,VC2M2A03,VC2M2N05,VC2M2N04,VC2M2N06",High
Level 2,Mathematics,Students use uniform informal units to measure and compare shapes and objects.,Measurement,"compare,informal,measure,objects,shape,shapes,students,uniform,units","VC2M2M01,VC2M2M02,VC2M2A01,VC2M2SP01,VC2M2M05,VC2M2ST02",High
Level 2,Mathematics,"They determine the number of days between events using a calendar and read time on an analog clock to the hour, half-hour and quarter hour.",Number and Computation,"analog,between,calendar,clock,days,determine,events,half,hour,number,quarter,read,they,time,using","VC2M2M03,VC2M2M04,VC2M2N01,VC2M2N04,VC2M2N02,VC2M2N05",High
Level 2,Mathematics,"Students use quarter, half, three-quarter and full measures of turn in everyday situations.",Measurement,"everyday,full,half,measures,quarter,situations,students,three,turn","VC2M2M05,VC2M2M01,VC2M2M04",High
Level 2,Mathematics,"Students compare and classify shapes, describing features using formal spatial terms.",Space and Geometry,"classify,compare,describing,features,formal,shape,shapes,spatial,students,terms,using","VC2M2SP01,VC2M2ST02,VC2M2A01,VC2M2M01,VC2M2M02,VC2M2N01",High
Level 2,Mathematics,They locate and identify positions of features in two-dimensional representations and move position by following directions and pathways.,Space and Geometry,"dimensional,directions,features,following,identify,locate,move,pathways,position,positions,represent,representations,they","VC2M2SP02,VC2M2ST02,VC2M2M02,VC2M2N01,VC2M2N04,VC2M2N06",High
Level 2,Mathematics,"Students use a range of methods to collect, record, represent and interpret categorical data in response to questions.",Statistics and Probability,"categorical,collect,data,interpret,methods,questions,range,record,represent,response,students","VC2M2ST02,VC2M2N06,VC2M2ST01,VC2M2N01,VC2M2N04,VC2M2M02",High
Level 3,Mathematics,"By the end of Level 3, students order and represent natural numbers beyond 10 000, classify numbers as either odd or even, and use the properties of odd and even numbers.",Number and Computation,"beyond,classify,either,even,level,natural,number,numbers,order,properties,represent,students","VC2M3N02,VC2M3N05,VC2M3N01,VC2M3N03,VC2M3N04,VC2M3N07",High
Level 3,Mathematics,"They partition, rearrange and regroup two- and three-digit numbers in different ways to assist in calculations.",Number and Computation,"assist,calculations,different,digit,number,numbers,partition,rearrange,regroup,they,three,ways","VC2M3N04,VC2M3A01,VC2M3N05,VC2M3N01,VC2M3N02,VC2M3N09",High
Level 3,Mathematics,Students extend and use single-digit addition and related subtraction facts and apply additive strategies to model and solve problems involving two- and three-digit numbers.,Number and Computation,"addition,additive,apply,digit,extend,facts,involving,model,number,problems,related,single,solve,strategies,students,subtraction","VC2M3N08,VC2M3A02,VC2M3N04,VC2M3A01,VC2M3N05,VC2M3N09",High
Level 3,Mathematics,"They use a range of strategies to apply mathematical modelling to solve practical problems involving single-digit multiplication and division, recalling multiplication facts for twos, threes, fours, fives and tens.",Number and Computation,"apply,digit,division,involving,mathematical,modelling,multiplication,practical,problems,range,recalling,single,solve,strategies,they","VC2M3N08,VC2M3N05,VC2M3A03,VC2M3A02,VC2M3N03,VC2M3N04",High
Level 3,Mathematics,Students represent unit fractions and their multiples in different ways.,Number and Computation,"different,fraction,fractions,multiples,represent,students,their,unit,ways","VC2M3N03,VC2M3N05,VC2M3N07,VC2M3N02,VC2M3N08,VC2M3ST02",High
Level 3,Mathematics,They represent money values in different ways.,Mathematical Reasoning,"different,money,represent,they,values,ways","VC2M3N07,VC2M3N03,VC2M3N02,VC2M3ST02,VC2M3N05,VC2M3N08",High
Level 3,Mathematics,They make estimates and determine the reasonableness of financial and other calculations.,Mathematical Reasoning,"calculations,determine,estimate,estimates,financial,make,other,reasonableness,they","VC2M3N06,VC2M3M01,VC2M3N08,VC2M3N07,VC2M3M03,VC2M3P01",High
Level 3,Mathematics,Students find unknown values in number sentences involving addition and subtraction.,Number and Computation,"addition,find,involving,number,sentences,students,subtraction,unknown,values","VC2M3A01,VC2M3A02,VC2M3N04,VC2M3N08,VC2M3N05,VC2M3N09",High
Level 3,Mathematics,They create algorithms to investigate numbers and explore simple patterns.,Number and Computation,"algorithm,algorithms,create,explore,investigate,number,numbers,pattern,patterns,simple,they","VC2M3N09,VC2M3N01,VC2M3N02,VC2M3N04,VC2M3N05,VC2M3N08",High
Level 3,Mathematics,"Students use familiar metric units when estimating, comparing and measuring the attributes of objects and events.",Measurement,"attributes,comparing,estimating,events,familiar,measuring,metric,objects,students,units,when","VC2M3M02,VC2M3M03,VC2M3M01,VC2M3N06,VC2M3M05,VC2M3SP01",High
Level 3,Mathematics,They identify angles as measures of turn and compare them to right angles.,Measurement,"angle,angles,compare,identify,measures,right,them,they,turn","VC2M3M05,VC2M3M02,VC2M3M01,VC2M3M03,VC2M3SP01,VC2M3ST02",High
Level 3,Mathematics,Students estimate and compare measures of duration using formal units of time.,Number and Computation,"compare,duration,estimate,formal,measures,students,time,units,using","VC2M3M03,VC2M3M02,VC2M3M05,VC2M3M01,VC2M3N06,VC2M3ST02",High
Level 3,Mathematics,"Students make, compare and classify objects using key features.",Mathematical Reasoning,"classify,compare,features,make,objects,students,using","VC2M3SP01,VC2M3M02,VC2M3N06,VC2M3ST02,VC2M3M03,VC2M3M05",High
Level 3,Mathematics,They interpret and create two-dimensional representations of familiar environments.,Space and Geometry,"create,dimensional,environments,familiar,interpret,represent,representations,they","VC2M3SP02,VC2M3ST02,VC2M3ST03,VC2M3N08,VC2M3N02,VC2M3N03",High
Level 3,Mathematics,Students conduct guided statistical investigations involving categorical and discrete numerical data and interpret their results in terms of the context.,Statistics and Probability,"categorical,conduct,context,data,discrete,guided,interpret,investigations,involving,numerical,results,statistical,students,terms,their","VC2M3ST03,VC2M3ST02,VC2M3ST01,VC2M3N08,VC2M3SP02,VC2M3P02",High
Level 3,Mathematics,"They record, represent and compare data they have collected.",Statistics and Probability,"collected,compare,data,record,represent,they","VC2M3ST02,VC2M3ST03,VC2M3ST01,VC2M3N02,VC2M3N03,VC2M3N07",High
Level 3,Mathematics,"Students use practical activities, observation or experiment to identify and describe outcomes and the likelihood of everyday events explaining reasoning.",Statistics and Probability,"activities,describe,events,everyday,experiment,explaining,identify,likelihood,observation,outcomes,practical,reasoning,students","VC2M3P01,VC2M3P02,VC2M3N01,VC2M3M03,VC2M3SP01,VC2M3N06",High
Level 3,Mathematics,Students conduct repeated chance experiments and discuss variation in results.,Statistics and Probability,"chance,conduct,discuss,experiments,repeated,results,students,variation","VC2M3P02,VC2M3P01,VC2M3ST03",High
Level 4,Mathematics,"By the end of Level 4, students use their understanding of place value to represent tenths and hundredths in decimal form and to multiply natural numbers by multiples of 10.",Number and Computation,"decimal,form,hundredths,level,multiples,multiply,natural,number,numbers,place,represent,students,tenths,their,understanding,value","VC2M4N04,VC2M4N01,VC2M4N05,VC2M4N02,VC2M4N03,VC2M4N10",High
Level 4,Mathematics,"Students use mathematical modelling to solve financial and other practical problems, formulating the problem using number sentences, solving the problem choosing efficient strategies and interpreting the results in terms of the situation.",Number and Computation,"choosing,financial,formulating,mathematical,modelling,number,other,practical,problem,problems,sentences,solve,solving,students,using","VC2M4N09,VC2M4N05,VC2M4N06,VC2M4A02,VC2M4N07,VC2M4N08",High
Level 4,Mathematics,"They use their proficiency with addition, subtraction, multiplication facts for tens (× 10) and related division facts to perform arithmetic operations to add and subtract, and multiply and divide numbers efficiently.",Number and Computation,"addition,arithmetic,division,facts,multiplication,multiply,number,operations,perform,proficiency,related,subtract,subtraction,tens,their,they","VC2M4N06,VC2M4N10,VC2M4A01,VC2M4A02,VC2M4N05,VC2M4N09",High
Level 4,Mathematics,They choose rounding and estimation strategies to determine whether results of calculations are reasonable.,Mathematical Reasoning,"calculations,choose,determine,estimation,reasonable,results,rounding,strategies,they,whether","VC2M4N07,VC2M4N09,VC2M4N06,VC2M4A02,VC2M4M04,VC2M4ST03",High
Level 4,Mathematics,They recognise common equivalent fractions in familiar contexts and make connections between fraction and decimal notations.,Number and Computation,"between,common,connections,contexts,decimal,equivalent,familiar,fraction,fractions,make,notations,recognise,they","VC2M4N03,VC2M4N01,VC2M4N04,VC2M4N05,VC2M4N09",High
Level 4,Mathematics,Students count and represent familiar fractions on a number line.,Number and Computation,"count,familiar,fraction,fractions,line,number,represent,students","VC2M4N04,VC2M4N03,VC2M4N01,VC2M4N02,VC2M4N09,VC2M4SP02",High
Level 4,Mathematics,Students find unknown values in numerical equations involving addition and subtraction.,Number and Computation,"addition,equation,equations,find,involving,numerical,students,subtraction,unknown,values","VC2M4A01,VC2M4N06,VC2M4N10,VC2M4N09,VC2M4ST01,VC2M4N02",High
Level 4,Mathematics,They follow and create algorithms that generate sets of numbers and identify emerging patterns.,Number and Computation,"algorithm,algorithms,create,emerging,follow,generate,identify,number,numbers,pattern,patterns,sets,they","VC2M4N10,VC2M4A02,VC2M4N04,VC2M4N05,VC2M4N09,VC2M4SP04",High
Level 4,Mathematics,"Students use appropriate scaled instruments and appropriate units to measure length, mass, capacity and temperature.",Measurement,"appropriate,capacity,instruments,length,mass,measure,scaled,students,temperature,units","VC2M4M01,VC2M4M02,VC2M4M03",High
Level 4,Mathematics,They measure and approximate perimeters and areas for regular and irregular shapes.,Measurement,"approximate,areas,irregular,measure,perimeters,regular,shape,shapes,they","VC2M4M02,VC2M4M01,VC2M4SP02,VC2M4SP01,VC2M4SP04,VC2M4ST02",High
Level 4,Mathematics,They convert between units of time when solving problems involving duration.,Number and Computation,"between,convert,duration,involving,problems,solving,they,time,units,when","VC2M4M03,VC2M4N05,VC2M4N06,VC2M4M01,VC2M4N08,VC2M4N02",High
Level 4,Mathematics,Students compare angles relative to a right angle using angle names.,Space and Geometry,"angle,angles,compare,names,relative,right,students,using","VC2M4M04,VC2M4M01,VC2M4SP01,VC2M4ST02,VC2M4N03,VC2M4N05",High
Level 4,Mathematics,Students represent and approximate shapes and objects from their environment.,Space and Geometry,"approximate,environment,objects,represent,shape,shapes,students,their","VC2M4SP02,VC2M4SP01,VC2M4N01,VC2M4N04,VC2M4M02,VC2M4SP04",High
Level 4,Mathematics,Students create and interpret grid references.,Statistics and Probability,"create,grid,interpret,references,students","VC2M4SP03,VC2M4N09,VC2M4M01,VC2M4ST01,VC2M4ST03,VC2M4N10",High
Level 4,Mathematics,They identify line and rotational symmetry in plane shapes and create symmetrical patterns.,Algebra and Patterns,"create,identify,line,pattern,patterns,plane,rotational,shape,shapes,symmetrical,symmetry,they","VC2M4SP04,VC2M4N10,VC2M4A02,VC2M4M02,VC2M4SP01,VC2M4SP02",High
Level 4,Mathematics,"Students create many-to-one data displays, assess the suitability of displays for representing data and informally discuss the shape of distributions and variation in data.",Space and Geometry,"assess,create,data,discuss,displays,distributions,informally,many,represent,representing,shape,students,suitability,variation","VC2M4ST02,VC2M4ST01,VC2M4ST03,VC2M4SP02,VC2M4SP04,VC2M4N01",High
Level 4,Mathematics,They use surveys and digital tools to generate categorical or discrete numerical data in statistical investigations and communicate their findings in context.,Number and Computation,"categorical,communicate,context,data,digital,discrete,findings,generate,investigations,numerical,statistical,surveys,their,they,tools","VC2M4ST01,VC2M4ST03,VC2M4N09,VC2M4ST02,VC2M4N06,VC2M4N08",High
Level 4,Mathematics,Students order events or the outcomes of chance experiments in terms of likelihood and identify whether events are independent or dependent.,Statistics and Probability,"chance,dependent,events,experiments,identify,independent,likelihood,order,outcomes,students,terms,whether","VC2M4P01,VC2M4P02,VC2M4N09,VC2M4N10",High
Level 4,Mathematics,They conduct repeated chance experiments and describe the variation in results.,Statistics and Probability,"chance,conduct,describe,experiments,repeated,results,they,variation","VC2M4P02,VC2M4P01,VC2M4ST03,VC2M4N07,VC2M4N10,VC2M4SP03",High
