SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Hesiod, Theogony",,,,34
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Homer, The Iliad",,,,35
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Homer, The Odyssey",,,,36
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Ovid, Metamorphoses",,,,37
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Virgil, The Aeneid",,,,38
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Modern Resources,,,,39
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Fry, Stephen, 2018, Mythos. Michael Joseph (Imprint of Penguin Books)",,,,40
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Morford, P.O and Lenardon, Robert J, 1995, Classical Mythology. Longman",,,,41
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Nagy, Gregory, 2013, The Ancient Greek Hero in 24 Hours. Harvard University Press",,,,42
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Weiss, Charles, 2012, Greece & Rome: Texts and Contexts. Homer's Odyssey. Cambridge University Press",,,,43
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Websites,,,,44
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Perseus Digital Library,,,,45
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,The Internet Classics Archive,,,,46
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Theoi Greek Mythology,,,,47
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Works influenced by myth,,,,48
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"A book, poem, film or television show depicting a hero archetype or hero's journey; for example:",,,,49
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,The Birth of Venus by Botticelli,,,,50
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Circe by Madeline Miller,,,,51
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Hercules from Disney Studios (film, 1997)",,,,52
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Hercules or Hercules directed by Brett Ratner and starring Dwayne Johnson(film, 2014)",,,,53
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Oh Brother, Where Art Thou? By Joel and Ethan Coen(film, 2000)",,,,54
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"The Penelopiad by Margaret Atwood (book, 2005)",,,,55
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Song of Achilles by Madeline Miller (book, 2012)",,,,56
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Troy, directed by Wolfgang Petersen (film, 2004)",,,,57
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Troy, Dragging of Hector (1966) by Sidney Nolan (artwork, 1966)",,,,58
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Ulysses by Lord Alfred Tennyson (poem, 1833)",,,,59
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"The poetry of WB Yeats, such as 'Leda and the Swan' and 'No Second Troy'",,,,60
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"The Percy Jackson series (books, films or television shows)",,,,61
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,On completion of this unit the student should be able to explain how archaeology has informed our understanding of classical myths and society and identify ethical issues in archaeology.,,,,62
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Example of learning activities,,,,63
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,"Create a glossary containing the words − stratigraphy, survey, excavation, artefact, dating, radiocarbon dating, repatriation, cultural heritage",,,,64
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,Watch an episode of Time Team to understand how an excavation takes place from discovery to any possible finds.,,,,65
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,Examine the discovery of Hisarlik and/or Knossos. Briefly outline who discovered your site and what lead to its discovery. In your evaluation use the following questions to guide your thinking:,,,,66
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,Who discovered and/or excavated the site? When?,Examine the discovery of Hisarlik and/or Knossos. Briefly outline who discovered your site and what lead to its discovery. In your evaluation use the following questions to guide your thinking:,,,67
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,What lead to its discovery?,Examine the discovery of Hisarlik and/or Knossos. Briefly outline who discovered your site and what lead to its discovery. In your evaluation use the following questions to guide your thinking:,,,68
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,Did the archaeologist(s) make any assumptions about the site?,Examine the discovery of Hisarlik and/or Knossos. Briefly outline who discovered your site and what lead to its discovery. In your evaluation use the following questions to guide your thinking:,,,69
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,Did this influence their interpretation of the site?,Examine the discovery of Hisarlik and/or Knossos. Briefly outline who discovered your site and what lead to its discovery. In your evaluation use the following questions to guide your thinking:,,,70
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,Did this in turn influence how the world views this site?,Examine the discovery of Hisarlik and/or Knossos. Briefly outline who discovered your site and what lead to its discovery. In your evaluation use the following questions to guide your thinking:,,,71
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,Research Heinrich Schliemann's excavation of Hisarlik and/or Arthur Evans' excavation of Knossos. Examine the degree to which the excavation was conducted to modern archaeological rigour.,,,,72
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,"Watch episodes of the mini-series by Michael Woods: 'In Search of the Trojan War' or Bettany Hughes's series 'The Minotaur's Island' to understand how mythology may have been informed by what is seen in the archaeological evidence, or vice versa. Make notes on archaeological evidence that reveals aspects of Mycenaean or Minoan society.",,,,73
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,"Explore the different types of archaeological evidence, including features of a site and artefacts discovered.",,,,74
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,"Examine a range of Mycenaean frescoes, vases and gold objects. Consider why the Mycenaeans chose the subject matter that they did for these items.",,,,75
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,"Explore the issue of ethics in archaeology and consider the question: Who owns the past? Discuss the link between archaeological artefacts and sites and cultural heritage by exploring what museums and art galleries decide to exhibit in exhibitions that tour the world. Examples might include the antiquities section of the British Museum, the Louvre (Paris), the Vatican Museums (Rome), the Metropolitan Museum of Art (New York), and the National Gallery of Victoria. Investigate questions such as: Why do museums and art galleries have sections devoted to antiquities? What attracts people to visiting museums and seeing these objects? Pick a museum artefact and research how it came to be in the museum collection.",,,,76
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,Research the controversy around the ownership of the Parthenon marbles and watch the debate on video: Send them back: The Parthenon Marbles should be returned to Athens. This debate took place at Cadogan Hall on 11th June 2012. Have a class debate as to whether the Parthenon Marbles should be returned to Greece.,,,,77
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,"Explore the site of Pompeii and Herculaneum, which are still being excavated, and assess the benefits of tourism and the negatives of having the site open to the public. View the Ercolano fresco from Herculaneum and consider the site's mythical connection to Hercules. Then examine frescoes from Pompeii and Herculaneum that depict myth and consider what ideas, beliefs and values are presented in these scenes.",,,,78
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,"Form teams to debate two research and debate to ethical issues, using evidence from Pompeii. The teams should argue for and against the motions:",,,,79
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,'Human remains should never be displayed.',,,,80
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,'Tourists should be banned from visiting Pompeii.',,,,81
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph, Research the artefacts associated with a chosen archaeological site in order to write an extended response or give an oral presentation explaining the significance of the chosen artefacts in informing your understanding of the society that produced them.,,,,82
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExample,Paragraph,Artefacts Task,,,,83
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Students choose an archaeological site associated with a myth, such as Hisarlik (Troy), Mycenae or Knossos.",,,,84
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,"Provide students with a myth that is closely associated with the site, such as Theseus and the Minotaur or a myth associated with the Trojan War.",,,,85
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,"Students undertake brief research of when the site was discovered, how the site was discovered and by whom.",,,,86
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,Students pose a broad research question. An example might be 'Is there any truth to the myth of Theseus and the Minotaur?' or 'Could there have been a war at Troy that was inspiration for Homer's Iliad?',,,,87
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,"Students elect five artefacts from a site associated with myth and fill in the table below. These could be artefacts examined together in class or as an individual task, where students may need teacher support to find appropriate artefacts.",,,,88
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Artefact table,,,,89
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Bullet,Write an extended response or give an oral presentation explaining the significance of the chosen artefacts in informing your understanding of the society that produced them.,,,,90
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Resources,,,,91
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Classical works,,,,92
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"[Works to be studied in other areas of study may not to be used here, but a different section may be used. For example, a different Book of the Iliad than the one that will be studied in Unit 3 may be used]",,,,93
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Homer, The Iliad",,,,94
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Ovid, Metamorphoses, Book 8.",,,,95
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Perseus Digital Library,,,,96
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,The Internet Classics Archive,,,,97
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Modern resources,,,,98
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Morford, P.O and Lenardon, Robert J., Classical Mythology. Longman, 1995",,,,99
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Wardle, KA, Wardle, D, 2013, The Mycenaean World, Bristol Classical Press",,,,100
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Documentaries,,,,101
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,In Search of the Trojan War,,,,102
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,The Minotaur's Island,,,,103
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Raiders of the Lost Past: The Minotaur's Palace,,,,104
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,The Story Behind a stolen 2500-year-old vase (Australian Broadcasting Corporation),,,,105
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Time Team episodes,,,,106
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Troy: The Truth Behind the Legend,,,,107
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Send them back: The Parthenon Marbles should be returned to Athens [available on YouTube],,,,108
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Websites,,,,109
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Art in Context: A Deep Dive into Mycenaean Artifacts,,,,110
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Home | Acropolis Museum | Official website (theacropolismuseum.gr),,,,111
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,British Museum,,,,112
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Hellenic Museum Melbourne | Art & History Museum,,,,113
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Home - Heraklion Archaeological Museum (heraklionmuseum.gr),,,,114
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Turkish Museums - #FromHome - access to virtual tours of many museums in Türkiye including Troy, Ephesus, Assos, Hierapolis.",,,,115
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,"Homepage - Pompeii Sites Official Pompeii Archaeological Site - this has links to other sites such as - this has links to other sites such as Oplontis, Boscoreale and many others.",,,,116
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Online text book,,,,117
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1,,,,DetailedExampleStep,Paragraph,Minoan Archaeology Resource,,,,118
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,,UnitHeading,Unit 2 Classical worlds,,,,1
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Paragraph,On completion of this unit the student should be able to analyse the representations and place of myth in classical culture and the ideas and beliefs they convey.,,,,2
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Paragraph,Example of learning activities,,,,3
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Bullet,"Research one ancient Greek theatre, such as Epidaurus or the Theatre of Dionysus at Athens, to understand the links between drama and the religious worship of Dionysus. Find out about what happened at the City Dionysia Festival and divide the events into three categories: entertainment, religious and civic. Discuss the ideas and beliefs conveyed by these events. Read a play that was performed at the festival and consider the ideas and beliefs its writer expresses.",,,,4
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Bullet,"Study the myths that are included in Aeschylus' Oresteia, and explore how this myth cycle explains the beginning of a justice system. Using Google Earth, find Athens and then map out the proximity between the Theatre of Dionysus and the Areopagus. Consider how these locations are significant to myth and to classical Athenian society.",,,,5
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Bullet,Read the final scene of Aeschylus' Eumenides and consider what it says about the foundation of Athenian law courts and Athena's involvement in their foundation. Find out why the popular law courts might have taken over many of the powers of the Areopagus.,,,,6
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Bullet,"Read Book 11 of Homer's Odyssey and the Homeric Hymn to Demeter. Research the Eleusinian Mysteries and the sanctuary of Eleusis. Examine images or artefacts related to Mystery cults, such as the images on the Met Museum website that accompanies the essay 'Mystery Cults in the Greek and Roman World' [see resources below]. Explain what the mystery cult involved and try to account for why it might have been so important to the ancient Greeks.",,,,7
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Bullet,Take a virtual tour through the House of the Mysteries in Pompeii and view its initiation frescoes. Find out about how the cult of Bacchus was viewed in ancient Rome.,,,,8
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Bullet,"Study the mythical origins of the Olympic games, the images of Heracles at the Temple of Zeus at Olympia, the sanctuary of Olympia and the games themselves. Explain the ways people showed their devotion to Zeus at the Olympic Games.",,,,9
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Bullet,"Write a short diary entry imagining that you attended the Lupercalia or Saturnalia festivals, including what you did and saw.",,,,10
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Bullet,"Consider how Roman emperors used myth and mythic scenes to present ideas about themselves and the Romans. Find out about the emperor and the myths that are referenced in the Ara Pacis, Claudius as Jupiter, Commodus as Hercules and suggest why the emperors chose those myths, what ideas he was trying to express and how they might have been perceived by the Roman audience.",,,,11
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Bullet,Create a catalogue of Roman coins that display mythology. Research the emperor who minted the coin and the myth presented. Decide what the emperor was trying to convey about himself and/or Rome in each case.,,,,12
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,GeneralActivity,Bullet,"Using a range of examples of written and material culture, conduct research to gain a deeper understanding of the oracle in classical society. Synthesise the research and class work in an extended response.",,,,13
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,DetailedExample,Paragraph,The Oracle,,,,14
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,DetailedExampleStep,Paragraph,Students use a range of examples of written and material culture to understand the role of the oracle in classical society.,,,,15
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,DetailedExampleStep,Bullet,"Students examine the sanctuary of Delphi and research background information using questions to guide their research, such as:",,,,16
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,DetailedExampleStep,Bullet,Which god or goddess is associated with Delphi?,"Students examine the sanctuary of Delphi and research background information using questions to guide their research, such as:",,,17
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,DetailedExampleStep,Bullet,What is the mythic origin of Delphi?,"Students examine the sanctuary of Delphi and research background information using questions to guide their research, such as:",,,18
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,DetailedExampleStep,Bullet,What is the name of this god's priest or priestess? What did this religious figure do?,"Students examine the sanctuary of Delphi and research background information using questions to guide their research, such as:",,,19
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,DetailedExampleStep,Bullet,Find photographs and videos of Delphi. Describe the location of the site of the Delphic Oracle. Why do you think this place was chosen as a sanctuary?,"Students examine the sanctuary of Delphi and research background information using questions to guide their research, such as:",,,20
Humanities,Classical Studies,Year 11,Unit 2,VCECSU2,,,,DetailedExampleStep,Bullet,What else did the ancient Greeks use the site of Delphi for?,"Students examine the sanctuary of Delphi and research background information using questions to guide their research, such as:",,,21
