SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
Humanities,Classical Studies,Years 11 and 12,"VCECSU1AS1,VCECSU1AS2,VCECSU2AS1,VCECSU2AS2,VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVST03,Structure,,Paragraph,Unit 2: Classical worlds (CS022),,3
Humanities,Classical Studies,Years 11 and 12,"VCECSU1AS1,VCECSU1AS2,VCECSU2AS1,VCECSU2AS2,VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVST04,Structure,,Paragraph,Unit 3: Classical expressions (CS033),,4
Humanities,Classical Studies,Years 11 and 12,"VCECSU1AS1,VCECSU1AS2,VCECSU2AS1,VCECSU2AS2,VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVST05,Structure,,Paragraph,Unit 4: Classical perspectives (CS034),,5
Humanities,Classical Studies,Years 11 and 12,"VCECSU1AS1,VCECSU1AS2,VCECSU2AS1,VCECSU2AS2,VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVST06,Structure,,Paragraph,Each unit deals with specific content contained in areas of study and is designed to enable students to achieve a set of outcomes for that unit. Each outcome is described in terms of key knowledge and key skills.,,6
Humanities,Classical Studies,Years 11 and 12,"VCECSU1AS1,VCECSU1AS2,VCECSU2AS1,VCECSU2AS2",VCECS12OVLA01,Levels of achievement,Units 1 and 2,Subheader,Units 1 and 2,,1
Humanities,Classical Studies,Years 11 and 12,"VCECSU1AS1,VCECSU1AS2,VCECSU2AS1,VCECSU2AS2",VCECS12OVLA02,Levels of achievement,Units 1 and 2,Paragraph,"Procedures for the assessment of levels of achievement in Units 1 and 2 are a matter for school decision. Assessment of levels of achievement for these units will not be reported to the VCAA. Schools may choose to report levels of achievement using grades, descriptive statements or other indicators.",,2
Humanities,Classical Studies,Years 11 and 12,"VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVLA03,Levels of achievement,Units 3 and 4,Subheader,Units 3 and 4,,3
Humanities,Classical Studies,Years 11 and 12,"VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVLA04,Levels of achievement,Units 3 and 4,Paragraph,The VCAA specifies the assessment procedures for students undertaking scored assessment in Units 3 and 4. Designated assessment tasks are provided in the details for each unit in VCE study designs.,,4
Humanities,Classical Studies,Years 11 and 12,"VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVLA05,Levels of achievement,,Paragraph,"The student's level of achievement in Units 3 and 4 will be determined by School-assessed Coursework (SAC) as specified in the VCE study design, and external assessment.",,5
Humanities,Classical Studies,Years 11 and 12,"VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVLA06,Levels of achievement,,Paragraph,The VCAA will report the student's level of achievement on each assessment component as a grade from A+ to E or UG (ungraded). To receive a study score the student must achieve two or more graded assessments in the study and receive an S for both Units 3 and 4. The study score is reported on a scale of 0-50; it is a measure of how well the student performed in relation to all others who completed the study. Teachers should refer to the current VCE Administrative Handbook for details on graded assessment and calculation of the study score.,https://www.vcaa.vic.edu.au/administration/vce-vcal-handbook/Pages/index.aspx,6
Humanities,Classical Studies,Years 11 and 12,"VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVLA07,Levels of achievement,,Paragraph,Percentage contributions to the study score in VCE Classical Studies are as follows:,,7
Humanities,Classical Studies,Years 11 and 12,"VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVLA08,Levels of achievement,,Bullet,Unit 3 School-assessed Coursework: 25 per cent,,8
Humanities,Classical Studies,Years 11 and 12,"VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVLA09,Levels of achievement,,Bullet,Unit 4 School-assessed Coursework: 25 per cent,,9
Humanities,Classical Studies,Years 11 and 12,"VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVLA10,Levels of achievement,,Bullet,End-of-year examination: 50 per cent.,,10
Humanities,Classical Studies,Years 11 and 12,"VCECSU3AS1,VCECSU3AS2,VCECSU4AS1,VCECSU4AS2",VCECS12OVLA11,Levels of achievement,,Paragraph,Details of the assessment program are described in the sections on Units 3 and 4 in this study design.,,11
