SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,ContentCode,ContentType,StreamHeader,ContentHeader,ContentDescription,Elaboration,Sequence
English,Literature,Year 11,Unit 1,VCELIU1AS2,,Area of Study 2 - Exploration of literary movements and genres,VCELIU1AS2ELMG04,Descriptor,,Exploration of literary movements and genres,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.,,7
English,Literature,Year 11,Unit 1,VCELIU1AS2,,Area of Study 2 - Exploration of literary movements and genres,VCELIU1AS2ELMG05,Descriptor,,Exploration of literary movements and genres,Demonstration of achievement of Unit 1 Outcomes 1 and 2 must be based on at least two complete texts and at least one additional text or excerpts.,,8
English,Literature,Year 11,Unit 1,VCELIU1AS2,,Area of Study 2 - Exploration of literary movements and genres,VCELIU1AS2ELMG06,Descriptor,,Exploration of literary movements and genres,At least one assessment task in either Unit 1 or 2 must include the language modes of speaking and listening; the presentation mode is a school-based decision.,,9
English,Literature,Year 11,Unit 2,VCELIU2AS12,,,,UnitHeader,,Unit 2,,,0
English,Literature,Year 11,Unit 2,VCELIU2AS1,,Area of Study 1 - Voices of Country,VCELIU2AS1VC01,Descriptor,,Voices of Country,"In this area of study students explore the voices, perspectives and knowledge of Aboriginal and Torres Strait Islander authors and creators.",,1
English,Literature,Year 11,Unit 2,VCELIU2AS1,,Area of Study 1 - Voices of Country,VCELIU2AS1VC01,Elaboration,,Voices of Country,,"They consider the interconnectedness of place, culture and identity through the experiences, texts and voices of Aboriginal and Torres Strait Islander peoples, including connections to Country, the impact of colonisation and its ongoing consequences, and issues of reconciliation and reclamation.",2
English,Literature,Year 11,Unit 2,VCELIU2AS1,,Area of Study 1 - Voices of Country,VCELIU2AS1VC02,Descriptor,,Voices of Country,Students examine representations of culture and identity in Aboriginal and Torres Strait Islander peoples’ texts and the ways in which these texts present voices and perspectives that explore and challenge assumptions and stereotypes arising from colonisation.,,3
English,Literature,Year 11,Unit 2,VCELIU2AS1,,Area of Study 1 - Voices of Country,VCELIU2AS1VC03,Descriptor,,Voices of Country,Students acknowledge and reflect on a range of Australian views and values (including their own) through a text(s).,,4
English,Literature,Year 11,Unit 2,VCELIU2AS1,,Area of Study 1 - Voices of Country,VCELIU2AS1VC03,Elaboration,,Voices of Country,,"Within that exploration, students consider stories about the Australian landscape and culture.",5
English,Literature,Year 11,Unit 2,VCELIU2AS1,,Area of Study 1 - Voices of Country,VCELIU2AS1VC04,Descriptor,,Voices of Country,"On completion of this unit the student should be able to explore and reflect on the voices, perspectives and knowledge in the texts of Aboriginal and Torres Strait Islander authors and creators.",,6
English,Literature,Year 11,Unit 2,VCELIU2AS1,,Area of Study 1 - Voices of Country,VCELIU2AS1VC05,Descriptor,,Voices of Country,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.,,7
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC01,Descriptor,,The text in its context,"In this area of study students focus on the text and its historical, social and cultural context.",,1
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC01,Elaboration,,The text in its context,,Students reflect on representations of a specific time period and/or culture within a text.,2
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC02,Descriptor,,The text in its context,Students explore the text to understand its point of view and what it reflects or comments on.,,3
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC02,Elaboration,,The text in its context,,"They identify the language and the representations in the text that reflect the specific time period and/or culture, its ideas and concepts.",4
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC02,Elaboration,,The text in its context,,Students develop an understanding that contextual meaning is already implicitly or explicitly inscribed in a text and that textual details and structures can be scrutinised to illustrate its significance.,5
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC03,Descriptor,,The text in its context,"Students develop the ability to analyse language closely, recognising that words have historical and cultural import.",,6
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC04,Descriptor,,The text in its context,On completion of this unit the student should be able to analyse and respond to the representation of a specific time period and/or culture explored in a text and reflect or comment on the ideas and concerns of individuals and groups in that context.,,7
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC05,Descriptor,,The text in its context,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.,,8
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC06,Descriptor,,The text in its context,At least one assessment task in either Unit 1 or 2 must include the language modes of speaking and listening; the presentation mode is a school-based decision.,,9
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC07,Descriptor,,The text in its context,In Units 3 and 4 students must study at least six texts (including an adapted text).,,10
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC07,Elaboration,,The text in its context,,"The selection of texts should ensure that students experience a range of literature, from early to contemporary works, dealing with a diversity of cultural experiences and a range of points of view.",11
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC07,Elaboration,,The text in its context,,"Students are encouraged to read widely, guided by classroom exploration and their own interests, to support the achievement of all outcomes.",12
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC08,Descriptor,,The text in its context,No text or part of a text studied in Units 1 and 2 may be studied again in Units 3 and 4.,,13
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC09,Descriptor,,The text in its context,Five texts must be selected from the VCE Literature Text List published by the VCAA for the year of study.,,14
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC09,Elaboration,,The text in its context,,"All five texts selected from the text list must feature in teaching and learning programs, but students may be formally assessed on only four of these texts.",15
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC10,Descriptor,,The text in its context,The selection of five texts must include:,,16
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC11,Descriptor,,The text in its context,At least one of the texts selected must be Australian.,,17
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC12,Descriptor,,The text in its context,Students study a sixth text for Unit 3 Area of Study 1.,,18
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC12,Elaboration,,The text in its context,,The text used for Unit 3 Area of Study 1 must be an adaptation of one of the five required texts selected from the text list published by the VCAA.,19
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC13,Descriptor,,The text in its context,The text may include but is not limited to a:,,20
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC14,Descriptor,,The text in its context,A student adaptation cannot be used as the adaptation text for Unit 3 Area of Study 1.,,21
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC15,Descriptor,,The text in its context,Supplementary readings studied for Unit 3 Area of Study 2 are not prescribed.,,22
English,Literature,Year 11,Unit 2,VCELIU2AS2,,Area of Study 2 - The text in its context,VCELIU2AS2TIC16,Descriptor,,The text in its context,"In assessing levels of achievement across Units 3 and 4, teachers must ensure that the assessment tasks are based on a least five texts (including the adapted text).",,23
English,Literature,Year 12,Unit 3,VCELIU3AS12,,,,UnitHeader,,Unit 3,,,0
English,Literature,Year 12,Unit 3,VCELIU3AS1,,Area of Study 1 - Adaptations and transformations,VCELIU3AS1AT01,Descriptor,,Adaptations and transformations,In this area of study students focus on how the form of a text contributes to its meaning.,,1
English,Literature,Year 12,Unit 3,VCELIU3AS1,,Area of Study 1 - Adaptations and transformations,VCELIU3AS1AT01,Elaboration,,Adaptations and transformations,,Students explore the form of a set text by constructing a close analysis of that text.,2
English,Literature,Year 12,Unit 3,VCELIU3AS1,,Area of Study 1 - Adaptations and transformations,VCELIU3AS1AT01,Elaboration,,Adaptations and transformations,,"They then reflect on the extent to which adapting the text to a different form, and often in a new or reimagined context, affects its meaning, comparing the original with the adaptation.",3
English,Literature,Year 12,Unit 3,VCELIU3AS1,,Area of Study 1 - Adaptations and transformations,VCELIU3AS1AT01,Elaboration,,Adaptations and transformations,,"By exploring an adaptation, students also consider how creators of adaptations may emphasise or minimise viewpoints, assumptions and ideas present in the original text.",4
English,Literature,Year 12,Unit 3,VCELIU3AS1,,Area of Study 1 - Adaptations and transformations,VCELIU3AS1AT02,Descriptor,,Adaptations and transformations,"On completion of this unit the student should be able to analyse aspects of a text, drawing on close analysis of textual detail, and then discuss the extent to which meaning changes when that text is adapted to a different form.",,5
English,Literature,Year 12,Unit 3,VCELIU3AS1,,Area of Study 1 - Adaptations and transformations,VCELIU3AS1AT03,Descriptor,,Adaptations and transformations,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.,,6
English,Literature,Year 12,Unit 3,VCELIU3AS2,,Area of Study 2 - Developing interpretations,VCELIU3AS2DI01,Descriptor,,Developing interpretations,"In this area of study students explore the different ways we can read and understand a text by developing, considering and comparing interpretations of a set text.",,1
English,Literature,Year 12,Unit 3,VCELIU3AS2,,Area of Study 2 - Developing interpretations,VCELIU3AS2DI02,Descriptor,,Developing interpretations,"Students first develop their own interpretations of a set text, analysing how ideas, views and values are presented in a text, and the ways these are endorsed, challenged and/or marginalised through literary forms, features and language.",,2
English,Literature,Year 12,Unit 3,VCELIU3AS2,,Area of Study 2 - Developing interpretations,VCELIU3AS2DI02,Elaboration,,Developing interpretations,,"These student interpretations should consider the historical, social and cultural context in which a text is written and set.",3
English,Literature,Year 12,Unit 3,VCELIU3AS2,,Area of Study 2 - Developing interpretations,VCELIU3AS2DI02,Elaboration,,Developing interpretations,,Students also consider their own views and values as readers.,4
English,Literature,Year 12,Unit 3,VCELIU3AS2,,Area of Study 2 - Developing interpretations,VCELIU3AS2DI03,Descriptor,,Developing interpretations,"On completion of this unit the student should be able to develop interpretations of a set text informed by the ideas, views and values of the set text and a supplementary reading.",,5
English,Literature,Year 12,Unit 3,VCELIU3AS2,,Area of Study 2 - Developing interpretations,VCELIU3AS2DI04,Descriptor,,Developing interpretations,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.,,6
English,Literature,Year 12,Unit 3,VCELIU3AS2,,Area of Study 2 - Developing interpretations,VCELIU3AS2DI05,Descriptor,,Developing interpretations,At least one assessment task in either Unit 3 or 4 must include the language modes of speaking and listening.,,7
English,Literature,Year 12,Unit 4,VCELIU4AS12,,,,UnitHeader,,Unit 4,,,0
English,Literature,Year 12,Unit 4,VCELIU4AS1,,Area of Study 1 - Creative responses to texts,VCELIU4AS1CRT01,Descriptor,,Creative responses to texts,In this area of study students focus on the imaginative techniques used for creating and recreating a literary work.,,1
English,Literature,Year 12,Unit 4,VCELIU4AS1,,Area of Study 1 - Creative responses to texts,VCELIU4AS1CRT01,Elaboration,,Creative responses to texts,,Students use their knowledge of how the meaning of texts can change as context and form change to construct their own creative transformations of texts.,2
English,Literature,Year 12,Unit 4,VCELIU4AS1,,Area of Study 1 - Creative responses to texts,VCELIU4AS1CRT01,Elaboration,,Creative responses to texts,,"They learn how authors develop representations of people and places, and they develop an understanding of language, voice, form and structure.",3
English,Literature,Year 12,Unit 4,VCELIU4AS1,,Area of Study 1 - Creative responses to texts,VCELIU4AS1CRT01,Elaboration,,Creative responses to texts,,Students draw inferences from the original text in order to create their own writing.,4
English,Literature,Year 12,Unit 4,VCELIU4AS1,,Area of Study 1 - Creative responses to texts,VCELIU4AS1CRT01,Elaboration,,Creative responses to texts,,"In their adaptation of the tone and the style of the original text, students develop an understanding of the views and values explored.",5
English,Literature,Year 12,Unit 4,VCELIU4AS1,,Area of Study 1 - Creative responses to texts,VCELIU4AS1CRT02,Descriptor,,Creative responses to texts,Students develop an understanding of the various ways in which authors craft texts.,,6
English,Literature,Year 12,Unit 4,VCELIU4AS1,,Area of Study 1 - Creative responses to texts,VCELIU4AS1CRT02,Elaboration,,Creative responses to texts,,"They reflect critically on the literary form, features and language of a text, and discuss their own responses as they relate to the text, including the purpose and context of their creations.",7
English,Literature,Year 12,Unit 4,VCELIU4AS1,,Area of Study 1 - Creative responses to texts,VCELIU4AS1CRT03,Descriptor,,Creative responses to texts,On completion of this unit the student should be able to respond creatively to a text and comment critically on both the original text and the creative response.,,8
English,Literature,Year 12,Unit 4,VCELIU4AS1,,Area of Study 1 - Creative responses to texts,VCELIU4AS1CRT04,Descriptor,,Creative responses to texts,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.,,9
English,Literature,Year 12,Unit 4,VCELIU4AS2,,Area of Study 2 - Close analysis of texts,VCELIU4AS2CAT01,Descriptor,,Close analysis of texts,"On completion of this unit the student should be able to analyse literary forms, features and language to present a coherent view of a whole text.",,1
English,Literature,Year 12,Unit 4,VCELIU4AS2,,Area of Study 2 - Close analysis of texts,VCELIU4AS2CAT02,Descriptor,,Close analysis of texts,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.,,2
English,Literature,Year 12,Unit 4,VCELIU4AS2,,Area of Study 2 - Close analysis of texts,VCELIU4AS2CAT03,Descriptor,,Close analysis of texts,At least one assessment task in either Unit 3 or 4 must include the language modes of speaking and listening.,,3
English,Literature,Year 12,Unit 4,VCELIU4AS2,,Area of Study 2 - Close analysis of texts,VCELIU4AS2CAT04,Descriptor,,Close analysis of texts,The examination will be set by a panel appointed by the VCAA.,,4
English,Literature,Year 12,Unit 4,VCELIU4AS2,,Area of Study 2 - Close analysis of texts,VCELIU4AS2CAT04,Elaboration,,Close analysis of texts,,All the key knowledge and key skills that underpin the outcomes in Units 3 and 4 are examinable.,5
