SubjectArea,Subject,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,SectionCode,SectionHeader,SectionHeaderDescription,SectionHeaderContent,ReportCoverage,Sequence
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2024,,VCEACER,VCEACERSI,Specific information,,"This report provides sample answers or an indication of what answers may have included. Unless otherwise stated, these are not intended to be exemplary or complete responses.",,1
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2024,,VCEACER,VCEACERSI,Specific information,,"The statistics in this report may be subject to rounding, resulting in a total of more or less than 100 per cent.",,2
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,2025 VCE Accounting external assessment report,,0
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"This report provides sample answers or an indication of what answers may have included. Unless otherwise stated, these are not intended to be exemplary or complete responses",,1
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The statistics in this report may be subject to rounding resulting in a total more or less than 100 per cent.,,2
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"This question required students to record a sales return using the credit note provided. As the cost price of the inventory was provided in the source document, students were required to use the markup of 100% from the information to determine the sales return figure.",,3
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,General Journal,,4
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Sales Returns $60 and GST Clearing $6.,,5
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Accounts Receivable $66.,,6
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Inventory $30.,,7
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Cost of Sales $30.,,8
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses recognised that the credit note provided by MainRoad Electrics resulted in a sales return. They were also able to apply a 100% mark-up on the inventory that was returned.,,9
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Common errors included recording the transaction as a sale or a purchase return. Some students recorded the accounts receivable as bank or reversed the inventory and cost of sales.,,10
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students should ensure that they are able to identify transactions from source documents.,,11
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to explain how credit notes can be used as a non-financial indicator of business performance.,,12
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Two marks were awarded for an explanation of how credit notes can be used as a non-financial indicator of business performance.,,13
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Credit notes can be used to measure customer dissatisfaction. If the number of credit notes issued in a period has decreased over time, this may indicate that more customers are satisfied with the products sold by the business.",,14
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Credit notes also provide important feedback to a business regarding product quality, order handling, dispatch and delivery processes. If the number of credit notes increases, it is an indication of problems with some or all these processes.",,15
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Higher-scoring responses explained how credit notes can be used as a non-financial indicator of business performance by referring to the number of credit notes representing the number of sales returns received by the business. They were able to refer to a higher number of sales returns indicating a negative customer satisfaction (or a lower number representing positive customer satisfaction). As the question did not refer to sales returns, it was possible for higher-scoring responses to take the approach that a higher level of purchase returns indicated a potential issue with the inventory management of the business.",,16
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included referring to financial indicators such as an increase in the value of sales returns. Some students identified the impact on customer satisfaction, although they did not provide an explanation of how the number of credit notes reflected customer satisfaction.",,17
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,18
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Credit notes verify sales returns so the volume of credit note indicates the number of sales returns. The number of sales returns is a non financial indicator and provides the business with feedback of how satisfied customers where with the inventory in terms of its quality and function. So if there are many credit notes issued by the business it indicates customers are unhappy with the product and aids in decision making such as improving the quality of inventory which can improve performance.,,19
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Teachers should ensure that students understand that non-financial indicators can be used when considering business performance.,,20
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to show how both the Prepaid Advertising and the Advertising accounts would appear after an adjusting entry was made.,,21
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Prepaid Advertising,,22
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Advertising,,23
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Bank $15 000.,,24
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Advertising $5 000.,,25
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Prepaid Advertising $5 000.,,26
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Balance $10 000 (with total $15 000) and Profit and Loss Summary $5 000.,,27
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Higher-scoring responses recognised that they were required to balance and close the accounts, as required on balance day. They identified that GST was not included in prepaid advertising and used accurate cross-references when posting to the ledger accounts.",,28
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included wrongly identifying the bank transaction on 10 February as an opening balance. Some students posted the advertising as a credit entry or included GST in the bank transaction in the Prepaid Advertising ledger, or they did not balance and close the accounts on 31 March 2025.",,29
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students should practise posting transactions directly into General Ledger accounts.,,30
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to explain the importance of documents in the accounting process with reference to a qualitative characteristic.,,31
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for referring to verifiability as the appropriate qualitative characteristic.,,32
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for referring to independent and knowledgeable observers being able to reach a consensus that an event has been faithfully represented.,,33
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for expressing that information is supported by source documents which are used as evidence.,,34
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses were able to recognise that verifiability was the qualitative characteristic which required source documents to be used in the accounting process. They supported their response by referring to source documents providing evidence which can be used by independent and knowledgeable investors to come to a consensus that an event has been faithfully represented.,,35
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Common errors included not being able to accurately identify that verifiability requires source documents to be used as evidence or not being able to apply the verifiability definition to support their response.,,36
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,37
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Verifiability ensures that different, knowledgeable and independent observers can come to the consensus that a particular financial information is true. This is upheld by retaining source documents, which can be cross-checked with recorded financial information to verify whether the real-world event has been recorded accurately.",,38
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students must develop their understanding of accounting terminology. They should revise qualitative characteristics to provide evidence to support their theory responses.,,39
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"This question required student to identify two possible reasons, other than theft, for an inventory loss being incurred by the business. One mark was awarded for each reason.",,40
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Possible reasons included (two of):,,41
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,undersupply by suppliers,,42
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,oversupply to customers,,43
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,recording errors in the inventory process where inventory was not recorded by the business,,44
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,wastage that was not recorded by the business,,45
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,damage that was not recorded by the business.,,46
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses identified reasons other than theft which resulted in the business having less inventory on hand than expected.,,47
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included not indicating that the reason would result in an inventory loss being incurred, such as referring to recording errors while not referring to how they would result in an inventory loss. Referring to damage or wastage would not result in an inventory loss if the business recorded the impact on the inventory at the time that they occurred. Other common errors were students referring to theft as a reason. This was not acceptable as the question referred to reasons other than theft.",,48
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students should ensure that they identify the constraints in a question.,,49
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"This question required students to describe an internal control that the business could use to reduce theft, other than security cameras and bag checks already in use by the business.",,50
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for an acceptable internal control.,,51
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for a description of the internal control.,,52
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Possible internal controls included:,,53
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,employing security guards to patrol the store to deter shoplifters,,54
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,applying security tags to high-value items to reduce the likelihood of theft,,55
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,displaying expensive items in locked display cabinets which would require a staff member to access the inventory.,,56
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses described an alternate internal control method to reduce inventory theft. They also identified that the question included a constraint which referred to the business already using security cameras and bag checks.,,57
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included not providing a description of the internal control, or referring to security cameras or bag checks despite the explicit constraints cited within the question.",,58
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,59
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Individual items, such as those that are higher in value, can be security tagged and coded. This allows for staff to be immediately alerted if items are stolen, and gives them the ability to track the inventory as well. This security technology will assist in regaining stolen items, ensuring that the inventory loss does not result from theft, while also discouraging individuals from considering stealing items, so that the risk of theft is fully avoided.",,60
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Teachers should ensure that students provide a description when the question requires it, rather than simply identifying an internal control.",,61
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to analyse the likely effects on business performance of having an inventory turnover that is much slower than the industry average.,,62
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Higher-scoring responses referred to the slower inventory turnover being due to the business holding inventory for longer than other pet food stores. The business could have a larger range than its competitors which could result in liquidity issues, as the inventory turnover of 90 days is likely to be beyond credit terms which are usually around 30 days. This will result in the business paying for inventory before cash is received from customers. The slower inventory turnover could be an indication of less sales than competitors, which could impact the ability of the business to generate the cash required to pay expenses such as wages and rent.",,63
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"The potentially wider range of inventory could result in issues with inventory management. The business expects that the inventory loss will be significantly higher than competitors, and a slower inventory turnover could result in an inventory write-down as the pet food approaches its use-by date.",,64
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,There could also be additional insurance and storage costs incurred by the business while holding the inventory.,,65
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,66
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Having a much slower ITO suggests the firm is taking much longer than its competitors to produce inventory into sales. This could cause liquidity problems as the firm might not be producing enough sales to meet its short-term debts such as wages and rent. Furthermore, it puts pressure on the cash cycle of the firm and further worsens liquidity due to the lack of cash to pay its Accounts Payable. Moreover, a slower ITO also suggests more inventory is on hand for the firm than other firms. Given the edible nature of inventory, it is more susceptible to expire and likely get written down or lost hence increasing the inventory loss and write-down expenses of the firm. This decreases profit and the ability to generate profits against the firm's expenses. Hence worsening profitability.",,67
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"This question required students to justify the accountant's suggestion that a change to the First In, First Out (FIFO) inventory cost assignment method would improve efficiency.",,68
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for referring to labelling all inventory items if using the Identified Cost assignment method would be a time-consuming and inefficient process for a pet food business.,,69
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for referring to the FIFO cost assignment method as more efficient and less time consuming as it only requires the details of each product from barcode readers for inventory records to be updated.,,70
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"One mark was awarded for the overall effect on inventory being the same, as pet food would be sold on a regular basis regardless of which method was used.",,71
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Higher-scoring responses recognised that the costs of labelling each individual item may not be considered important for a business that sells pet food. The inventory is likely to consist of low cost, high turnover goods and the additional cost of labelling would not be offset by any benefits.",,72
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included referring to the benefits of selling the oldest inventory first as this would be less likely to go out of date. Students did not recognise that the FIFO cost assignment method is an assumption and does not refer to the actual movement of inventory in the business. Other students referred to the benefits of not incurring the costs of labelling inventory, although they did not apply their response to a pet food store.",,73
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,74
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"First-in, first-out (FIFO) refers to the assumption that the first inventory in is the first likely sold by the firm, whereas identified cost labels and bags each invoice to determine cost price of sale.",,75
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Given the nature of the inventory to be food, it would be very time-consuming to classify inventory by its cost price. Further, it will cost the firm more to spend wages in the process.",,76
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"By using first-in, first-out, the firm tends to be more time-efficient and cost-efficient. As the food's cost would not vary much, the cost of sales estimate would be faster and acceptable, hence more efficient.",,77
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Teachers should ensure that students understand that the FIFO cost assignment method is an assumption rather than the actual movement of inventory in a business.,,78
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to prepare a General Journal entry for the credit purchase of inventory.,,79
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,General Journal,,80
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Inventory $3 690 and GST Clearing $369.,,81
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Accounts Payable $4 059.,,82
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses recognised that the cost of the delivery was a product cost as it was a cost incurred by the business to purchase inventory which can be logically allocated to each item. They also recognised that an invoice is evidence of a credit transaction.,,83
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Common errors included recording the delivery separately. Some students also recorded the Accounts Payable as Bank.,,84
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students should ensure that they develop their understanding of product and period costing. They should be able to identify that product costs are costs incurred to get inventory into condition and location ready for sale that can be allocated to individual units on a logical basis.,,85
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to prepare the General Journal entry to record an inventory write-down. The General Journal entry required a narration.,,86
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,General Journal,,87
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Inventory Write-Down $360.,,88
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Inventory $360.,,89
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark for narration that referred to the inventory write-down of 30 football jumpers and Memo 63.,,90
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses recognised that the reduction in selling price and free coffee cup would result in a reduction in the net realisable value of the football jumpers and an inventory write-down. They used the cost price from the previous question to calculate the inventory write-down.,,91
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students who did not score well did not include the coffee cups when calculating the net realisable value or recorded an inventory loss. Some responses did not refer to the football jumpers or include Memo 63 in the narration.,,92
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Teachers should ensure that students understand the purpose of a narration. They should focus on the need for a source document and the need to provide additional information to allow the user to understand what occurred in the transaction.,,93
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to describe the likely consequences for Top Sportz if the trend in the accounts payable turnover continued.,,94
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for correctly referring to the accounts payable turnover becoming slower over the period and being outside the credit terms.,,95
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for each consequence described accurately.,,96
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Possible consequences included (two of):,,97
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,credit facilities could be withdrawn by the supplier,,98
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"suppliers could cut off the supply of inventory, requiring the business to seek new suppliers",,99
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"a negative impact on the credit rating of the business and why, leading to difficulty in being able to negotiate credit facilities with suppliers in the future.",,100
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses recognised that the business is paying its accounts payable outside of the supplier's credit terms. They also identified and briefly explained more than one consequence.,,101
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included students not providing at least two consequences, or a description of the consequences that they identified.",,102
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,103
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"If the business continues on a slowing APTO trend and further exceeds credit terms, the supplier might deny further credit facilities to the firm. This would result in the firm not having enough inventory for sales and hence reduce sales and the ability to earn profit.",,104
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Further, the Accounts Payable could threaten legal action and as a result the firm could be forced to settle all debts immediately. This is unfavourable as it would mean less cash for other short-term debts such as wages, and possibly force the firm into liquidation. Hence worsening liquidity.",,105
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Teachers should ensure students develop their understanding of the implications to a business of trends in accounting indicators.,,106
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to calculate the GST expected to be paid by the business for November 2025.,,107
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for GST on purchase of inventory $5 500.,,108
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for GST on advertising $30.,,109
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for GST on rent $250.,,110
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The total GST expected to be paid in November is $5 780.,,111
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Higher-scoring responses recognised that the purchase of inventory was not inclusive of GST, and the GST was 10% of the purchase cost. They were able to determine that the advertising expense includes $1 000 of prepaid advertising and therefore the GST was 10% of $300. The GST on rent did not require an adjustment for prepayments and was calculated based on 10% of $2 500.",,112
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included calculating GST on inventory using a GST-inclusive approach. GST was recorded as $5 000. GST on advertising was calculated based on the $1 300, rather than the $300 that was paid, and was recorded as $130.",,113
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Teachers must ensure that students are able to calculate the GST paid by a business.,,114
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to prepare the Allowance for Doubtful Debts and Accounts Receivable General Ledger accounts.,,115
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Allowance for Doubtful Debts,,116
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Accounts Receivable,,117
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Accounts Receivable $2 000.,,118
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Bad Debts $4 000.,,119
