SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2,VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVAI05,Aims,,Bullet,Understand the principles and processes of democracy through an analysis of contemporary issues facing Australia and the world,,5
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2,VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVAI06,Aims,,Bullet,"Recognise the significance of political agency possessed by political actors, including students' appreciation of their own rights, responsibilities and opportunities to participate as citizens in a democracy and as global citizens",,6
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2,VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVAI07,Aims,,Bullet,"Understand key political concepts, including power, political actors, legitimacy, authority, conflict and cooperation, political ideology, systems and theories of government, governance, Australian democracy and democratic principles, political interests, national interest, political perspectives, nations and states, sovereignty and global interconnectedness.",,7
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2,VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVAI08,Aims,,Bullet,"Apply key political concepts to understand Australian and global political issues and crises, events, actions, decisions, interests and perspectives in an increasingly interconnected world",,8
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2,VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVAI09,Aims,,Bullet,"Develop the ability to think politically by investigating contemporary issues, asking political questions, analysing and interpreting sources, applying key political concepts, analysing causes and consequences, analysing differing political interests, analysing political perspectives, discussing political stability and change, evaluating political significance, and constructing reasoned and evidence-informed arguments.",,9
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2,VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVST01,Structure,,Paragraph,The study is made up of four units.,,1
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2,VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVST02,Structure,,Bullet,"Unit 1: Politics, power and political actors",,2
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2,VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVST03,Structure,,Bullet,Unit 2: Democracy: stability and change,,3
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2,VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVST04,Structure,,Bullet,Unit 3: Global cooperation and conflict,,4
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2,VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVST05,Structure,,Bullet,Unit 4: Power in the Indo-Pacific,,5
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2,VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVST06,Structure,,Paragraph,Each unit deals with specific content contained in areas of study and is designed to enable students to achieve a set of outcomes for that unit. Each outcome is described in terms of key knowledge and key skills.,,6
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2",VCEPO12OVLA01,Levels of achievement,Units 1 and 2,Subheader,Units 1 and 2,,1
Humanities,Politics,Years 11 and 12,"VCEPOU1AS1,VCEPOU1AS2,VCEPOU2AS1,VCEPOU2AS2",VCEPO12OVLA02,Levels of achievement,Units 1 and 2,Paragraph,"Procedures for the assessment of levels of achievement in Units 1 and 2 are a matter for school decision. Assessment of levels of achievement for these units will not be reported to the VCAA. Schools may choose to report levels of achievement using grades, descriptive statements or other indicators.",,2
Humanities,Politics,Years 11 and 12,"VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVLA03,Levels of achievement,Units 3 and 4,Subheader,Units 3 and 4,,3
Humanities,Politics,Years 11 and 12,"VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVLA04,Levels of achievement,Units 3 and 4,Paragraph,"The VCAA specifies the assessment procedures for students undertaking scored assessment in Units 3
and 4. Designated assessment tasks are provided in the details for each unit in VCE study designs.",,4
Humanities,Politics,Years 11 and 12,"VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVLA05,Levels of achievement,,Paragraph,"The student's level of achievement in Units 3 and 4 will be determined by School-assessed Coursework (SAC) as specified in the VCE study design, and external assessment.",,5
Humanities,Politics,Years 11 and 12,"VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVLA06,Levels of achievement,,Paragraph,"The VCAA will report the student's level of achievement on each assessment component as a grade from A+ to E or UG (ungraded). To receive a study score, the student must achieve two or more graded assessments in the study and receive an S for both Units 3 and 4. The study score is reported on a scale of 0-50; it is a measure of how well the student performed in relation to all others who completed the study. Teachers should refer to the current VCE Administrative Handbook for details on graded assessment and calculation of the study score.",https://www.vcaa.vic.edu.au/administration/vce-vcal-handbook/Pages/index.aspx,6
Humanities,Politics,Years 11 and 12,"VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVLA07,Levels of achievement,,Paragraph,Percentage contributions to the study score in VCE Politics are:,,7
Humanities,Politics,Years 11 and 12,"VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVLA08,Levels of achievement,,Bullet,Unit 3 School-assessed Coursework: 25 per cent,,8
Humanities,Politics,Years 11 and 12,"VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVLA09,Levels of achievement,,Bullet,Unit 4 School-assessed Coursework: 25 per cent,,9
Humanities,Politics,Years 11 and 12,"VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVLA10,Levels of achievement,,Bullet,End-of-year examination: 50 per cent.,,10
Humanities,Politics,Years 11 and 12,"VCEPOU3AS1,VCEPOU3AS2,VCEPOU4AS1,VCEPOU4AS2",VCEPO12OVLA11,Levels of achievement,,Paragraph,Details of the assessment program are described in the sections on Units 3 and 4 in this study design.,,11
