SubjectArea,Subject,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,SectionCode,SectionHeader,SectionHeaderDescription,SectionHeaderContent,ReportCoverage,Sequence
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students needed to:,,15
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,demonstrate an understanding of the sociological imagination as conceived of by Charles Wright Mills as 'an awareness of the relationship between personal experience and wider society ... emphasis[ing] the importance of seeing the connections between social structures or public issues and individual experience or personal troubles' (Sociology Study Design),,16
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,demonstrate an understanding of public awareness (knowledge and understanding),,17
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,apply the sociological imagination to Representations 1a and 1b.,,18
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response that has effectively connected their evidence to Mills' concept of the sociological imagination:,,19
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"In representation 1a, it shows that Indigenous Australians have suffered ""two centuries of dispossession and abuse"". The sociological imagination helps us to understand that this is due to social structures such as the Australian governments incessant attempts to absorb Australian indigenous cultures into the dominant Anglo Celtic culture and thus led to the personal experiences of first nations individuals experiencing abuse and feeling disconnected from country.",,20
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"In representation 1b, CW mills sociological imagination can show awareness (knowledge and understanding) of the experiences of Australian indigenous people as it can help to emphasise how the social structures of the Australian government and how European colonisers took the land for the British crown led to the personal experience of the Wurundjeri people feeling displaced.",,21
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 3,,22
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,This question required students to present a balanced argument about why people may have different views (opinions and stereotypes) on reconciliation. Within this discussion students needed to demonstrate an example of both practical reconciliation (addressing inequalities between Indigenous and non-Indigenous Australians) and symbolic reconciliation (recognising historical injustices).,,23
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Discussions about the student's case study into initiatives to increase awareness of Australian Indigenous cultures, including the Change the Date campaign, did not allow students to sufficiently address the demands of the question.",,24
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students needed to:,,25
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,demonstrate an understanding of the process of reconciliation (actions that have been executed to address the healing of Indigenous Australians),,26
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,provide an explanation of both practical and symbolic reconciliation with appropriate examples,,27
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,provide a discussion on how/why views (opinions and stereotypes) on reconciliation may differ,,28
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,synthesise a range of relevant evidence/sources to draw conclusions.,,29
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Higher-scoring responses:,,30
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,discussed the impact of reconciliation on awareness (knowledge and understanding) of Australian Indigenous Peoples and how this in turn positively influenced views (views and opinions),,31
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"included evidence to support their discussion from news articles, documentaries, podcasts and ABS statistical data",,32
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,used qualifying language when explicit evidence of impact on views was not available.,,33
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Teachers are reminded that students need to be able to discuss the process of reconciliation and not just provide examples of practical and symbolic reconciliation.,,34
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"The following are examples of high-scoring responses that have provided an effective discussion on why opinions on reconciliation may differ, supported with sourced evidence:",,35
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"However, other individuals criticised this as performative, with Indigenous woman Jacinta Price criticising such approaches by white politicians as 'overly paternal' (Jacinta Princes official website). Similarly, despite Rudd's request to 'move forward to the future' Gunnai, Gndjitmara and Djab Warrung woman Lidia Thorpe has stated that 'until we receive treaty' Australians won't be able to 'look forward to a future where we will all be equal' (ABC, 2025).",,36
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"This is a form of practical reconciliation that is viewed as beneficial by the Federal government and elected members of the Labor party. Although, Karen Mundian, the CEO of Reconciliation Australia, critiques that not enough is being done, in that the lawmakers adopt a ""we know best attitude that disregards advice"" from Indigenous people (Reconciliation Australia, 2024)...Many Australians view this gesture of apologising as effective in improving the relationship between Indigenous people and non-Indigenous people. Although, this apology has also been criticized as tokenistic and also hypocritical since it coincided with the intervention (2007-2012) which suppressed Indigenous culture. This emphasises conflicting views and how reconciliation is a process which isn't always done right.",,37
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 4a.,,38
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"This question required students to demonstrate an understanding of material culture (tangible aspects of culture) and identify an appropriate example from the representation. Students generally responded well to this question. Stronger responses were able to identify specific examples of material culture such as 'pierogi', 'traditional flavours and ingredients (Polish mountain cheese)' or 'sauerkraut'.",,39
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students needed to:,,40
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,demonstrate an understanding of material culture (tangible aspects of culture),,41
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,identify an appropriate example from the representation.,,42
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response:,,43
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"One example of material culture is the ""perogi ruski"" (Representation 2), which is a type of food unique to Polish culture. Given that material culture is the objects and physical things created by members of a culture, this Polish food classifies as a physical thing created by the culture.",,44
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 4b.,,45
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,This question required students to explain how the Polish traditions used by 'Eat Pierogi Make Love' create a sense of belonging for the Polish community. Higher-scoring responses were able to identify Polish traditions in the article and explain how the traditions they had identified could create a sense of belonging for the Polish community.,,46
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Many students mistakenly discussed how the 'Eat Pierogi Make Love' restaurant would allow the Polish community to have an increased sense of belonging as it will educate the broader Australian community about their culture. While this may be true, students did not link specifically to traditions as specified by the question.",,47
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Many students defined community in this question, which was not a requirement. Teachers are encouraged to work with students to help identify the key ideas in a question. They're also encouraged to ensure that students know the difference between belonging (emotional experience of feeling secure and supported within a group) and inclusion (groups having resources, opportunities and capabilities to learn, work, engage and have a voice in society) as some students confused these concepts in their responses.",,48
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students were required to:,,49
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,demonstrate an understanding of belonging (emotional experience of feeling secure and supported with a group),,50
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,identify examples of traditions in the representation,,51
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,explain how the traditions identified could create a sense of belonging for the Polish community.,,52
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response that has effectively connected Polish traditions to a sense of belonging:,,53
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Eat Pierogi Make Love uses Polish traditions such as the ""Eat Polska Sunday Sessions"" which is a ""Polish family Meal tradition"" to create a sense of belonging for the Polish community. This Sunday session can create a sense of belonging for the Polish community by allowing those who are Polish to feel accepted and included within Melbourne...for it to be celebrated in the restaurant.",,54
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 5,,55
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,This question required students to explain Stuart Hall's theory of cultural hybridity and its connection to experiences (positive or negative) of ethnicity in the representation.,,56
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Many students were able to show an understanding of Hall's theory of cultural hybridity, when individuals develop connections across cultural groups to form a blended ethnic identity; however, when connecting this to the experience of ethnicity, many students' explanations referred to feelings of belonging instead.",,57
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students were required to:,,58
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,demonstrate an understanding of Hall's theory of hybridity,,59
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,connect cultural hybridity to the experience (positive or negative) of ethnicity,,60
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,identify examples of cultural hybridity from the representation.,,61
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response that has effectively applied Hall's concept of cultural hybridity to the representation:,,62
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Stuart Hall's theory of cultural hybridity is a theory that seeks to encapsulate the sense of diversity seen in individuals who identify with two or more cultural origins. The experience of ethnicity is how individuals feel about, or perceive, their circumstances as a member of a particular ethnic group. Cultural hybridity can been seen in the restaurant's marriage of the ""pierogi"", a material culture for Polish people, with a ""vegan offering"", which combines a traditionally Western diet. This example of cultural hybridity helps create a positive experience of ethnicity.",,63
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 6,,64
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"This question required students to provide a detailed description of a specific ethnic group, including how the group identifies itself. Stronger responses provided specific details about the ethnic group, including material culture, non-material culture, cultural practices, shared history or experience of their chosen group, rather than broad references to food or clothing etc. Students were also required to provide an analysis of the impact of the media on their selected ethnic group's experience in Australia's multicultural society.",,65
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students needed to:,,66
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,provide a detailed description of one ethnic group including how the group identifies itself,,67
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,provide a contention about the role of the media on the group's experience,,68
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,analyse the impact of the media on the group's experience,,69
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,provide a discussion on how/why the views (opinions and stereotypes) on reconciliation may differ,,70
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,synthesise a range of relevant evidence/sources to draw conclusions.,,71
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Higher-scoring responses:,,72
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,drew on primary and secondary evidence from their case study to draw conclusions about the media's influence on the experiences of Australia's multicultural society,,73
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,drew on contemporary examples to support their analysis,,74
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,connected their evidence to the experience of community,,75
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,used specific examples.,,76
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response that provided a detailed description of their chosen ethnic group:,,77
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Chinese Australians are an ethnic group in Australian society....Chinese Australians take part in many important cultural practices and traditions, such as holidays like Lunar New Year, traditional Chinese medicine and norms like filial piety (respecting elders). These practices take place in their personal lives and are facilitated by organisations such as the Chinese Youth League of Australia.",,78
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response that has effectively used primary and secondary sources to support their analysis:,,79
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,...'who gets to tell Australian stories' report (Screen Australia 2021) identified only 6% of on-screen TV appearances as non-European despite them making up 25% of the Australian population. Another survey participant stated how a lack of Iranian representation made her feel 'disconnected from' her culture and 'not good enough' thus not reflecting Australia's multicultural society and leading to less positive experiences of belonging and inclusion for making Iranian Australians feel they 'don't fit.',,80
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 7,,81
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"This question required students to describe two components of ethical methodology and explain how these would be applied when conducting sociological research. Students were generally able to describe two elements of ethical methodology, but many did not provide an explanation of how these would be applied. Many students mistakenly combined the methodologies of privacy and confidentiality of data although these are two separate methodologies  ̶  privacy (the methods used to protect the identity of participants, e.g.  pseudonyms) and confidentiality of data (means of protecting data gathered from researchers and storing it carefully and securely, e.g. in a password protected document).",,82
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students needed to:,,83
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,describe two ethical methodologies,,84
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,explain how each ethical methodology could be implemented in sociological research.,,85
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response that explained how ethical methodologies could be implemented:,,86
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Confidentiality of data refers to the protection and safe storage of collected research data from participants. This can be achieved by electronic password protection, destruction of data after collection or ensuring that multiple copies are not shared.",,87
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Privacy refers to the protection of personal information obtained from research participants, such as name and addresses. This can be achieved via the use of pseudonyms when reporting findings (e.g. 'participant 1').",,88
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 8,,89
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"This question required students to identify one economic and one social factor from the representation and suggest how these might influence the experience of the community in Camden. Higher-scoring responses explicitly stated which factor was economic and which was social, and were able to elaborate on their suggested influence to provide justifications for their suggestions.",,90
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Students are reminded to pay attention to the limiting terms in questions, as additional factors identified could not be awarded marks.",,91
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students needed to:,,92
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,identify one social and one economic factor from the representation,,93
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,suggest the impact of the identified factors on the community,,94
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,justify their suggestions.,,95
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response that has effectively justified the student's suggestion:,,96
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"One economic factor, as indicated in Representation 3, is the ""struggle of stiff competition"" for community members due to the proximity of ""large-scale shopping centres"". This affected the experience of community...by making it more difficult for business owners within the community of Camden to sustain themselves. This may lead to business closures and a struggling economy, which will worsen the quality of life, and, subsequently the experience of community.",,97
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 9,,98
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"This question required students to examine how the concept of community has changed over time, drawing on the theories of Ferdinand Tönnies and Michel Maffesoli. Students were also required to use illustrative examples to demonstrate these changes.",,99
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Teachers are reminded to use the study design's definition of community when teaching 'community as a group of people who share social relationships through being geographically close to each other and/or being in regular contact with each other, and through having similarities such as mutual interests and/or shared ideology'.",,100
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students needed to:,,101
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,provide a definition of community,,102
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,examine the change in the concept of community with reference to Tönnies's theory and contributing factors,,103
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,examine the change in the concept of community with reference to Maffesoli's theory and contributing factors,,104
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,draw on illustrative examples to support their examination.,,105
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Higher-scoring responses:,,106
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,examined the factors that lead to the change in the concept of community (e.g. the industrial revolution or the digital revolution),,107
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,provided a detailed description of both Tönnies's and Maffesoli's theories,,108
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,were able to connect Tönnies's and Maffesoli's theories back to the concept of community,,109
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,provided clear examples for the different types of community and explained how they represented these communities.,,110
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following are examples of two high-scoring responses that provided strong examinations of the causes of the change to the concept of community.,,111
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"However, as the industrial revolution came into play, society shifted from agrarian to manufacturing, in which the countryside was not the only one that produced goods and food but that city centres became places of mass production. As such, many moved from their close-knit relations to cities, which is known as the process of urbanisation. In this move, community went from close-knit like the Adass community holding homogenous views about aspect of the like to gesellschaft; society such as the Endeavor Hills community that displayed a lack of close knit relations, instead forming contractual relations based on mutual benefit for the two parties.",,112
