SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,Develop a digital timeline of key events between the First Babylonian Dynasty and the sacking of Babylon in 1595 BCE. The timeline has numbered columns that correspond to each event. Each event should then be annotated with an assessment of its historical significance and relevant historical evidence.,,,,4
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,Read the letters between Shamshi-Adad I and his sons and write a paragraph evaluating the evidence the correspondence reveals about the political features of Assyria.,,,,5
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,Create a series of memes that depicts the correspondence between Shamshi-Adad and each of his sons. Consider how he addresses each son differently.,,,,6
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,Write a paragraph as an extended response explaining the causes and consequences of the sacking of Babylon. Hold a class discussion using the responses to support arguments and then review and revise the paragraphs to incorporate new evidence.,,,,7
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,"Investigate the material remains of Mari by creating a table with columns labelled: social, political, economic, cultural. Summarise findings in the relevant column. Write a brief evaluation of the significance of the remains of Mari as a source for evidence.",,,,8
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,"Create a biographical poster of either Assurnasirpal II or Tiglath-pileser III, outlining the political changes that occurred during their reigns. Present posters to the class and/or display them in classroom.",,,,9
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,"Develop a detailed timeline, in table format, listing key events in the rise and fall of the Assyrian Empire. Place them in columns labelled: social, political and economic. Annotate the timeline to highlight features of society that changed or stayed the same.",,,,10
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,"Speak like an expert task: students record themselves presenting (as a historian would) on how the features of society changed or stayed the same in Assyria. The presentation could address a range of topics, such as the political changes during the reigns of Assurnasirpal II and Tiglath-Pileser III.",,,,11
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,Create a Venn diagram that compares the political changes during the reigns of Assurnasirpal II and Tiglath-Pileser III. Evaluate which king had the most significant impact on Assyrian political structures.,,,,12
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,"Create a Twitter feed from the perspective of a historical individual, such as Assurnasirpal II or Tiglath-Pileser III. Use only 280 characters per tweet to capture the thinking of the chosen individual. Teachers could assign students key individuals from the study design.",,,,13
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,"Create a plan of the archaeological site of Nineveh, making sure to label the following: geographical location, architectural features, Palaces of Ashurnasirpal II, rebuilding and architectural expansion under Sennacherib, temples of Nabu and Ishtar, irrigation, aqueducts, Royal Library of Ashurbanipal, gardens, gates and walls. Annotate the plan with explanations of roles and features in the social and political life of Nineveh.",,,,14
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,Create an online exhibition illustrating features of Assyrian reliefs that communicate the power of the kings in Assyria.,,,,15
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,"Construct research questions about the cause and consequences of the demise of Assyrian Empire. In groups, identify sources of evidence that enable the answers to these questions, using historical evidence and historians' interpretations",,,,16
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,Activity,Bullet,"Create a multimedia presentation, such as Prezi, on one of the following: education, palace architecture, astronomy, measurement of time, medicine. Explain how the features either changed or stayed the same.",,,,17
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KS,Activity,Bullet,Discuss the Law Code of Hammurabi. Evaluate the importance of social status in the Law Code and the wider historical significance of the code.,,,,18
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KS,DetailedExample,Paragraph,Discuss and evaluate the Law Code of Hammurabi,,,,19
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,DetailedExampleStep,Paragraph,Source material:,,,,20
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,DetailedExampleStep,Paragraph,Background information and text of the Law Code of Hammurabi.,,,,21
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,DetailedExampleStep,Paragraph,"Photograph of the basalt stele of the Law Code of Hammurabi and background information (The Louvre, Paris)",,,,22
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,DetailedExampleStep,Paragraph,Students complete the following activities:,,,,23
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,DetailedExampleStep,Bullet,"Working in groups of two or three, each group is allocated ten to fifteen laws from different sections of the Law Code.",,,,24
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,DetailedExampleStep,Bullet,Each group reviews their allocated laws and evaluates the significance of social status in the laws. The results of this interpretation of the historical source can be summarised by annotating the allocated laws.,,,,25
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,DetailedExampleStep,Bullet,"Groups then consider the implication of Law 196: 'If a man put out the eye of another man, his eye shall be put out.' [An eye for an eye.]",,,,26
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,DetailedExampleStep,Bullet,"Based on the laws examined and consideration of Law 196, students discuss, as a class, whether the Law Code Stele illustrated equality before the law.",,,,27
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,DetailedExampleStep,Bullet,Use the discussion to create a Discussion Web.,,,,28
Humanities,History,Year 11,Unit 1,VCEHIU1AS2,Area of Study 2 - Social and cultural change,Outcome 2,VCEHIU1AS2O2KK,DetailedExampleStep,Bullet,"Drawing on the background material and wider reading, individually write an extended paragraph evaluating the importance of social status in the Law Code of Hammurabi and the wider historical significance of the code.",,,,29
Humanities,History,Year 11,Unit 2,VCEHIU2,,,,,UnitHeading,Unit 2: Ancient Egypt,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2,,,,,UnitHeading,Unit 2: Early China,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,"Area of Study 1 - Causes, course and consequences of the Cold War",Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,"Area of Study 1 - Causes, course and consequences of the Cold War",Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,"Area of Study 1 - Causes, course and consequences of the Cold War",Outcome 1,,,OutcomeDescription,Explain the features of the Old Kingdom Egypt and the First Intermediate Period and analyse the distribution and expression of power.,,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,"Area of Study 1 - Causes, course and consequences of the Cold War",Outcome 1,,,OutcomeDescription,Explain the features of civilisation in early China and analyse how these features developed and changed.,,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeDescription,"Analyse the features of an ancient society and evaluate how these features developed, interacted and changed.",,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeDescription,"Analyse the features of an ancient society and evaluate how these features developed, interacted and changed.",,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeDescription,"Analyse the features of an ancient society and evaluate how these features developed, interacted and changed.",,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeDescription,"Analyse the foundations of continuity and change in Australia, and evaluate the contribution of significant events, ideas, perspectives and experiences to continuity and change.",,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeDescription,"Analyse the foundations of continuity and change in Australia, and evaluate the contribution of significant events, ideas, perspectives and experiences to continuity and change.",,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeDescription,"Analyse the foundations of continuity and change in Australia, and evaluate the contribution of significant events, ideas, perspectives and experiences to continuity and change.",,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeDescription,"Analyse the foundations of continuity and change in Australia, and evaluate the contribution of significant events, ideas, perspectives and experiences to continuity and change.",,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeDescription,"Analyse the causes of revolution, and evaluate the contribution of significant events, ideas, individuals and popular movements.",,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeDescription,"Analyse the causes of revolution, and evaluate the contribution of significant events, ideas, individuals and popular movements.",,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeDescription,"Analyse the causes of revolution, and evaluate the contribution of significant events, ideas, individuals and popular movements.",,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,OutcomeDescription,"Analyse the causes of revolution, and evaluate the contribution of significant events, ideas, individuals and popular movements.",,,,2
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,"Area of Study 1 - Causes, course and consequences of the Cold War",Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,"Area of Study 1 - Causes, course and consequences of the Cold War",Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,VCEHIU2AS1O1KK,Activity,Paragraph,Examples of learning activities: Ancient Egypt (1550-1069 BCE),,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,VCEHIU2AS1O1KK,Activity,Paragraph,Examples of learning activities: Ancient Greece (800-454 BCE),,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,VCEHIU2AS1O1KK,Activity,Paragraph,Examples of learning activities: Ancient Rome (c.753-146 BCE),,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,"Area of Study 1 - Causes, course and consequences of the Cold War",Outcome 1,VCEHIU2AS1O1KK,Activity,Bullet,"Build a shared glossary of key terms and features of Ancient Egypt. Format the glossary as a table so that it can be easily maintained. One student in each lesson is appointed to update the glossary, which can be used as the basis of a range of classroom activities; such as spelling tests to increase familiarity with unusual words and names, and matching games to test understanding of terms.",,,,4
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,"Area of Study 1 - Causes, course and consequences of the Cold War",Outcome 1,VCEHIU2AS1O1KS,Activity,Bullet,Discuss the concept of 'Early China' or 'Ancient China': To what does it refer? Is it a useful reference for historical analysis?,,,,4
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,VCEHIU2AS1O1KK,Activity,Bullet,Create a booklet (either hard copy or electronic format) that includes:,,,,4
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,VCEHIU2AS1O1KK,Activity,Bullet,Create a map illustrating the geographical features of Ancient Greece and colonies in the Mediterranean. The map should label physical features and key city-states. Make sure to label Sparta and Athens. Look at the geographical features of where the city-states are and write a description explaining how the geography may have influenced the political organisation of Ancient Greek society.,,,,4
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,VCEHIU2AS1O1KK,Activity,Bullet,"Develop a digital annotated timeline that identifies important events for Rome between 753 and 146 BCE. Highlight the social, political and economic developments in different colours. Find sources where possible to link with events or developments.",,,,4
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,VCEHIU2AS1O1KK,Activity,Bullet,"Create a concept map that explains the ways in which Aboriginal peoples managed the land prior to colonisation. List some examples of similar and different practices of land management of Aboriginal and Torres Strait Islander peoples in different parts of Australia, including Victoria. Share with a partner and analyse different Aboriginal and Torres Strait Islander peoples' perspectives regarding land.",,,,4
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,VCEHIU2AS1O1KK,Activity,Bullet,"Using historical sources, construct a table that compares the social, political, economic and religious conditions in Great Britain England, Scotland and Wales, and Ireland during the nineteenth century. Identify the common and changing patterns of migration and push/pull factors that may have influenced people's decisions to emigrate to other parts of the world, including Australia, during the nineteenth century. Useful sources are included in Richard Broome's The Colonial Experience, 4th edn, 'Investigation Two: Evaluating European Ideas of Land and Emigration'.",,,,4
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,VCEHIU2AS1O1KK,Activity,Bullet,"Create profiles of Aboriginal and Torres Strait Islander peoples who responded to early European colonisation between 1788 and 1913. Use a source such as the SBS documentary, 'First Australians', episode 1: 'They have come to stay'. Profiles could include Aboriginal individuals such as Bennelong, Pemulwuy and Windradyne.",,,,4
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,VCEHIU2AS1O1KK,Activity,Bullet,"Create a list of significant events for the period 1909-1950 in a random chronological order. In groups, speculate on the correct chronological order, making connections between events and elaborating by using any prior knowledge. Provide historical sources to confirm the chronology and create annotated notes for each event to create an annotated timeline for the outcome.",,,,4
Humanities,History,Year 11,Unit 2,VCEHIU2AS1,,Outcome 1,VCEHIU2AS1O1KK,Activity,Bullet,"Develop a synonym table to unpack a key substantive concept, such as colonialism. Use as many identified synonyms as possible in constructing a written explanation of the concept.",,,,4
