SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVAI04,Aims,,Bullet,Analyse the institutions that make laws and understand the way in which individuals can engage in and influence law reform,,4
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVAI05,Aims,,Bullet,"Understand legal rights and responsibilities, and the effectiveness of the protection of rights in Australia",,5
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVAI06,Aims,,Bullet,Analyse the methods and institutions that determine criminal cases and resolve civil disputes,,6
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVAI07,Aims,,Bullet,Examine the ability of features of the criminal and civil justice systems to achieve the principles of justice.,,7
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVST01,Structure,,Paragraph,The study is made up of four units.,,1
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVST02,Structure,,Bullet,Unit 1: The presumption of innocence,,2
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVST03,Structure,,Bullet,Unit 2: Wrongs and rights,,3
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVST04,Structure,,Bullet,Unit 3: Rights and justice,,4
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVST05,Structure,,Bullet,"Unit 4: The people, the law and reform",,5
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVST06,Structure,,Paragraph,Each unit deals with specific content contained in the areas of study and is designed to enable students to achieve a set of outcomes for that unit. Each outcome is described in terms of key knowledge and key skills.,,6
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU2AS1,VCELSU2AS2",VCELS12OVLA01,Levels of achievement,Units 1 and 2,Subheader,Units 1 and 2,,1
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU2AS1,VCELSU2AS2",VCELS12OVLA02,Levels of achievement,Units 1 and 2,Paragraph,"Procedures for the assessment of levels of achievement in Units 1 and 2 are a matter for school decision. Assessment of levels of achievement for these units will not be reported to the VCAA. Schools may choose to report levels of achievement using grades, descriptive statements or other indicators.",,2
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVLA03,Levels of achievement,Units 3 and 4,Subheader,Units 3 and 4,,3
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVLA04,Levels of achievement,Units 3 and 4,Paragraph,The VCAA specifies the assessment procedures for students undertaking scored assessment in Units 3 and 4. Designated assessment tasks are provided in the details for each unit in VCE study designs.,,4
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVLA05,Levels of achievement,,Paragraph,"The student's level of achievement in Units 3 and 4 will be determined by School-assessed Coursework (SAC) as specified in the VCE study design, and external assessment.",,5
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVLA06,Levels of achievement,,Paragraph,The VCAA will report the student's level of achievement on each assessment component as a grade from A+ to E or UG (ungraded). To receive a study score the student must achieve two or more graded assessments in the study and receive an S for both Units 3 and 4. The study score is reported on a scale of 0-50; it is a measure of how well the student performed in relation to all others who completed the study. Teachers should refer to the current VCE Administrative Handbook for details on graded assessment and calculation of the study score. Percentage contributions to the study score in VCE Legal Studies are as follows:,https://www.vcaa.vic.edu.au/administration/vce-vcal-handbook/Pages/index.aspx,6
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVLA07,Levels of achievement,,Bullet,Unit 3 School-assessed Coursework: 25 per cent,,7
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVLA08,Levels of achievement,,Bullet,Unit 4 School-assessed Coursework: 25 per cent,,8
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVLA09,Levels of achievement,,Bullet,End-of-year examination: 50 per cent.,,9
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVLA10,Levels of achievement,,Paragraph,Details of the assessment program are described in the sections on Units 3 and 4 in this study design.,,10
