SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVAI06,Aims,,Bullet,"Develop a range of skills, including the use of geospatial technologies, to assist in analysing information and making informed judgments and decisions about geographic challenges",,6
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVAI07,Aims,,Bullet,"Understand the importance of VCE Geography in analysing issues and challenges to human welfare and the environment, at a range of scales",,7
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVAI08,Aims,,Bullet,Develop an understanding of the role and application of VCE Geography in the planning and management of human welfare and the environment.,,8
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVST01,Structure,,Paragraph,The study is made up of four units:,,1
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVST02,Structure,,Bullet,Unit 1: Hazards and disasters,,2
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVST03,Structure,,Bullet,Unit 2: Tourism: issues and challenges,,3
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVST04,Structure,,Bullet,Unit 3: Changing the land,,4
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVST05,Structure,,Bullet,Unit 4: Human population: trends and issues,,5
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVST06,Structure,,Paragraph,Each unit deals with specific content contained in areas of study and is designed to enable students to achieve a set of outcomes for that unit. Each outcome is described in terms of key knowledge and key skills.,,6
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2",VCEGE12OVLA01,Levels of achievement,Units 1 and 2,Subheader,Units 1 and 2,,1
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2",VCEGE12OVLA02,Levels of achievement,Units 1 and 2,Paragraph,"Procedures for the assessment of levels of achievement in Units 1 and 2 are a matter for school decision. Assessment of levels of achievement for these units will not be reported to the VCAA. Schools may choose to report levels of achievement using grades, descriptive statements or other indicators.",,2
Humanities,Geography,Years 11 and 12,"VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVLA03,Levels of achievement,Units 3 and 4,Subheader,Units 3 and 4,,3
Humanities,Geography,Years 11 and 12,"VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVLA04,Levels of achievement,Units 3 and 4,Paragraph,The VCAA specifies the assessment procedures for students undertaking scored assessment in Units 3 and 4. Designated assessment tasks are provided in the details for each unit in the VCE study designs.,,4
Humanities,Geography,Years 11 and 12,"VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVLA05,Levels of achievement,,Paragraph,"The student's level of achievement in Units 3 and 4 will be determined by School-assessed Coursework (SACs) as specified in the VCE study design, and external assessment.",,5
Humanities,Geography,Years 11 and 12,"VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVLA06,Levels of achievement,,Paragraph,The VCAA will report the student's level of achievement on each assessment component as a grade from A+ to E or UG (ungraded). To receive a study score the student must achieve two or more graded assessments in the study and receive an S for both Units 3 and 4. The study score is reported on a scale of 0-50; it is a measure of how well the student performed in relation to all others who took the study. Teachers should refer to the current VCE Administrative Handbook for details on graded assessment and calculation of the study score. Percentage contributions to the study score in VCE Geography are as follows:,https://www.vcaa.vic.edu.au/administration/vce-vcal-handbook/Pages/index.aspx,6
Humanities,Geography,Years 11 and 12,"VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVLA07,Levels of achievement,,Bullet,Unit 3 School-assessed Coursework: 25 per cent,,7
Humanities,Geography,Years 11 and 12,"VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVLA08,Levels of achievement,,Bullet,Unit 4 School-assessed Coursework: 25 per cent,,8
Humanities,Geography,Years 11 and 12,"VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVLA09,Levels of achievement,,Bullet,End-of-year examination: 50 per cent.,,9
Humanities,Geography,Years 11 and 12,"VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVLA10,Levels of achievement,,Paragraph,Details of the assessment program are described in the sections on Units 3 and 4 in this study design.,,10
