SubjectArea,Subject,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,StrategyType,ExamQuestion,ResponseSource,Content,Example,Sequence
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB3,VCEBIERBCM,,Question 3a,ExaminerCommentary,Build-up of ethanol being toxic to yeast cells or altering the pH,,33
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB3,VCEBIERBCM,,Question 3a,ExaminerCommentary,The yeast cells already meeting their ATP demands,,34
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB3,VCEBIERBCM,,Question 3a,ExaminerCommentary,"Other limiting factors (e.g. number of yeast cells, amount of coenzyme) prohibiting further breakdown.",,35
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB3,VCEBIERBCM,,Question 3a,ExaminerCommentary,"Many students included factually correct statements related to fermentation, but their response did not address what was being asked in the question.",,36
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB3,VCEBIERBCM,,Question 3b,ExaminerCommentary,Adding oxygen would result in a decrease in ethanol being produced OR no ethanol being produced.,,37
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB3,VCEBIERBCM,,Question 3b,ExaminerCommentary,This would be due to aerobic cellular respiration occurring OR less glucose being available for (anaerobic) fermentation OR because ethanol is only produced by (anaerobic) fermentation.,,38
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB3,VCEBIERBCM,,Question 3b,ExaminerCommentary,"Alternatively, ethanol could have continued to be produced.",,39
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB3,VCEBIERBCM,,Question 3b,ExaminerCommentary,This would be due to (anaerobic) fermentation still occurring in the presence of oxygen.,,40
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB3,VCEBIERBCM,,Question 3b,ExaminerCommentary,"Students should note that even in the presence of oxygen, anaerobic fermentation still occurs. Reference to aerobic fermentation was incorrect because it contradicted the fact that fermentation is an anaerobic process.",,41
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4a,ExaminerCommentary,Explanations of why photosynthesis is considered a biochemical pathway could have included that:,,42
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4a,ExaminerCommentary,The outputs of one reaction are the inputs of the next reaction,,43
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4a,ExaminerCommentary,It involves a series of reactions (light-dependent stage and light-independent stage),,44
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4a,ExaminerCommentary,It involves enzymes (e.g. Rubisco) and/or coenzymes (e.g. ADP/ATP and NADP/NADPH),,45
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4a,ExaminerCommentary,It involves different reactions occurring in different locations (grana / thylakoid membrane and stroma),,46
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4a,ExaminerCommentary,It is regulated by availability of reactants / concentration of products / abiotic factors.,,47
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBLR,LimitedStrategies,Question 4a,ExaminerCommentary,"It was common for students to specifically refer to the various inputs/outputs, stages, locations, enzymes and coenzymes involved in photosynthesis. However, some students provided a more generic response about biochemical pathways, which for this examination could also be awarded full marks.",,48
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4b,ExaminerCommentary,"To support the statement that C4 plants growing next to C3 plants had an advantage, students could have provided any three of the following:",,49
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4b,ExaminerCommentary,"Specific use of data for both plants (e.g. at 400 lux, C3 plant carbon fixation rate is 90 mmol/hr; C4 plant carbon fixation rate is 150 mmol/hr)",,50
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4b,ExaminerCommentary,C4 plants fix more CO2 (at all light intensities) than C3 plants,,51
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4b,ExaminerCommentary,C4 plants fix CO2 at a faster/higher rate than C3 plants,,52
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4b,ExaminerCommentary,C4 plants have increased photosynthesis / growth / glucose production OR decreased photorespiration compared to C3 plants.,,53
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBER,EnhancedStrategies,Question 4b,ExaminerCommentary,"High-scoring responses usually included specific data from the graph and then linked this to increased carbon fixation in C4 plants and explained how this would specifically benefit these plants. Some students incorrectly wrote about C4 plants taking up more CO2, as opposed to fixing more CO2.",,54
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4c,ExaminerCommentary,"Students needed to answer both parts of the question to be awarded full marks. Many students addressed why CO2 fixation plateaued but not why it initially changed as light intensity increased. Some students simply stated that as light intensity increased, CO2 fixation increased, without explaining why or how. Some students incorrectly identified light as a limiting factor to explain why CO2 fixation plateaued.",,55
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4d,ExaminerCommentary,Explanations of how C4 plants are better adapted to reducing photorespiration compared to C3 plants could have included that:,,56
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4d,ExaminerCommentary,C4 plants function better at higher temperatures than C3 plants,,57
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4d,ExaminerCommentary,Rubisco binds less to O2 OR has a higher affinity for CO2 in C4 plants compared to C3 plants,,58
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4d,ExaminerCommentary,CO2 fixation occurs in bundle sheath cells in C4 plants and in mesophyll cells in C3 plants,,59
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4d,ExaminerCommentary,"In C4 plants, CO2 enters the light-independent stage / Calvin cycle with less competition from O2 compared to C3 plants.",,60
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB4,VCEBIERBCM,,Question 4d,ExaminerCommentary,Students were required to make a comparison between C3 and C4 plants to be awarded full marks. A common misconception was that the bundle sheath and the mesophyll were located in different areas within the same cell or within the chloroplast. Some students confused C4 plants with CAM plants and incorrectly wrote about C4 plants closing their stomata during the day to avoid photorespiration.,,61
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5a,ExaminerCommentary,"A response had to have all boxes within the table correct to be awarded the mark. In some cases, for the total nitrogen (%) of the transformed (Hv1) plant, students wrote the incorrect value of 0.6. Students are encouraged to bring a ruler into the examination and use it to read graphs accurately.",,62
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5a,ExaminerCommentary,The change in either chlorophyll or nitrogen in the transformed barley plant could have impacted the plant in the following ways.,,63
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5a,ExaminerCommentary,"Students tended to select the chlorophyll option over nitrogen, and this was easier for them to justify using their biological content knowledge. When discussing nitrogen, many students only discussed the environmental benefit of using less nitrogen fertiliser rather than the impact on the plant if more nitrogen was available. Students needed to be aware that nitrogen is a key component of nucleic acid and protein structure.",,64
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5a,ExaminerCommentary,Note: 'increasing the efficiency of photosynthesis' or 'improving photosynthesis' is not the same as 'increased photosynthesis'.,,65
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5b,ExaminerCommentary,Explanations of why some barley seeds may not have been transformed could have included:,,66
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5b,ExaminerCommentary,Not all seeds/cells incorporated the CRISPR-Cas9,,67
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5b,ExaminerCommentary,The gene may not always be edited OR off-target editing occurred,,68
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5b,ExaminerCommentary,Cas9 did not bind to the PAM sequence OR did not cut the gene,,69
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5b,ExaminerCommentary,Single guide RNA (sgRNA) was not complementary to the target gene OR there was a mutation in the target gene,,70
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5b,ExaminerCommentary,The cell repaired the cut made by Cas9 without inserting the nucleotide.,,71
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5b,ExaminerCommentary,"It was evident that the role of different components in CRISPR-Cas9 in eukaryotic cells was not well understood by students, particularly the roles of sgRNA, Cas9 endonuclease and the PAM site. The term 'transformed' in this question was often confused with the process of 'bacterial transformation' and some students incorrectly referred to plasmids in their responses.",,72
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5c,ExaminerCommentary,The transformed barley plant was Hv1-C.,,73
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5c,ExaminerCommentary,"This is because BstN1 did not cut the DNA of the transformed barley plant, resulting in a larger fragment present in the gel.",,74
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5c,ExaminerCommentary,"Students often repeated information provided in the stem to justify their selection of the transformed barley plant (e.g. BstN1 has no recognition sites for DNA from transformed barley plants). Their justification needed to rely on reference to further biological knowledge, rather than simply stating that the banding pattern in Hv1-C did not match the control. Some students incorrectly stated that the larger fragment was due to an inserted gene in the transformed plant. However, the transformation was due to a nucleotide substitution and therefore the DNA from each plant type was the same length before exposure to BstN1.",,75
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5d,ExaminerCommentary,DNA fragments are separated in gel electrophoresis by:,,76
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5d,ExaminerCommentary,"Size, as smaller DNA fragments move further/faster",,77
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5d,ExaminerCommentary,Movement towards the positive electrode (as DNA is negatively charged).,,78
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB5,VCEBIERBCM,,Question 5d,ExaminerCommentary,"The terms 'anode' and 'cathode', and their respective charges, were often confused by students. Other incorrect responses included that the larger the DNA fragment, the more negative the charge, and that the size of the gel pores decreases further away from the gel wells.",,79
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6a,ExaminerCommentary,"Both trastuzumab and pertuzumab have the same variable regions as they are both complementary to, and therefore bind to, the HER2 receptor.",,80
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6a,ExaminerCommentary,OR,,81
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6a,ExaminerCommentary,"Trastuzumab and pertuzumab bind to the receptor at different sites. Therefore, they are complementary to different sites and have different variable regions to each other.",,82
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6a,ExaminerCommentary,Students were required to refer to both monoclonal antibodies in their responses. A common incorrect response was to state that the trastuzumab variable region bound to the cell membrane and the pertuzumab variable region did not.,,83
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6b,ExaminerCommentary,Identification of two ways in which the monoclonal antibodies could function to help treat a person with HER2-positive breast cancer could have included:,,84
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6b,ExaminerCommentary,Binding to the receptor,,85
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6b,ExaminerCommentary,Blocking the receptor OR preventing cancer cells from dividing/growing OR stopping growth factor being received,,86
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6b,ExaminerCommentary,Carrying chemotherapy drugs / radioactive isotopes to cancer cells,,87
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6b,ExaminerCommentary,Only targeting cancer cells OR reducing side effects by not affecting healthy cells,,88
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6b,ExaminerCommentary,Opsonising/flagging cancer cells (for destruction) OR stimulating immune cells,,89
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6b,ExaminerCommentary,Immobilising/reducing the spread of cancer cells.,,90
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB6,VCEBIERBCM,,Question 6b,ExaminerCommentary,"Some students were only able to identify one way that monoclonal antibodies could function in breast cancer treatment. Students needed to refer specifically to the effect of monoclonal antibodies on cancer cells, not just on cancer.",,91
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7a,ExaminerCommentary,"An action taken may have been vaccination. This would have increased herd immunity by reducing the number of available hosts, thereby limiting the transmission of measles. This would have led to a decrease in the number of reported cases.",,92
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7a,ExaminerCommentary,"Alternatively, other actions that could have been explained included the isolation/quarantine of infected individuals and increasing the education available regarding how measles infections are transmitted. These actions would have led to less transmission of measles, reducing the number of cases.",,93
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7a,ExaminerCommentary,"Wearing masks was not accepted as an appropriate action because the measle particles can stay airborne for many hours and (surgical) masks generally have ineffective filters. Therefore, mask wearing by the general population would not have resulted in such a rapid and prolonged decrease in the number of reported cases of measles.",,94
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7b,ExaminerCommentary,The potential source of the measles infection could have included an infected traveller OR an unvaccinated individual contracting/spreading measles.,,95
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7b,ExaminerCommentary,Two benefits of listing the public locations could have included:,,96
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7b,ExaminerCommentary,Ensuring people avoided the areas,,97
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7b,ExaminerCommentary,Allowing those who visited the locations to monitor for symptoms OR get tested,,98
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7b,ExaminerCommentary,Allowing people to isolate if they suspected they may be infected,,99
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7b,ExaminerCommentary,Encouraging the wearing of (hospital-grade) masks,,100
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7b,ExaminerCommentary,Promoting booster vaccinations.,,101
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7b,ExaminerCommentary,"Simply stating that an individual visited a place where measles was present was not accepted as a potential source of measles. Wearing of (hospital-grade) masks was accepted here, as this action would benefit specific individuals at risk of infection within the affected public locations.",,102
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7c,ExaminerCommentary,Each of the two factors required was awarded one mark. The respective descriptions needed to match the factor identified by students to also be awarded a separate mark each.,,103
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7c,ExaminerCommentary,"Antigenic drift was not accepted as a factor as this involves only gradual changes in the surface antigens, which most commonly results in a slight change to an existing pathogen, rather than the emergence of a new pathogen.",,104
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB7,VCEBIERBCM,,Question 7c,ExaminerCommentary,"Antibiotic resistance was not accepted as this only occurs due to a mutation or modification of the genome for an existing bacterial pathogen, rather than the emergence of a new pathogen.",,105
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB8,VCEBIERBCM,,Question 8a,ExaminerCommentary,Fieldwork OR classification and identification.,,106
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB8,VCEBIERBCM,,Question 8b,ExaminerCommentary,Evidence that suggests the two groups of E. salubris are separate species could have included:,,107
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB8,VCEBIERBCM,,Question 8b,ExaminerCommentary,Different molecular homologies OR different DNA / amino acid sequences,,108
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB8,VCEBIERBCM,,Question 8b,ExaminerCommentary,Different structural morphologies OR different appearance of leaves/trees,,109
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB8,VCEBIERBCM,,Question 8b,ExaminerCommentary,Growth in different soil phosphorus levels,,110
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB8,VCEBIERBCM,,Question 8b,ExaminerCommentary,A lack of interbreeding between the two groups.,,111
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB8,VCEBIERBCM,,Question 8b,ExaminerCommentary,"Students often restated information from the stem of the question without clearly indicating the specific evidence that classified the E. salubris as separate species. For example, 'thinner leaves are only found in soils with high phosphorous levels' did not provide enough evidence as to why the two E. salubris groups were separate species.",,112
Science,Biology,Year 12,Final Exam,Post Exam Report,2024,,VCEBIERB,VCEBI24EQB8,VCEBIERBCM,,Question 8c,ExaminerCommentary,Sympatric (speciation),,113
