SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
Science,Biology,Years 11 and 12,,VCEBI12OVAI05,Aims,,Bullet,"Develop attitudes that include curiosity, open-mindedness, creativity, flexibility, integrity, attention to detail and respect for evidence-based conclusions",,5
Science,Biology,Years 11 and 12,,VCEBI12OVAI06,Aims,,Bullet,"Develop an understanding of the cooperative, cumulative, iterative and interdisciplinary nature of science as a human endeavour, including its possibilities, limitations and sociocultural, economic, political and legal influences and consequences",,6
Science,Biology,Years 11 and 12,,VCEBI12OVAI07,Aims,,Bullet,"Develop a range of individual and collaborative science inquiry skills through a variety of investigation methodologies in the laboratory and field, refining investigations to improve data quality",,7
Science,Biology,Years 11 and 12,,VCEBI12OVAI08,Aims,,Bullet,"Understand the research, ethical and safety guidelines that govern the study and practice of the discipline and apply these guidelines to generate, collate, analyse, critically evaluate and report data",,8
Science,Biology,Years 11 and 12,,VCEBI12OVAI09,Aims,,Bullet,"Analyse and interpret qualitative and quantitative data to provide evidence, recognising patterns, relationships and limitations of data",,9
Science,Biology,Years 11 and 12,,VCEBI12OVAI10,Aims,,Bullet,"Develop an informed and critical perspective, as local and global citizens, on contemporary science-based issues",,10
Science,Biology,Years 11 and 12,,VCEBI12OVAI11,Aims,,Bullet,"Develop knowledge and understanding of key models, concepts, theories and laws of science to explain scientific processes and phenomena, and apply this understanding in familiar and unfamiliar situations, including personal, sociocultural, environmental and technological contexts",,11
Science,Biology,Years 11 and 12,,VCEBI12OVAI12,Aims,,Bullet,"Communicate clearly and accurately an understanding of the discipline using appropriate terminology, conventions and formats.",,12
Science,Biology,Years 11 and 12,,VCEBI12OVST01,Structure,,Paragraph,"The study is made up of four units, structured as a series of curriculum-framing questions that reflect the inquiry nature of the discipline.",,1
Science,Biology,Years 11 and 12,,VCEBI12OVST02,Structure,,Bullet,Unit 1: How do organisms regulate their functions?,,2
Science,Biology,Years 11 and 12,,VCEBI12OVST03,Structure,,Bullet,Unit 2: How does inheritance impact on diversity?,,3
Science,Biology,Years 11 and 12,,VCEBI12OVST04,Structure,,Bullet,Unit 3: How do cells maintain life?,,4
Science,Biology,Years 11 and 12,,VCEBI12OVST05,Structure,,Bullet,Unit 4: How does life change and respond to challenges?,,5
Science,Biology,Years 11 and 12,,VCEBI12OVST06,Structure,,Paragraph,"Each unit deals with specific content contained in areas of study and is designed to enable students to achieve a set of outcomes for that unit. Each outcome is described in terms of
key knowledge and is complemented by a set of key science skills.",,6
Science,Biology,Years 11 and 12,"VCEBIU1AS1,VCEBIU1AS2,VCEBIU2AS1,VCEBIU2AS2",VCEBI12OVLA01,Levels of achievement,Units 1 and 2,Subheader,Units 1 and 2,,1
Science,Biology,Years 11 and 12,"VCEBIU1AS1,VCEBIU1AS2,VCEBIU2AS1,VCEBIU2AS2",VCEBI12OVLA02,Levels of achievement,Units 1 and 2,Paragraph,"Procedures for the assessment of levels of achievement in Units 1 and 2 are a matter for school decision. Assessment of levels of achievement for these units will not be reported to the VCAA. Schools may choose to report levels of achievement using grades, descriptive statements or other indicators.",,2
Science,Biology,Years 11 and 12,"VCEBIU3AS1,VCEBIU3AS2,VCEBIU4AS1,VCEBIU4AS2",VCEBI12OVLA03,Levels of achievement,Units 3 and 4,Subheader,Units 3 and 4,,3
Science,Biology,Years 11 and 12,"VCEBIU3AS1,VCEBIU3AS2,VCEBIU4AS1,VCEBIU4AS2",VCEBI12OVLA04,Levels of achievement,Units 3 and 4,Paragraph,The VCAA specifies the assessment procedures for students undertaking scored assessment in Units 3 and 4. Designated assessment tasks are provided in the details for each unit in VCE study designs.,,4
Science,Biology,Years 11 and 12,"VCEBIU3AS1,VCEBIU3AS2,VCEBIU4AS1,VCEBIU4AS2",VCEBI12OVLA05,Levels of achievement,,Paragraph,"The student's level of achievement in Units 3 and 4 will be determined by School-assessed Coursework (SAC) as specified in the VCE study design, and external assessment.",,5
Science,Biology,Years 11 and 12,"VCEBIU3AS1,VCEBIU3AS2,VCEBIU4AS1,VCEBIU4AS2",VCEBI12OVLA06,Levels of achievement,,Paragraph,The VCAA will report the student's level of achievement on each assessment component as a grade from A+ to E or UG (ungraded). To receive a study score the student must achieve two or more graded assessments in the study and receive an S for both Units 3 and 4. The study score is reported on a scale of 0-50; it is a measure of how well the student performed in relation to all others who completed the study. Teachers should refer to the current VCE Administrative Handbook for details on graded assessment and calculation of the study score. Percentage contributions to the study score in VCE Biology are as follows:,https://www.vcaa.vic.edu.au/administration/vce-vcal-handbook/Pages/index.aspx,6
Science,Biology,Years 11 and 12,"VCEBIU3AS1,VCEBIU3AS2,VCEBIU4AS1,VCEBIU4AS2",VCEBI12OVLA07,Levels of achievement,,Paragraph,Unit 3 School-assessed Coursework: 20 per cent,,7
Science,Biology,Years 11 and 12,"VCEBIU3AS1,VCEBIU3AS2,VCEBIU4AS1,VCEBIU4AS2",VCEBI12OVLA08,Levels of achievement,,Paragraph,Unit 4 School-assessed Coursework: 30 per cent,,8
Science,Biology,Years 11 and 12,"VCEBIU3AS1,VCEBIU3AS2,VCEBIU4AS1,VCEBIU4AS2",VCEBI12OVLA09,Levels of achievement,,Paragraph,End-of-year examination: 50 per cent.,,9
Science,Biology,Years 11 and 12,"VCEBIU3AS1,VCEBIU3AS2,VCEBIU4AS1,VCEBIU4AS2",VCEBI12OVLA10,Levels of achievement,,Paragraph,Details of the assessment program are described in the sections on Units 3 and 4 in this study design.,,10
