SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,ContentCode,ContentType,StreamHeader,ContentHeader,ContentDescription,Elaboration,Sequence
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M29,Descriptor,,Metaphysics,Which has greater authority in questions of personal identity – the first person or a third person account?,,37
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M30,Descriptor,,Metaphysics,What is the relationship between personal identity and moral responsibility?,,38
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M31,Descriptor,,Metaphysics,"Suggested thinkers: John Locke, David Hume, Meredith Michaels, Derek Parfit.",,39
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M32,Descriptor,,Metaphysics,Questions that may be explored in this theme include:,,40
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M33,Descriptor,,Metaphysics,What are the arguments for the existence of God?,,41
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M34,Descriptor,,Metaphysics,To what extent have developments in science and philosophy undermined or reinforced traditional arguments for the existence of God?,,42
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M35,Descriptor,,Metaphysics,Is religious faith different from other kinds of faith?,,43
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M36,Descriptor,,Metaphysics,What can philosophy say about the attributes of God?,,44
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M37,Descriptor,,Metaphysics,"Is the concept of God consistent with traditional theistic beliefs (for example, divine compassion, divine intervention in human life)?",,45
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M38,Descriptor,,Metaphysics,Does the existence of suffering constitute a refutation of the existence of God?,,46
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M39,Descriptor,,Metaphysics,"Suggested thinkers: Saint Anselm, Thomas Aquinas, Blaise Pascal, William Paley, David Hume, Damaris Masham.",,47
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M40,Descriptor,,Metaphysics,Questions that may be explored in this theme include:,,48
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M41,Descriptor,,Metaphysics,Can we be free if there are causes for all our actions?,,49
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M42,Descriptor,,Metaphysics,Do forces beyond our control determine everything we do?,,50
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M43,Descriptor,,Metaphysics,What is indeterminism in nature?,,51
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M43,Elaboration,,Metaphysics,,Does it help us to understand free will?,52
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M44,Descriptor,,Metaphysics,Do theories of compatibilism or soft determinism successfully reconcile freedom and determinism?,,53
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M45,Descriptor,,Metaphysics,How is determinism linked to materialism and freedom to dualism?,,54
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M46,Descriptor,,Metaphysics,"How is freedom linked to notions of agency, responsibility, reward and punishment?",,55
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M47,Descriptor,,Metaphysics,"Suggested thinkers: Daniel Dennett, David Hume, Thomas Reid, Baron D’Holbach, Arthur Schopenhauer, William James, Peter van Inwagen, Peter Strawson, Helen Steward, Elizabeth Anscombe.",,56
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M48,Descriptor,,Metaphysics,Questions that may be explored in this theme include:,,57
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M49,Descriptor,,Metaphysics,What is time?,,58
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M50,Descriptor,,Metaphysics,What is space?,,59
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M51,Descriptor,,Metaphysics,Does it make sense to speak of time and space having a beginning or an end?,,60
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M52,Descriptor,,Metaphysics,In what ways are time and space similar and different?,,61
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M53,Descriptor,,Metaphysics,What paradoxes arise when considering motion through space and the possibility of time travel?,,62
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M54,Descriptor,,Metaphysics,"Suggested thinkers: Zeno of Elea, Aristotle, Saint Augustine, Immanuel Kant, John MacTaggart, Robin Le Poidevin, Richard Taylor.",,63
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M55,Descriptor,,Metaphysics,"On completion of this unit, the student should be able to analyse metaphysical problems and evaluate viewpoints and arguments arising from these and analyse metaphysical problems in relevant contemporary debates.",,64
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,VCEPHU1AS2M56,Descriptor,,Metaphysics,"To achieve this outcome, the student will draw on key knowledge and key skills outlined in Area of Study 2.",,65
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E01,Descriptor,,Epistemology,The word epistemology derives from 2 Ancient Greek words: episteme meaning ‘knowledge’ and logos meaning ‘what is said about something’.,,1
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E01,Elaboration,,Epistemology,,"In the ancient world, episteme was contrasted with doxa meaning ‘belief’, or something falling short of genuine knowledge.",2
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E01,Elaboration,,Epistemology,,This ancient contrast points to one of the basic problems in epistemology: the difference between belief and the certainty associated with knowledge.,3
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E02,Descriptor,,Epistemology,This area of study introduces students to basic epistemological problems through a study of questions associated with selected themes.,,4
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E02,Elaboration,,Epistemology,,"Students also consider philosophical problems in contemporary debates, including the implications of accepting particular views about knowledge; for example, what are the implications for the authority of science from a position that knowledge, belief and truth are relative to different cultures?",5
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E02,Elaboration,,Epistemology,,Does considering this implication lead to a revision of the initial position?,6
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E03,Descriptor,,Epistemology,"Students study at least 2 of the themes listed below, including the first theme ‘On knowledge’ and at least one other theme.",,7
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E03,Elaboration,,Epistemology,,A range of questions for study is to be selected from the list under each theme.,8
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E03,Elaboration,,Epistemology,,Appropriate questions outside the list can also be included for study.,9
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E04,Descriptor,,Epistemology,"For at least one of the themes selected, students must study a minimum of one primary text.",,10
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E04,Elaboration,,Epistemology,,"Suggested thinkers are recommended at the end of each section, from which an appropriate primary text or texts can be selected, or an appropriate thinker outside this list could be studied.",11
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E05,Descriptor,,Epistemology,Questions that may be explored in this theme include:,,12
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E06,Descriptor,,Epistemology,Is justified true belief the same as knowledge?,,13
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E07,Descriptor,,Epistemology,Is certainty necessary for knowledge?,,14
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E08,Descriptor,,Epistemology,What is the difference between knowledge and belief?,,15
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E09,Descriptor,,Epistemology,How might our beliefs be justified?,,16
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E10,Descriptor,,Epistemology,What is truth?,,17
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E11,Descriptor,,Epistemology,"What are the sources of our knowledge in areas such as history, the law, forensics, evolutionary biology and the media?",,18
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E11,Elaboration,,Epistemology,,How reliable are they?,19
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E12,Descriptor,,Epistemology,"Suggested thinkers: Plato, René Descartes, Edmund L Gettier, Simon Blackburn.",,20
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E13,Descriptor,,Epistemology,Questions that may be explored in this theme include:,,21
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E14,Descriptor,,Epistemology,"What are the bases of our knowledge (for example, do they include deductive argument, induction, scientific method, testimony or intuition)?",,22
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E15,Descriptor,,Epistemology,How reliable are bases of knowledge?,,23
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E16,Descriptor,,Epistemology,Should we trust our senses?,,24
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E17,Descriptor,,Epistemology,Is it possible to attain knowledge purely through the senses?,,25
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E18,Descriptor,,Epistemology,Is it possible to attain knowledge through the use of reason alone?,,26
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E19,Descriptor,,Epistemology,Is there any knowledge with which we are born?,,27
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E20,Descriptor,,Epistemology,Is reason superior to experience in giving us knowledge of the world?,,28
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E21,Descriptor,,Epistemology,"What are the differences between rationalism and empiricism, a priori and a posteriori knowledge, and necessary and contingent truths?",,29
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E22,Descriptor,,Epistemology,"Suggested thinkers: René Descartes, John Locke, David Hume, AJ Ayer, Genevieve Lloyd.",,30
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E23,Descriptor,,Epistemology,Questions that may be explored in this theme include:,,31
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E24,Descriptor,,Epistemology,What is the scientific method?,,32
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E25,Descriptor,,Epistemology,"Should the methods of observation, experiment and measurement be trusted?",,33
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E26,Descriptor,,Epistemology,What is the problem of induction?,,34
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E26,Elaboration,,Epistemology,,Can induction be justified?,35
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E27,Descriptor,,Epistemology,What is the reductionist view of scientific knowledge?,,36
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E28,Descriptor,,Epistemology,What is falsificationism?,,37
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E29,Descriptor,,Epistemology,Does science provide an objective account of the world?,,38
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E30,Descriptor,,Epistemology,How does science make progress?,,39
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E31,Descriptor,,Epistemology,"Suggested thinkers: Francis Bacon, David Hume, Karl Popper, Thomas Kuhn, Charles Sanders Peirce.",,40
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E32,Descriptor,,Epistemology,Questions that may be explored in this theme include:,,41
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E33,Descriptor,,Epistemology,"Are knowledge, belief and truth relative to different individuals or cultures?",,42
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E34,Descriptor,,Epistemology,Is truth subjective?,,43
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E35,Descriptor,,Epistemology,Is objective truth possible or attainable by humans?,,44
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E36,Descriptor,,Epistemology,Does mathematics offer a way to obtain truth?,,45
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E37,Descriptor,,Epistemology,Does science offer objective truths?,,46
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E38,Descriptor,,Epistemology,What is the role of emotion in knowledge?,,47
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E39,Descriptor,,Epistemology,What is the role of language in knowledge?,,48
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E40,Descriptor,,Epistemology,"What is the status of knowledge from different sources such as mythology, religion, the arts, sciences or mathematics?",,49
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E40,Elaboration,,Epistemology,,How should we compare such knowledge?,50
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E41,Descriptor,,Epistemology,"Suggested thinkers: William James, Richard Rorty, Martha Nussbaum, Genevieve Lloyd, Michel Foucault, Miranda Fricker.",,51
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E42,Descriptor,,Epistemology,"To achieve this outcome, the student will draw on key knowledge and key skills outlined in Area of Study 3.",,52
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E43,Descriptor,,Epistemology,an essay,,53
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E44,Descriptor,,Epistemology,a written analysis,,54
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E45,Descriptor,,Epistemology,short-answer responses,,55
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,VCEPHU1AS3E46,Descriptor,,Epistemology,a written reflection,,56
