SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,StreamHeader,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,,VCEPHU1AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,Criticisms that can be raised in response to the viewpoints and arguments central to the chosen themes,,1,5
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,,VCEPHU1AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,"The interrelationships between metaphysical problems and relevant contemporary debates, such as punishment, issues of life and death and artificial intelligence.",,1,6
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,,VCEPHU1AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Formulate philosophical questions associated with problems central to the chosen themes,,1,1
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,,VCEPHU1AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Use examples to support philosophical discussions,,1,2
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,,VCEPHU1AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Identify and describe key philosophical concepts associated with the chosen themes,,1,3
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,,VCEPHU1AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Evaluate philosophical viewpoints and arguments associated with the chosen themes and as presented in at least one primary philosophical text,,1,4
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,,VCEPHU1AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Evaluate viewpoints and arguments associated with the chosen themes,,1,5
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,,VCEPHU1AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Develop perspectives on philosophical questions associated with the chosen themes,,1,6
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,,VCEPHU1AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Reflect critically on perspectives,,1,7
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,,VCEPHU1AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Explain the interplay between relevant contemporary debates and viewpoints and arguments relating to metaphysical problems,,1,8
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS2,,Area of Study 2 - Metaphysics,,VCEPHU1AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Formulate and defend philosophical positions on metaphysical questions using precise language.,,1,9
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,Debates and philosophical questions that arise from exploration of the theme 'On knowledge' and at least one other epistemological theme listed above,,1,1
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,The meaning of key terms and concepts associated with the chosen themes,,1,2
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,Viewpoints and arguments central to the chosen themes in general,,1,3
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,Central viewpoints and arguments associated with the chosen themes as represented in at least one primary text,,1,4
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,Criticisms that can be raised in response to the viewpoints and arguments central to the chosen themes,,1,5
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,"The interrelationships between epistemological problems and relevant contemporary debates such as the authority of science, the weight of legal evidence or truth in the media.",,1,6
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Formulate philosophical questions associated with the problems central to the chosen themes,,1,1
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Use examples to support philosophical discussions,,1,2
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Identify and describe key philosophical concepts associated with the chosen themes,,1,3
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Evaluate philosophical viewpoints and arguments associated with the chosen themes and as presented in at least one primary philosophical text,,1,4
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Evaluate viewpoints and arguments associated with the chosen themes,,1,5
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Develop perspectives on philosophical questions associated with the chosen themes,,1,6
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Reflect critically on perspectives,,1,7
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Explain the interplay between relevant contemporary debates and viewpoints and arguments relating to epistemological problems,,1,8
Humanities,Philosophy,Year 11,Unit 1,VCEPHU1AS3,,Area of Study 3 - Epistemology,,VCEPHU1AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Formulate and defend philosophical positions on epistemological questions using precise language.,,1,9
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,Debates and questions that arise from exploration of at least 2 of the ethical and moral themes listed above,,1,1
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,The meaning of key terms and concepts associated with the chosen themes,,1,2
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,"Concepts, viewpoints and arguments central to the chosen themes in general",,1,3
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,Central viewpoints and arguments associated with the chosen themes as represented in at least one primary text,,1,4
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,Criticisms that can be raised in response to the viewpoints and arguments central to the chosen themes,,1,5
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,The interrelationships between ethical and moral problems associated with the chosen themes and relevant contemporary debates,,1,6
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Formulate philosophical questions associated with the problems central to the chosen themes,,1,1
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Use examples to support philosophical discussions,,1,2
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Identify and describe key philosophical concepts associated with the chosen themes,,1,3
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Evaluate philosophical viewpoints and arguments associated with the chosen themes and as presented in at least one primary philosophy text,,1,4
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Evaluate viewpoints and arguments associated with the chosen themes,,1,5
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Develop perspectives on philosophical questions associated with the chosen themes,,1,6
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Reflect critically on perspectives,,1,7
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Explain the interplay between relevant contemporary debates and viewpoints and arguments relating to the chosen themes,,1,8
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS1,,Area of Study 1 - Ethics and moral philosophy,,VCEPHU2AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Formulate and defend philosophical positions on ethical and moral problems using precise language.,,1,9
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,Debates and questions that arise from exploration of at least 2 of the further problems in value theory themes listed above,,1,1
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,The meaning of key terms and concepts associated with the chosen themes,,1,2
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,"Concepts, viewpoints and arguments central to the chosen themes in general",,1,3
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,Central viewpoints and arguments associated with the chosen themes as represented in at least one primary text,,1,4
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,Criticisms that can be raised in response to the viewpoints and arguments central to the chosen themes,,1,5
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,The interrelationships between the viewpoints and arguments associated with the chosen themes and relevant contemporary debates.,,1,6
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Formulate philosophical questions associated with the problems central to the chosen themes,,1,1
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Use examples to support philosophical discussions,,1,2
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Identify and describe key philosophical concepts associated with the chosen themes,,1,3
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Evaluate philosophical viewpoints and arguments associated with chosen themes and as presented in at least one primary philosophy text,,1,4
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Evaluate viewpoints and arguments associated with the chosen themes,,1,5
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Develop perspectives on philosophical questions associated with the chosen themes,,1,6
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Reflect critically on perspectives,,1,7
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Explain the interplay between relevant contemporary debates and viewpoints and arguments relating to the chosen themes,,1,8
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS2,,Area of Study 2 - Further problems in value theory,,VCEPHU2AS2O2KS,Outcome 2,Philosophy Students,,Key Skills,Formulate and defend philosophical positions on ethical and moral problems using precise language.,,1,9
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,"The nature, purpose and value of philosophy",,1,1
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,Key terms associated with philosophical inquiry,,1,2
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,"The roles of reasoning and argument, intuition, imagination, emotion and experience in philosophical thinking",,1,3
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,Similarities and differences between philosophical thinking and other forms of thinking,,1,4
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,Perspectives and voices that have been elevated or excluded in philosophical discourse,,1,5
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KK,Outcome 3,Philosophy Students,,Key Knowledge,The usefulness of philosophy for contemporary living.,,1,6
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Identify similarities and differences between philosophical thinking and other forms of thinking,,1,1
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,"Analyse and evaluate the roles of reasoning and argument, metaphor, intuition, imagination, emotion and experience in philosophical thinking",,1,2
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Analyse and evaluate one's own experience of studying philosophy,,1,3
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Identify perspectives and voices that have been elevated or excluded in philosophical discourse,,1,4
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Evaluate the implications of elevating or excluding perspectives and voices in philosophical discourse,,1,5
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,"Develop perspectives on the nature, purpose and value of philosophy",,1,6
Humanities,Philosophy,Year 11,Unit 2,VCEPHU2AS3,,"Area of Study 3 - Philosophy: its nature, purpose and value",,VCEPHU2AS3O3KS,Outcome 3,Philosophy Students,,Key Skills,Formulate and defend philosophical positions using precise language.,,1,7
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,"Concepts used in discussion of the good life as relevant to the set texts, such as altruism, authenticity blame, creativity, duty, egoism, freedom, happiness, hedonism, human nature, meaningfulness, morality, pain, pleasure, praise, self-restraint, teleology, values, virtue and wisdom",,1,1
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,Viewpoints and arguments proposed in the set texts as relevant to these general questions:,,1,2
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,What role do pleasure and self-discipline play in a good life?,,1,3
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,What is the nature of happiness and what is its role in the good life?,,1,4
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,What role do love and friendship play in the good life?,,1,5
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,To what extent is the good life dependent on freedom and authenticity?,,1,6
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,"Objections and criticisms that can be raised in response to the viewpoints and arguments in the set texts, in relation to these general questions",,1,7
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,"Connections, similarities and differences between the viewpoints and arguments in the set texts, in relation to these general questions",,1,8
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,"Objections and criticisms that can be raised when critically comparing the viewpoints and arguments in the set texts, in relation to these general questions",,1,9
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,Perspectives on these general questions,,1,10
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,Examples from applied philosophical and non-philosophical sources related to each of the general questions,,1,11
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KK,Outcome 1,Philosophy Students,,Key Knowledge,"Implications of adopting particular viewpoints, arguments and perspectives on these general questions for questions of relevance to contemporary living.",,1,12
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,"Explain, analyse and apply philosophical concepts",,1,1
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,"Recognise arguments, identifying the premises, the support given for the premises, conclusions and any assumptions made",,1,2
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Outline and analyse viewpoints and arguments using appropriate terminology,,1,3
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Use examples from applied philosophical and non-philosophical sources to support philosophical discussion,,1,4
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Offer relevant criticisms of arguments by assessing the plausibility of premises and any assumptions made and showing whether the conclusions follow from the premises,,1,5
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,"Critically compare viewpoints and arguments by comparing the plausibility of the premises or viewpoints, any assumptions made and the quality of the reasoning used",,1,6
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Develop perspectives on philosophical questions,,1,7
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Develop perspectives on questions of relevance to contemporary living,,1,8
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Reflect critically on perspectives,,1,9
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS1,,Area of Study 1 - The good life and the individual,,VCEPHU3AS1O1KS,Outcome 1,Philosophy Students,,Key Skills,Formulate and defend philosophical positions using precise language.,,1,10
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS2,,Area of Study 2 - The good life and others,,VCEPHU3AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,"Concepts used in discussion of the good life as relevant to the set texts, such as altruism, care, the common good, dependence, duty, ethics, equality, fairness, freedom, human nature, injustice, justice, morality, obligation, reciprocity, rights, society and values",,1,1
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS2,,Area of Study 2 - The good life and others,,VCEPHU3AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,Viewpoints and arguments proposed in the set texts as relevant to these general questions:,,1,2
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS2,,Area of Study 2 - The good life and others,,VCEPHU3AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,"What obligations, if any, do we have to others?",,1,3
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS2,,Area of Study 2 - The good life and others,,VCEPHU3AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,What is the role of rights and justice in the good life?,,1,4
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS2,,Area of Study 2 - The good life and others,,VCEPHU3AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,What does a good life have to do with being morally good?,,1,5
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS2,,Area of Study 2 - The good life and others,,VCEPHU3AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,What is the relationship between the good for the individual and the good for others?,,1,6
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS2,,Area of Study 2 - The good life and others,,VCEPHU3AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,"Objections and criticisms that can be raised in response to the viewpoints and arguments in the set texts, in relation to these general questions",,1,7
Humanities,Philosophy,Year 12,Unit 3,VCEPHU3AS2,,Area of Study 2 - The good life and others,,VCEPHU3AS2O2KK,Outcome 2,Philosophy Students,,Key Knowledge,"Connections, similarities and differences between the viewpoints and arguments in the set texts, in relation to these general questions",,1,8
