SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVAI05,Aims,,Bullet,Apply knowledge of production roles and the skills to interpret scripts,,5
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVAI06,Aims,,Bullet,Understand themselves as theatre practitioners and audiences,,6
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVAI07,Aims,,Bullet,Appreciate theatre and its significance as an art form,,7
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVAI08,Aims,,Bullet,"Apply safe, ethical, inclusive, sustainable (where possible, environmentally sustainable) and personal and interpersonal practices in theatre production",,8
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVAI09,Aims,,Bullet,Conduct performance analysis and production evaluations and apply learning to their own theatre production work,,9
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVAI10,Aims,,Bullet,"Apply thinking, problem-solving and communication skills to creatively participate in the theatre life of their community.",,10
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVST01,Structure,,Paragraph,The study is made up of 4 units:,,1
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVST02,Structure,,Bullet,Unit 1: History of theatre styles and conventions pre-1945 (TS011),,2
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVST03,Structure,,Bullet,Unit 2: Contemporary theatre styles and movements (TS022),,3
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVST04,Structure,,Bullet,Unit 3: Producing theatre (TS033),,4
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVST05,Structure,,Bullet,Unit 4: Presenting an interpretation (TS034),,5
Performing Arts,Theatre Studies,Years 11 and 12,,VCETS12OVST06,Structure,,Paragraph,Each unit deals with specific content contained in areas of study and is designed to enable students to achieve a set of outcomes for that unit. Each outcome is described in terms of key knowledge and key skills.,,6
Performing Arts,Theatre Studies,Years 11 and 12,"VCETSU1AS1,VCETSU1AS2,VCETSU2AS1,VCETSU2AS2",VCETS12OVLA01,Levels of achievement,Units 1 and 2,Subheader,Units 1 and 2,,1
Performing Arts,Theatre Studies,Years 11 and 12,"VCETSU1AS1,VCETSU1AS2,VCETSU2AS1,VCETSU2AS2",VCETS12OVLA02,Levels of achievement,Units 1 and 2,Paragraph,"Procedures for the assessment of levels of achievement in Units 1 and 2 are a matter for school decision. Assessment of levels of achievement for these units will not be reported to the VCAA. Schools may choose to report levels of achievement using grades, descriptive statements or other indicators.",,2
Performing Arts,Theatre Studies,Years 11 and 12,"VCETSU3AS1,VCETSU3AS2,VCETSU4AS1,VCETSU4AS2",VCETS12OVLA03,Levels of achievement,Units 3 and 4,Subheader,Units 3 and 4,,3
Performing Arts,Theatre Studies,Years 11 and 12,"VCETSU3AS1,VCETSU3AS2,VCETSU4AS1,VCETSU4AS2",VCETS12OVLA04,Levels of achievement,Units 3 and 4,Paragraph,The VCAA specifies the assessment procedures for students undertaking scored assessment in Units 3 and 4. Designated assessment tasks are provided in the details for each unit in VCE study designs.,,4
Performing Arts,Theatre Studies,Years 11 and 12,"VCETSU3AS1,VCETSU3AS2,VCETSU4AS1,VCETSU4AS2",VCETS12OVLA05,Levels of achievement,,Paragraph,"The student's level of achievement in Units 3 and 4 will be determined by School-assessed Coursework (SAC) as specified in the VCE study design, and external assessment.",,5
Performing Arts,Theatre Studies,Years 11 and 12,"VCETSU3AS1,VCETSU3AS2,VCETSU4AS1,VCETSU4AS2",VCETS12OVLA06,Levels of achievement,,Paragraph,"The VCAA will report the student's level of achievement on each assessment component as a grade from A+ to E or UG (ungraded). To receive a study score, the student must achieve two or more graded assessments in the study and receive an S for both Units 3 and 4. The study score is reported on a scale of 0-50; it is a measure of how well the student performed in relation to all others who completed the study. Teachers should refer to the current VCE Administrative Handbook for details on graded assessment and calculation of the study score.",https://www.vcaa.vic.edu.au/administration/vce-vcal-handbook/Pages/index.aspx,6
Performing Arts,Theatre Studies,Years 11 and 12,"VCETSU3AS1,VCETSU3AS2,VCETSU4AS1,VCETSU4AS2",VCETS12OVLA07,Levels of achievement,,Paragraph,Percentage contributions to the study score in VCE Theatre Studies are as follows:,,7
Performing Arts,Theatre Studies,Years 11 and 12,"VCETSU3AS1,VCETSU3AS2,VCETSU4AS1,VCETSU4AS2",VCETS12OVLA08,Levels of achievement,,Bullet,Units 3 and 4 School-assessed Coursework: 45 per cent,,8
Performing Arts,Theatre Studies,Years 11 and 12,"VCETSU3AS1,VCETSU3AS2,VCETSU4AS1,VCETSU4AS2",VCETS12OVLA09,Levels of achievement,,Bullet,End-of-year monologue examination: 25 per cent,,9
Performing Arts,Theatre Studies,Years 11 and 12,"VCETSU3AS1,VCETSU3AS2,VCETSU4AS1,VCETSU4AS2",VCETS12OVLA10,Levels of achievement,,Bullet,End-of-year written examination: 30 per cent.,,10
Performing Arts,Theatre Studies,Years 11 and 12,"VCETSU3AS1,VCETSU3AS2,VCETSU4AS1,VCETSU4AS2",VCETS12OVLA11,Levels of achievement,,Paragraph,Details of the assessment program are described in the sections on Units 3 and 4 in this study design.,,11
