SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
Business and Economics,Economics,Years 11 and 12,"VCEECU1AS1,VCEECU1AS2,VCEECU1AS3,VCEECU2AS1,VCEECU2AS2,VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC12OVAI07,Aims,,Bullet,"Use economic methods of inquiry and tools to analyse the economic causes and consequences of contemporary events on local, national and international economies",,7
Business and Economics,Economics,Years 11 and 12,"VCEECU1AS1,VCEECU1AS2,VCEECU1AS3,VCEECU2AS1,VCEECU2AS2,VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC12OVAI08,Aims,,Bullet,"Apply economic frameworks to make rational, informed decisions that are important in everyday life",,8
Business and Economics,Economics,Years 11 and 12,"VCEECU1AS1,VCEECU1AS2,VCEECU1AS3,VCEECU2AS1,VCEECU2AS2,VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC12OVAI09,Aims,,Bullet,Foster an understanding of how Australia's economic relationships with other economies affect living standards and long-term prosperity.,,9
Business and Economics,Economics,Years 11 and 12,"VCEECU1AS1,VCEECU1AS2,VCEECU1AS3,VCEECU2AS1,VCEECU2AS2,VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC12OVST01,Structure,,Paragraph,The study is made up of four units.,,1
Business and Economics,Economics,Years 11 and 12,"VCEECU1AS1,VCEECU1AS2,VCEECU1AS3,VCEECU2AS1,VCEECU2AS2,VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC12OVST02,Structure,,Bullet,Unit 1: Economic decision-making,,2
Business and Economics,Economics,Years 11 and 12,"VCEECU1AS1,VCEECU1AS2,VCEECU1AS3,VCEECU2AS1,VCEECU2AS2,VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC12OVST03,Structure,,Bullet,Unit 2: Economic issues and living standards,,3
Business and Economics,Economics,Years 11 and 12,"VCEECU1AS1,VCEECU1AS2,VCEECU1AS3,VCEECU2AS1,VCEECU2AS2,VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC12OVST04,Structure,,Bullet,Unit 3: Australia's living standards,,4
Business and Economics,Economics,Years 11 and 12,"VCEECU1AS1,VCEECU1AS2,VCEECU1AS3,VCEECU2AS1,VCEECU2AS2,VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC12OVST05,Structure,,Bullet,Unit 4: Managing the economy,,5
Business and Economics,Economics,Years 11 and 12,"VCEECU1AS1,VCEECU1AS2,VCEECU1AS3,VCEECU2AS1,VCEECU2AS2,VCEECU3AS1,VCEECU3AS2,VCEECU3AS3,VCEECU4AS1,VCEECU4AS2",VCEEC12OVST06,Structure,,Paragraph,Each unit deals with specific content contained in areas of study and is designed to enable students to achieve a set of outcomes for that unit. Each outcome is described in terms of key knowledge and key skills.,,6
Business and Economics,Economics,Years 11 and 12,"VCEECU1AS1,VCEECU1AS2,VCEECU2AS1,VCEECU2AS2",VCEEC12OVLA01,Levels of achievement,Units 1 and 2,Subheader,Units 1 and 2,,1
Business and Economics,Economics,Years 11 and 12,"VCEECU1AS1,VCEECU1AS2,VCEECU2AS1,VCEECU2AS2",VCEEC12OVLA02,Levels of achievement,Units 1 and 2,Paragraph,"Procedures for the assessment of levels of achievement in Units 1 and 2 are a matter for school decision. Assessment of levels of achievement for these units will not be reported to the VCAA. Schools may choose to report levels of achievement using grades, descriptive statements or other indicators.",,2
Business and Economics,Economics,Years 11 and 12,"VCEECU3AS1,VCEECU3AS2,VCEECU4AS1,VCEECU4AS2",VCEEC12OVLA03,Levels of achievement,Units 3 and 4,Subheader,Units 3 and 4,,3
Business and Economics,Economics,Years 11 and 12,"VCEECU3AS1,VCEECU3AS2,VCEECU4AS1,VCEECU4AS2",VCEEC12OVLA04,Levels of achievement,Units 3 and 4,Paragraph,The VCAA specifies the assessment procedures for students undertaking scored assessment in Units 3 and 4. Designated assessment tasks are provided in the details for each unit in VCE study designs.,,4
Business and Economics,Economics,Years 11 and 12,"VCEECU3AS1,VCEECU3AS2,VCEECU4AS1,VCEECU4AS2",VCEEC12OVLA05,Levels of achievement,,Paragraph,"The student's level of achievement in Units 3 and 4 will be determined by School-assessed Coursework (SAC) as specified in the VCE study design, and external assessment.",,5
Business and Economics,Economics,Years 11 and 12,"VCEECU3AS1,VCEECU3AS2,VCEECU4AS1,VCEECU4AS2",VCEEC12OVLA06,Levels of achievement,,Paragraph,"The VCAA will report the student's level of achievement on each assessment component as a grade from
A+ to E or UG (ungraded). To receive a study score the student must achieve two or more graded assessments in the study and receive an S for both Units 3 and 4. The study score is reported on a scale of 0-50; it is a measure of how well the student performed in relation to all others who took the study. Teachers should refer to the current VCE Administrative Handbook for details on graded assessment and calculation of the study score. Percentage contributions to the study score in VCE Economics are as follows:",https://www.vcaa.vic.edu.au/administration/vce-vcal-handbook/Pages/index.aspx,6
Business and Economics,Economics,Years 11 and 12,"VCEECU3AS1,VCEECU3AS2,VCEECU4AS1,VCEECU4AS2",VCEEC12OVLA07,Levels of achievement,,Bullet,Unit 3 School-assessed Coursework: 25 per cent,,7
Business and Economics,Economics,Years 11 and 12,"VCEECU3AS1,VCEECU3AS2,VCEECU4AS1,VCEECU4AS2",VCEEC12OVLA08,Levels of achievement,,Bullet,Unit 4 School-assessed Coursework: 25 per cent,,8
Business and Economics,Economics,Years 11 and 12,"VCEECU3AS1,VCEECU3AS2,VCEECU4AS1,VCEECU4AS2",VCEEC12OVLA09,Levels of achievement,,Bullet,End-of-year examination: 50 per cent.,,9
Business and Economics,Economics,Years 11 and 12,"VCEECU3AS1,VCEECU3AS2,VCEECU4AS1,VCEECU4AS2",VCEEC12OVLA10,Levels of achievement,,Paragraph,Details of the assessment program are described in the sections on Units 3 and 4 in this study design.,,10
