SubjectArea,Subject,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,SectionCode,SectionHeader,SectionHeaderDescription,SectionHeaderContent,ReportCoverage,Sequence
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERGC,General Comments,,Students are expected to write responses in full sentences and paragraphs. Some students used shorthand consisting of arrows and economic symbols. This approach could not convey the complexity and sophistication of economic relationships and meant that these responses did not obtain the full complement of marks allocated to a question.,,10
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERGC,General Comments,,Students who use the extra space at the back of the booklet to finish their answers should make it very clear to assessors that their answer continues beyond the space allocated in the answer booklet. Simply writing 'P.T.O.' at the end of the allotted writing space is sufficient. Students who do not do this risk assessors ignoring the part of their response at the back of the booklet.,,11
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERGC,General Comments,,"It is important to explain the links between concepts in economics. Many responses contained simplistic assertions without explaining why these relationships exist. In general, students must ensure they 'explain' rather than 'assert' economic relationships. The examples provided below demonstrate how students can write a more complete response that addresses the requirements of the question.",,12
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERGC,General Comments,,Examples where 'assertions' are extended into 'explanations':,,13
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERGC,General Comments,,"'An increase in AD [aggregate demand] leads to an increase in inflation' would be better phrased as 'an increase in AD leads to more pressure on the capacity of the Australian economy, leading to shortages and price pressures, which accelerate inflation'.",,14
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERGC,General Comments,,"'An increase in AD leads to an increase in economic growth' would be better phrased as 'an increase in AD sends signals to suppliers to increase production levels, leading to an increase in economic growth'.",,15
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERGC,General Comments,,"'An increase in AS [aggregate supply] leads to an increase in production' would be better phrased as 'an increase in AS puts downward pressure on prices, stimulating AD for the increased level of output/production'.",,16
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERGC,General Comments,,"'An increase in productivity means an increase in the productive capacity' would be better phrased as 'an increase in productivity allows firms to get more outputs from the same level of inputs, expanding the economy's productive capacity or potential output, hence increasing the willingness and/or ability of businesses to supply goods and services for sale'.",,17
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERGC,General Comments,,"'An increase in production or AD leads to more jobs in the economy' would be better phrased as 'an increase in production means firms require more labour in the production process to satisfy the increased demand, which leads to an increase in derived demand for labour and an increase in jobs or a decrease in the unemployment rate'.",,18
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERGC,General Comments,,"Many responses did not demonstrate understanding of the distinction between purchasing power and disposable income. These concepts are not interchangeable. Disposable income measures (in nominal terms) wages paid to employees minus taxes paid to the government plus any transfer payments received, whereas purchasing power measures the amount of goods and services a given level of income can purchase (which is determined by inflation). For example, an increase in inflation means the same level of disposable income has a reduced 'purchasing power' because goods and services are more expensive, but it does not equate to a decrease in disposable income.",,19
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERGC,General Comments,,"It is important that students have a contemporary understanding of the Australian economy, as per the study design. For example, Questions 4b., 4c., 4d., 6a., 6b. and 6d. all required a contemporary understanding to receive full marks. Students should note that where the study design states 'over the past 2 years', both a theoretical and a contemporary understanding are required.",,20
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERSI,Specific information,,"Note: Student responses reproduced in this report have not been corrected for grammar, spelling or factual information.",,0
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERSI,Specific information,,"This report provides sample answers or an indication of what answers may have included. Unless otherwise stated, these are not intended to be exemplary or complete responses.",,1
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECER,VCEECERSI,Specific information,,The statistics in this report may be subject to rounding resulting in a total more or less than 100 per cent.,,2
