SubjectArea,Subject,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,StrategyType,ExamQuestion,ResponseSource,Content,Example,Sequence
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB1,VCEECERBER,EnhancedStrategies,Question 1,StudentResponse,The following is an example of a high-scoring response.,"Relative scarcity is the basic economic problem that a society's wants/needs are infinite whereas our resources are finite. This forces economic agents to make decisions on how these resources are going to be allocated. This results in opportunity costs which is the value of the next best alternative foregone when making an economic decision. For example, a farmer may have land which is allocated to the production of wheat. However, the opportunity cost of allocating this scarce resource could've been the value of using the land to produce rice (if this is the next best alternative).",11
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,"To achieve full marks, students were required to:",,12
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,Draw a correctly labelled demand and supply diagram showing a shift of the supply curve to the right,,13
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,"Explain how an increase in skilled migration (albeit at a lower rate than previous years) would lead to an increase in the supply of labour, the participation rate or the size of the population",,14
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,Explain how the shift to the right would lead to a decrease in equilibrium price (wages) and an increase in quantity traded (level of employment).,,15
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,High-scoring responses:,,16
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,"Correctly labelled the demand and supply diagram, including X and Y axes, equilibrium points, D1, S1 and S2, P1 (W1) to P2 (W2) and Q1 to Q2",,17
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,Explained how an increase in supply would be due to an increase in skilled migrants entering the Australian labour market,,18
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,Correctly outlined an increase in the quantity traded (jobs) and a decrease in prices (wages).,,19
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBCM,,Question 2a,ExaminerCommentary,Areas for improvement:,,20
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,"Some responses did not demonstrate an understanding that net overseas migration is still increasing (positive), albeit at a slower rate, and made the error of shifting the supply curve for labour to the left.",,21
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,"Many responses mistook an increase in equilibrium 'quantity traded', such as an increase in jobs in the labour market, for 'quantity supplied', which implies a movement along the supply curve. Students must use the correct language when describing changes in the market.",,22
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,"Many students spent valuable time explaining how the market moved from the original to the new equilibrium (E1 to E2). While this does demonstrate a deeper understanding and add weight to the response, this question only required students to explain the impact on the market, not how the market changes or adjusts to the new equilibrium, which was addressed in Question 2b. Questions that require a disequilibrium analysis or an explanation of how the market adjusts will explicitly state this or have a higher mark allocation.",,23
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,ExaminerCommentary,Students should remember that a question that asks about the 'impact on a market' is effectively asking them to describe how the change (usually a shift) specifically impacts equilibrium price (P) and quantity traded (Q).,,24
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2a,StudentResponse,The following is an example of a high-scoring response.,"Australia's 2023-24 net migration is 315,000 which, although lower than the previous 400,000, will still increase the total quantity of labour (factor of production) available to Australian firms, leading to a favourable rightward shift of the supply curve and resulting in both a higher equilibrium quantity of Australian labour and a lower price.",25
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,ExaminerCommentary,"To achieve full marks, students were required to:",,26
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,ExaminerCommentary,Explain the shift to the right of the demand curve due to an increase in the size of the Australian population (relevant non-price demand factor),,27
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,ExaminerCommentary,"Explain how the shift in the demand curve would lead to a shortage at the current market price and create pressure for prices to rise (for example, from either buyers bidding up the price of houses or sellers of houses raising their asking price)",,28
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,ExaminerCommentary,Outline the new higher equilibrium price and quantity traded.,,29
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,ExaminerCommentary,High-scoring responses:,,30
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,ExaminerCommentary,Focused on how the shift in demand (increase in demand at every price level) resulted in pressure for the equilibrium price and quantity traded to increase,,31
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,ExaminerCommentary,"Demonstrated an understanding of a shortage, that is, where quantity demanded (QD) exceeds the quantity supplied (QS), and of the role a shortage plays in helping the market to adjust or transition to a new equilibrium",,32
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,ExaminerCommentary,Explained the movements along both the demand (contraction in QD) and supply (expansion in QS) curves as a consequence of the shortage exerting upward pressure on the price.,,33
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,ExaminerCommentary,"A small number of high-scoring responses focused on how an increase in skilled migrants such as tradespeople (increase in the quantity and quality of the factors of production) will increase the supply of houses in the housing market. That is, they moved the supply curve to the right and explained how this causes a temporary surplus in the housing market at the original price level, which then drives down the price and increases the quantity of housing traded.",,34
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBCM,,Question 2b,ExaminerCommentary,Areas for improvement:,,35
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,ExaminerCommentary,Some students misread this question and continued their analysis of the labour market from Question 2a.,,36
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,ExaminerCommentary,Many responses identified the shortage that would occur as a result of the increase in demand for housing but did not explain how the shortage leads to a change in house prices.,,37
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2b,StudentResponse,The following is an example of a high-scoring response:,"The net migration of 315,000 in 2023-24 will increase Australia's population and thus shift the demand curve for housing to the right. This may cause a shortage of housing at the pre-existing price level, causing profit-seeking suppliers to increase prices to eliminate this shortage. This should lead to an expansion in the supply of housing and a contraction in the demand for housing until a new equilibrium is reached with a high quantity [traded] and a higher price.",38
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,"To achieve full marks, students were required to:",,39
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,Demonstrate an understanding of skilled migration as an AS policy that is designed to attract foreign workers with the necessary skills and knowledge to fill skills shortages in the Australian economy,,40
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,"Demonstrate an understanding of how this policy would work to improve one AS factor and therefore the productive capacity in the Australian economy. High-scoring responses linked the increase in skilled migration to an increase in labour productivity or to an increase in the labour force participation rate, both of which expand the economy's potential output. Furthermore, some responses argued that the increase in the intake of skilled migrants helps to ease costs of production for Australian businesses due to a loosening of the labour market and the filling of skilled vacancies, and in doing so, increases the willingness and ability of businesses to supply goods and services",,41
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,Demonstrate an understanding of how increased productive capacity allows for economic growth to occur without inflationary pressures,,42
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,Demonstrate an understanding of how skilled immigration may affect non-material living standards.,,43
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,High-scoring responses:,,44
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,Demonstrated an understanding of how skilled migration works to counter the effects of an ageing population and skills shortages in Australia by attracting skilled and knowledgeable workers to Australia,,45
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,Demonstrated the links between skilled migration and one AS factor,,46
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,Demonstrated the link between an increase in one AS factor and the productive capacity of the Australian economy,,47
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,"Demonstrated an understanding of how AS policies allow for non-inflationary or sustainable growth. For example, by arguing that increase in AS allows AD to grow without inflationary pressures or that an increase in AS (increase in total volume of goods and services available for sale) exerts downward pressure on the general price level, stimulating AD for the increased level of production",,48
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,"Provided a relevant reference to non-material living standards, for example, that they are reduced due to an increase in congestion, pollution or reduced access to infrastructure or that they are improved by multiculturalism and diversity.",,49
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBCM,,Question 2c,ExaminerCommentary,Areas for improvement:,,50
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,"Many responses simply asserted that an increase in the productive capacity automatically leads to an increase in GDP, without explaining the relationship between AS and AD.",,51
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,"Students should remember that AS policies are designed to increase the potential rate of growth in the economy without causing inflationary pressures, and in doing so fulfil the 'sustainable' component of the goal of strong and sustainable economic growth.",,52
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,Many responses contained insufficient or incorrect links between the key concepts in this question.,,53
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBCM,,Question 2c,ExaminerCommentary,For example:,,54
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,They stated that an increase in productivity leads to an increase in AS and therefore the achievement of the goal.,,55
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,They stated that an increase in skilled migration leads to a decrease in the costs of production for businesses but did not refer to the loosening in the labour market and how this lowers the bargaining power of workers in negotiating wages.,,56
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,ExaminerCommentary,They mistakenly stated that a decrease in the costs of production increases productivity.,,57
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBCM,,Question 2c,ExaminerCommentary,"Therefore, it is important that students explain why an increase in one factor leads to a change in something else (see General comments section above). For example, if productivity increases (a favourable AS factor), businesses can get more output from the same inputs, allowing them to lower their per-unit costs of production, which makes businesses more willing and able to supply. The resultant increase in aggregate supply exerts downward pressure on the general price level, which stimulates aggregate demand for the increased output, promoting non-inflationary economic growth. Alternatively, students could argue that businesses may pass on these lower costs of production as lower prices to consumers, stimulating aggregate demand and supporting non-inflationary economic growth.",,58
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,StudentResponse,The following is an example of a high-scoring response:,"As approximately 70 per cent of Australia's migration program is focused on skilled immigrants, skill shortages will be able to be filled - assuming that these positions were previously unfilled or occupied by less capable workers. The average level of labour productivity will rise.",59
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,StudentResponse,,"Increased productivity reflects higher technical efficiency with more outputs produced per labour input. Thus, productive capacity will shift out as a product of the quantity and quality of resources in the economy. Further, the higher labour productivity will increase capability to supply, improving aggregate supply and contributing to non-inflationary economic growth. This improves the achievement of strong and sustainable economic growth, as greater productive capacity allows firms to respond to greater aggregate demand.",60
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB2,VCEECERBER,EnhancedStrategies,Question 2c,StudentResponse,,"The goal refers to the highest growth rate possible, consistent with strong employment growth, stable price inflation, external and environmental pressures. However, non-material living standards may fall as greater production may increase pollutions and compromise the quality of life for Australians.",61
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3a,ExaminerCommentary,"To achieve full marks, students were required to:",,62
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3a,ExaminerCommentary,Demonstrate an understanding of the overall trend in long-term unemployment since January 2022,,63
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3a,ExaminerCommentary,Refer to relevant data from the graph.,,64
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBCM,,Question 3a,ExaminerCommentary,Areas for improvement:,,65
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3a,ExaminerCommentary,Some responses focused on irrelevant aspects of the data and did not address the question directly. This question asked for the overall trend as opposed to each up and down movement over the period.,,66
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3a,ExaminerCommentary,"Some responses referred to the incorrect time period (prior to January 2022), while other responses used incorrect data by not acknowledging that the data was expressed in thousands ('000).",,67
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3a,StudentResponse,The following is an example of a high-scoring response:,"Australia's long-term unemployed persons decreased from around 150,000 people (Jan. 22) to around 116,000 people (Nov. 23). This signifies a decreasing trend.",68
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3b,ExaminerCommentary,"To achieve full marks, students were required to:",,69
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3b,ExaminerCommentary,Demonstrate an understanding of both hidden and long-term unemployment,,70
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3b,ExaminerCommentary,Highlight a clear point of difference between the two types of unemployment.,,71
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3b,ExaminerCommentary,High-scoring responses:,,72
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3b,ExaminerCommentary,Clearly highlighted the key difference,,73
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3b,ExaminerCommentary,Explained that hidden unemployment refers to people who would like a job but are discouraged from seeking work due to continual rejection and hence are not included in the official unemployment figures like the long-term unemployed.,,74
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBCM,,Question 3b,ExaminerCommentary,Areas for improvement:,,75
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3b,ExaminerCommentary,"Confusing long-term unemployment with another type of unemployment, such as structural or frictional.",,76
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3b,ExaminerCommentary,"Making vague statements such as long-term unemployed people are people who have been unemployed for a long time, rather than stating that the long-term unemployed are people who have been unemployed for a duration of 12 months or longer.",,77
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3b,ExaminerCommentary,Confusing hidden unemployment with disguised (under) unemployment.,,78
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3b,ExaminerCommentary,"Confusing hidden unemployment with hard-core unemployment by claiming that the hidden unemployed are people who are discouraged from actively seeking work due to 'physical, mental or personal reasons'. Some responses claimed that the hidden unemployed are stay-at-home parents or carers or people who have been injured at work and are therefore prevented from working.",,79
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3b,StudentResponse,The following is an example of a high-scoring response:,"Hidden unemployment refers to individuals who do not have a job and would like to work, however have become discouraged about job prospects and are no longer looking. Whereas long-term unemployed refers to individuals who have not had a job for 12 or more months and are unemployed. A key difference is that individuals can become 'hidden unemployed' within months and will no longer be included in the unemployment rate. Whereas individuals must be unemployed for 12 or more months to be classified as 'long-term unemployed' and will still be included in the unemployment statistics.",80
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3c,ExaminerCommentary,"To achieve full marks, students were required to:",,81
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3c,ExaminerCommentary,"Demonstrate an understanding of one consequence of not achieving the goal of full employment, for example, if the rate of unemployment is too high or too low",,82
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3c,ExaminerCommentary,Draw a relevant link between the chosen consequence and its effect on material living standards.,,83
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3c,ExaminerCommentary,High-scoring responses:,,84
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3c,ExaminerCommentary,"Clearly demonstrated the impact of an unemployment rate, whether too high or too low, on one consequence, such as high inflation, a decrease in GDP or a decrease in tax revenues",,85
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3c,ExaminerCommentary,Clearly linked the same consequence to a reduction in material living standards.,,86
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBCM,,Question 3c,ExaminerCommentary,Areas for improvement:,,87
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3c,ExaminerCommentary,Many responses confused a decrease in disposable income with a decrease in purchasing power (see 'General comments' section above).,,88
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3c,ExaminerCommentary,"Students chose one consequence, like a drop in GDP (when there is rising high unemployment), and then explained how a different consequence would impact living standards, such as a decrease in purchasing power due to increased inflation (when unemployment is very/too low).",,89
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3c,ExaminerCommentary,"Some responses did not address the last part of the question, which required students to identify a link with material living standards. Students are reminded to identify all of the content words in a question, and then to methodically address each one in their response in order to access the full range of available marks.",,90
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB3,VCEECERBER,EnhancedStrategies,Question 3c,StudentResponse,The following is an example of a high-scoring response:,"The goal of full employment refers to the lowest level of unemployment, that is in alignment with other government goals and where no cyclical unemployment exists. It is often referred to as NAIRU (non-accelerating rate of unemployment) and is around 4.5 per cent. One consequence if the unemployment rate is below the NAIRU is that it could create high inflationary pressures, as firms experience labour shortages, leading to higher wages and [they] must increase prices to protect profit margins. With high inflation, this reduces the purchasing power of consumers' incomes and hence decreases the volume of goods and services they can consume (a decrease in material living standards).",91
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB4,VCEECERBER,EnhancedStrategies,Question 4a,ExaminerCommentary,"To achieve full marks, students were required to:",,92
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB4,VCEECERBER,EnhancedStrategies,Question 4a,ExaminerCommentary,State that the NAIRU is the lowest rate of unemployment possible without causing inflationary pressures in the economy,,93
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB4,VCEECERBER,EnhancedStrategies,Question 4a,ExaminerCommentary,"Include some detail to demonstrate the depth of their understanding. For example, they might state that",,94
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB4,VCEECERBER,EnhancedStrategies,Question 4a,ExaminerCommentary,The NAIRU is believed to be somewhere between 4 per cent and 4.5 per cent,,95
Business and Economics,Economics,Year 12,Final Exam,Post Exam Report,2024,,VCEECERB,VCEEC24EQB4,VCEECERBER,EnhancedStrategies,Question 4a,ExaminerCommentary,The NAIRU implies no cyclical unemployment but some structural unemployment,,96
