SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,SectionName,QuestionNumber,QuestionLabel,Marks,ContentType,Content,StimulusSource,Sequence
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM24ERA,VCEBM24EQA3,A,Section A,3a,Q3a,3,SubQuestion,"Describe one way Allygant Attire could improve its corporate social responsibility
within its operations management system.",,16
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM24ERA,VCEBM24EQA3,A,Section A,3b,Q3b,4,SubQuestion,"Explain two restraining forces for Allygant At ire in relation to developing its website to
enable online services.",,17
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM24ERA,VCEBM24EQA3,A,Section A,3c,Q3c,3,SubQuestion,"Justify the use of the Three-step Change Model (Lewin) when implementing change
at Allygant At ire.",,18
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM24ERA,VCEBM24EQA4,A,Section A,4,Q4,10,Question,"Analyse how the management of employees can affect the achievement of business objectives.
In your response, refer to:
« strategies that are used to manage employees
atleast one contemporary business case study.
- OO O O O O O O OO OO s
e
------ s
e
4
------
= e
------
End of Section",,19
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU4AS1,VCEBMU4AS2",VCEBM24ERB,,B,Case study,,,25,Header,Section B: Case study,,1
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU4AS1,VCEBMU4AS2",VCEBM24ERB,,B,Case study,,,,SubHeader,Instructions,,2
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU4AS1,VCEBMU4AS2",VCEBM24ERB,,B,Case study,,,,Instruction,Use the case study provided to answer the questions in this section. Answers must apply to the,,3
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU4AS1,VCEBMU4AS2",VCEBM24ERB,,B,Case study,,,,CaseStudy,"Mia Tarian is the CEO of Soaring Rox Pty Ltd, a rock-climbing centre in the city. The business has aimed
to establish and maintain its reputation for offering high-quality rock-climbing experiences in a safe
environment. For the past year, the business has relied on employees with limited experience in the
climbing industry.
During December 2023, three negative reviews of the business appeared online.
17 ¥t ¥1 77 Leo * 7 ¥¥ ¥7 ¥ Felix * 7 77 ¥% ¥r Mary
Definitely the worst climbing | fell during a climb and a My first visit and it will also be
centre in the city - the staff staff member laughed at my last. | like to climb but did
didn't know how to use me. The people who work not feel safe here.
the equipment! here should have first- o
aid training!!
Mia Tarian believes that there is a relationship between the three reviews and the number of website :3""
hits. The graph below was created to help her understand this relationship. :
Number of website hits versus market share
1000 -m8
T e - A
8000 - S 21%
L
6000 ----------------w--------------------- 17%
500 --------------------------- S ----------------- 15%
4000 --m 39,
3000 Semmemaet e 1%
1000 -}//-m8F8F8F¥8¥8™m™ 7%
T 7T T T T T T T T T T 5%
Jul Aug Sep Oct Nov Dec Jan Feb Mar Apr May Jun
Key ----- Number of website hits = Market share
The market share for this business is based on the number of sales relative to other rock-climbing
centres in the city.
Mia held a meeting and told staff that the following decisions had been made:
All staff must attend training in the correct use of the rock-climbing equipment. The training will be
held on three consecutive Sundays. The centre wil be closed to make this training possible.
Afirst-aid room wil be created on the ground floor and a trained first-aid provider will be employed
during busy periods. The first-aid room will replace the existing staffroom.
Equipment that is rarely used wil be returned to its local suppliers. The business will purchase more
of the high-demand equipment from overseas, rather than from its regular local suppliers.",,4
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU4AS1,VCEBMU4AS2",VCEBM24ERB,VCEBM24EQB1,B,Case study,1,Q1,2,Question,"Outline how Mia Tarian could use planning as a management skill to implement one of the changes
identified above.
o[ e
------
8 _- M
= e
------
-° - OO O O O O O O OO OO",,5
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU4AS1,VCEBMU4AS2",VCEBM24ERB,VCEBM24EQB2,B,Case study,2,Q2,3,Question,"Interpret the relationship between the number of website hits and the percentage of market share,
shown in the graph on page 16.
- OO O O O O O O OO OO S
e
------",,6
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU4AS1,VCEBMU4AS2",VCEBM24ERB,VCEBM24EQB3,B,Case study,3,Q3,4,Question,"Describe a conflict that may arise between two of the rock-climbing centre's stakeholder groups as Mia
Tarian works to improve the business's reputation.
I------
= e
- _",,7
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU4AS1,VCEBMU4AS2",VCEBM24ERB,VCEBM24EQB4,B,Case study,4,Q4,6,Question,"Evaluate the appropriateness of the management style used by Mia Tarian as she seeks to implement
changes at Soaring Rox.
- OO O O O O O O OO OO S
e
------
e
------ @
e -",,8
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU4AS1,VCEBMU4AS2",VCEBM24ERB,VCEBM24EQB5,B,Case study,5,Q5,4,Question,"Explain the importance of reviewing key performance indicators to evaluate the effectiveness of
business transformation at the rock-climbing centre.
I------
= e
- _",,9
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2024,"VCEBMU4AS1,VCEBMU4AS2",VCEBM24ERB,VCEBM24EQB6,B,Case study,6,Q6,6,Question,"Discuss the strategy of using on-the-job training to improve the skills of the employees at Soaring Rox.
e
------
- H
-_- o5
Extra space for responses
Clearly number all responses in this space.
4
------
8
= e
------
-° e
------
a - OO O O O O O O OO OO
If you use any additional Question and Answer Books to complete your responses, write your student
number on the front cover. At the end of the examination, place the additional Question and Answer
Books inside the front cover of the first Question and Answer Book.
Victorian Curriculum and Assessment Authority 2024",,10
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,,A,Section A,,,50,Header,Section A: Section A,,1
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,,A,Section A,,,,SubHeader,Instructions,,2
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,,A,Section A,,,,Instruction,Answer all questions in the spaces provided.,,3
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,,A,Section A,,,,Instruction,Write your responses in English.,,4
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA1,A,Section A,1,Q1,9,Question,"Doggy Dugout is a small pet supply business specialising in the sale of pet accessories
such as collars and food bowls. The business operates in a highly competitive market. The
owners of Doggy Dugout have decided to sell the business to a larger company. They are
looking forward to beginning their retirement as soon as possible. Many of their employees
are worried that the change of ownership will lead to redundancies.",,5
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA1,A,Section A,1a,Q1a,2,SubQuestion,Outline one difference between retirement and redundancy as forms of termination.,,6
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA1,A,Section A,1b,Q1b,3,SubQuestion,Describe one driving force that led to the change at Doggy Dugout.,,7
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA1,A,Section A,1c,Q1c,4,SubQuestion,"Explain one advantage and one disadvantage of using high-risk strategies to
overcome employee resistance to change.",,8
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA2,A,Section A,2,Q2,12,Question,"Perfecto Pilates offers pilates and yoga classes with a team of experienced and qualified
instructors. Sam, the manager, uses a persuasive management style. Six months ago,
Sam implemented a new roster for staff, reducing hours of work for most instructors. At
staff meeting, Sam explained the benefits of the change for the business. The employees
were disappointed with the decision and it led to a lengthy dispute. The dispute was
settled at the Fair Work Commission. The corporate culture at Perfecto Pilates has been
negatively affected by the dispute.",,9
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA2,A,Section A,2a,Q2a,3,SubQuestion,"Describe how Sam has used the management skill of decision-making at
Perfecto Pilates.",,10
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA2,A,Section A,2b,Q2b,3,SubQuestion,"Describe one dispute resolution process that could have been used at
Perfecto Pilates. ",,11
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA2,A,Section A,2c,Q2c,3,SubQuestion,"Propose and justify one strategy that could be implemented at Perfecto Pilates to
develop a positive corporate culture.",,12
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA2,A,Section A,2d,Q2d,3,SubQuestion,"Explain the importance of corporate social responsibility considerations when
implementing change.",,13
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA3,A,Section A,3,Q3,6,Question,"Analyse the importance of leadership in change management. In your response, refer to at least one
contemporary business case study.",,14
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA4,A,Section A,4,Q4,13,Question,"Ready VEG Meals manufactures a range of vegetarian and vegan meals, which it sells
directly to the public. The business has received some negative customer reviews about
the quality of its meals. A recent review of Ready VEG Meals's performance by senior
management has revealed a concerning increase in the level of wastage. The managers
are considering implementing a number of changes, including Total Quality Management
and performance-related pay.",,15
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA4,A,Section A,4a,Q4a,3,SubQuestion,"Explain why an increase in the level of wastage would be of concern to
Ready VEG Meals.",,16
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA4,A,Section A,4b,Q4b,4,SubQuestion,"Explain how Total Quality Management could be used at Ready VEG Meals to reduce
the number of negative customer reviews.",,17
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA4,A,Section A,4c,Q4c,6,SubQuestion,"Discuss how performance-related pay could be used as a motivation strategy at
Ready VEG Meals.",,18
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU3AS1,VCEBMU3AS2,VCEBMU3AS3",VCEBM25ERA,VCEBM25EQA5,A,Section A,5,Q5,10,Question,"'Businesses must consider how to effectively and efficiently produce a final good or service in
competitive, global environment.'
With reference to the statement above, examine how businesses could operate effectively and
efficiently by using each of the following global considerations:
•	 global sourcing of inputs
•	 overseas manufacture
•	 global outsourcing.
End of Section",,19
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU4AS1,VCEBMU4AS2",VCEBM25ERB,,B,Case study,,,25,Header,Section B: Case study,,1
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU4AS1,VCEBMU4AS2",VCEBM25ERB,,B,Case study,,,,SubHeader,Instructions,,2
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU4AS1,VCEBMU4AS2",VCEBM25ERB,,B,Case study,,,,Instruction,Use the case study provided to answer the questions in this section. Answers must apply to the,,3
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU4AS1,VCEBMU4AS2",VCEBM25ERB,,B,Case study,,,,CaseStudy,"Maxi Mini Golf is one of three minigolf courses operating in the Melbourne suburb of Williamstown.
The manager, Norma Griggs, has noticed that staffing costs have increased significantly in the last
three years. This has inspired her to rethink the way she manages Maxi Mini Golf.
After seeking input from her staff, Norma has decided that by the end of 2025, the business will
make the following changes:
Two automated pay stations will be installed.
Golf clubs will be left on the course for customers to find and use when they arrive.
Golf balls will be provided by an automated machine when customers pay.
Six new holes will be designed and installed by an expert team.
Fewer staff will be rostered to work during opening hours.
Norma realises that this will be expensive in the short term, but she is confident that it will help to
increase the net profit of her business in the long term.",,4
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU4AS1,VCEBMU4AS2",VCEBM25ERB,VCEBM25EQB1,B,Case study,1,Q1,2,Question,"Identify evidence from the case study that shows that Norma Griggs is using a reactive approach
to change.",,5
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU4AS1,VCEBMU4AS2",VCEBM25ERB,VCEBM25EQB2,B,Case study,2,Q2,3,Question,"Inputs, processes and outputs are the key elements of an operations system.
Distinguish between the processes of a manufacturing business and the processes at Maxi Mini Golf,
a service business.",,6
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU4AS1,VCEBMU4AS2",VCEBM25ERB,VCEBM25EQB3,B,Case study,3,Q3,4,Question,"Describe how Norma Griggs could use Locke and Latham's Goal Setting Theory to motivate the
employees who remain at Maxi Mini Golf at the end of 2025.",,7
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU4AS1,VCEBMU4AS2",VCEBM25ERB,VCEBM25EQB4,B,Case study,4,Q4,4,Question,"Describe the way in which the principles of Senge's Learning Organisation could support the process of
change at Maxi Mini Golf.",,8
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU4AS1,VCEBMU4AS2",VCEBM25ERB,VCEBM25EQB5,B,Case study,5,Q5,6,Question,"Norma Griggs uses a consultative management style. Evaluate this management style given the nature
of the tasks that need to be completed at Maxi Mini Golf by the end of 2025.",,9
Business and Economics,Business Management,,,Year 12,Final Exam,Exam Questions,2025,"VCEBMU4AS1,VCEBMU4AS2",VCEBM25ERB,VCEBM25EQB6,B,Case study,6,Q6,6,Question,"Explain how Norma Griggs could have applied the key principles of Lewin's Force Field Analysis theory
before deciding to have six new golf holes designed and installed.
Extra space for responses
Clearly number all responses in this space.
If you use any additional Question and Answer Books to complete your responses, write your student
number on the front cover. At the end of the examination, place the additional Question and Answer
Books inside the front cover of the first Question and Answer Book.
Victorian Curriculum and Assessment Authority 2025",,10
