SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KS,Activity,Bullet,"Watch, analyse and discuss videos about the development of business ideas, entrepreneurship and innovation; for example, Small Business Secrets.",,,,11
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KS,Activity,Bullet,"View, analyse and discuss case studies about innovators and innovative thought on Ted Talks.",,,,12
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KS,Activity,Bullet,Research online for innovators and analyse the relationship between the business opportunities they take advantage of and the development of the business concept.,,,,13
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,Activity,Bullet,Individually research innovators and combine this to create a class gallery of a range of innovators. Post these on the wall; then as a class determine the skills and characteristics business innovators have in common.,,,,14
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KS,Activity,Bullet,Use a double bubble map to compare the characteristics and decision-making of two entrepreneurs operating in the same or similar industries and producing similar products.,,,,15
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,Activity,Bullet,"Develop a questionnaire to be used to interview local small business owners about the reasons behind starting up their businesses, as well as the challenges they faced doing this. Complete a summarised report or PowerPoint presentation on the findings.",,,,16
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,Activity,Bullet,Devise and conduct a market research survey for a potential innovation to determine whether it could be successful.,,,,17
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,Activity,Bullet,"Interview the owner of a business to determine how they developed their business idea, their personal motivation behind starting the business, the goal setting undertaken, and how they approached initial market research and feasibility studies.",,,,18
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,Activity,Bullet,Arrange an excursion or incursion with a local business owner or entrepreneur to understand how and why they developed their business ideas and the methods used at the establishment phase of the business.,,,,19
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KS,Activity,Bullet,"Watch, analyse and discuss videos about market research and initial feasibility studies, including 'how-to' and case studies.",,,,20
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,Activity,Bullet,Conduct a market research survey and feasibility study into a small business idea.,,,,21
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,Activity,Bullet,Draw a concept map showing the different contributions businesses make to the economic and social wellbeing of a nation.,,,,22
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,Activity,Bullet,Research and prepare a fact sheet showing local council grants and other support programs available to support businesses in the local area.,,,,23
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,Activity,Bullet,Conduct a class debate about whether more funding should be provided by the government to develop a culture of business innovation and entrepreneurship in Australia. Include details about specific areas the funding should be best directed.,,,,24
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExample,Paragraph,Developing a business idea,,,,25
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Paragraph,Introductory icebreaker innovation puzzles 'Think outside the square',,,,26
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Paragraph,The nine dot problem - Think outside the square,,,,27
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Paragraph,Below are nine dots arranged in three rows. The challenge is to draw four straight lines that go through the middle of all of the dots without taking the pencil off the paper. Each line needs to start where the last line finishes off.,,,,28
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExample,Paragraph,Double bubble map - comparing the characteristics of two entrepreneurs,,,,29
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Paragraph,Outline of task,,,,30
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Paragraph,"Working independently or in small groups, students use a double bubble map to compare the characteristics of two entrepreneurs.",,,,31
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Paragraph,Resources required,,,,32
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Bullet,"Printed (A3 or A4) or digital version of a double bubble map (free printable templates can be found using a search engine or a digital version can be created in PowerPoint or Google Slides using shapes). Alternatively, students can construct the double bubble map freehand.",,,,33
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Bullet,Case study materials for two entrepreneurs. Teacher can source these materials or students can select their own entrepreneurs to research.,,,,34
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Bullet,Three different coloured pens.,,,,35
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Paragraph,Process,,,,36
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Bullet,Place the names of each entrepreneur in the two adjacent central bubbles.,,,,37
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Bullet,Add bubbles between the two entrepreneurs to capture the characteristics that are common to both (similarities) and use one colour for all the similarities.,,,,38
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Bullet,Add bubbles on the outer extremities of each entrepreneur to capture the characteristics that are unique to each entrepreneur. Use difference colours to record the difference.,,,,39
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Bullet,Share with the class or create a gallery walk.,,,,40
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,Area of Study 1 - The business idea,Outcome 1,VCEBMU1AS1O1KK,DetailedExampleStep,Paragraph,Image description,,,,41
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,,,OutcomeHeading,Outcome 2,,,,1
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,,,OutcomeDescription,On completion of this unit the student should be able to describe the internal business environment and analyse how factors from within it may affect business planning.,,,,2
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,,,SectionHeading,Examples of learning activities,,,,3
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,Develop a glossary of key business management terms.,,,,4
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,Activity,Bullet,"Analyse a list of businesses and categorise each according to legal structure (sole trader, partnership, private limited company, publicly listed company) and business model (online business, bricks and mortar, social enterprise, franchise, importer and exporter).",,,,5
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,"Prepare and give a presentation about a type of legal business structure, detailing the features, advantages and disadvantages of operating through this type of structure.",,,,6
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,Brainstorm and categorise real-world examples of businesses using the different business models.,,,,7
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,Construct an infographic demonstrating the characteristics of a selected business model and create a gallery of infographics for different business models.,,,,8
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,Construct a table depicting the advantages and disadvantages of establishing a business from scratch as opposed to purchasing an existing business.,,,,9
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,Activity,Bullet,"Invite a small business manager to discuss their experiences of establishing their own small business, and the opportunities and challenges they encountered. Discuss whether the costs and benefits of establishing a new business might have outweighed those of purchasing an existing business.",,,,10
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,Activity,Bullet,"Identify a local business and list all the resources that this business requires in order to operate. Classify these resources into three columns: natural (the resource comes from the earth, sea or air), labour (requires humans in certain tasks or jobs), and capital (goods made and used to produce other goods and services).",,,,11
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,"Construct a detailed plan of a local shopping centre, outlining where each of the businesses is located. Analyse this plan to determine the reasons behind the locations of these businesses, and whether the location choices are the most appropriate for each of these businesses.",,,,12
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,"Select a business model and construct a profile of a real-life business that is using this model successfully. Include other key knowledge such as the business structure, whether the business was existing or established new, business resource needs, location and corporate social responsibility considerations.",,,,13
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,Construct a table outlining the sources of finance available to establish a business and the advantages and disadvantages of each financing model.,,,,14
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,Invite a small business advisor from one of the banks or from a Community Information and Support hub to discuss the important decision-making and planning steps necessary to increase the likelihood of business success. Use the results to produce an educational pamphlet,,,,15
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,"Use the Business Victoria homepage to investigate the support services provided to small businesses at a local, state or national level. Produce a pamphlet or website explaining these support services to small business owners.",,,,16
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,"Research the Business Victoria homepage and the information it provides on 'Checklists for starting a business, support for your business, writing a business plan and setting up a business'. Produce a pamphlet or infographic summarising the information.",,,,17
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,Conduct a SWOT analysis on a real business or a fictional business concept. Produce a set of five proposals designed to capitalise on the opportunities and overcome the threats identified.,,,,18
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,Construct a concept map to detail the role of different business support services during the planning phase of a business.,,,,19
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,Activity,Bullet,Watch and analyse videos about the steps involved in planning a business.,,,,20
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,Interview a business operator about the step-by-step planning they had to undertake in order to get financial approval. Display this information as a flowchart or timeline of key tasks to be completed to successfully create a detailed business plan. Analyse this chart and identify whether there might be a more efficient and effective way of completing the same operations.,,,,21
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,Construct a business plan for a fictional e-commerce business outlining their goods or services and the steps involved in fulfilling an order. Create an outline of a website the business might trade through.,,,,22
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,Activity,Bullet,Create a 10-minute instructional video or podcast showing the steps that must be taken by an aspiring business owner to successfully plan a business. Cover all necessary factors from the internal environments.,,,,23
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,Activity,Bullet,Watch business videos to analyse examples of business planning. Identify and discuss the common causes of business success and failure and how these could be considered in the planning stage.,,,,24
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,Activity,Bullet,Research business channels and media and identify corporate social responsibility issues facing business managers.,,,,25
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,Activity,Bullet,Analyse business case studies (written or on video) to weigh up the effect of corporate social responsibility considerations on business planning.,,,,26
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,DetailedExample,Paragraph,Develop a business profile,,,,27
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,DetailedExampleStep,Paragraph,"The aim of this activity is for students to apply their understanding of the internal business environment by analysing the planning and decision-making of a real business example of their choice, through constructing a business profile or considering a business that has adopted a specific model, such as online, bricks-and-mortar or franchise.",,,,28
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,DetailedExampleStep,Paragraph,Scope of the task,,,,29
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,DetailedExampleStep,Paragraph,"The scope of this task in your context will be dependent on factors such as time constraints, the teaching and learning program and assessment. This task can be smaller in scope (focused on 1-3 key knowledge dot points, such as business model plus the business type and location) and completed in 3--60 minutes in a workbook or Word / Google Doc. Or the task could be expanded in scope (focused on 4 or more key knowledge dot points) and presented as a PowerPoint/Slides presentation or poster over a longer period of time (2-3 hours).",,,,30
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,DetailedExampleStep,Paragraph,Developing the task,,,,31
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,DetailedExampleStep,Paragraph,Students follow these steps:,,,,32
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,DetailedExampleStep,Bullet,"Select and research a business of interest. The business needs to use one of the following business models: online business, direct-to-consumer business, bricks-and-mortar business, franchise, importer or exporter.",,,,33
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,DetailedExampleStep,Bullet,"Outline the key facts about the business, such as name, owner(s), the year it was established and the goods or services sold. The logo and other distinctive aspects such as the motto, vision and mission or website link may be included.",,,,34
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,DetailedExampleStep,Bullet,Outline the type of business it is (business structure).,,,,35
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,DetailedExampleStep,Bullet,"Describe the key features and characteristics of the business, with reference to the business model it has adopted.",,,,36
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,DetailedExampleStep,Bullet,Optional: discuss the advantages and disadvantages of this business model.,,,,37
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,DetailedExampleStep,Bullet,Identify the location of the business and describe the factors affecting the choice of location.,,,,38
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KK,DetailedExampleStep,Paragraph,"To expand this task, students can:",,,,39
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,DetailedExampleStep,Bullet,"Identify the resource needs (natural, labour and capital) and describe the factors affecting the use of resources by the business.",,,,40
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,DetailedExampleStep,Bullet,Analyse the relationship between the internal and external environment of the business.,,,,41
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,DetailedExampleStep,Bullet,"Apply a SWOT analysis to determine the strengths, weaknesses, opportunities and threats associated with planning and decision-making.",,,,42
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,Area of Study 2 - Internal business environment and planning,Outcome 2,VCEBMU1AS2O2KS,DetailedExampleStep,Bullet,Identify and describe corporate responsibility considerations related to planning for the business.,,,,43
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,,,OutcomeHeading,Outcome 3,,,,1
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,,,OutcomeDescription,On completion of this unit the student should be able to describe the external environment of a business and explain how the macro and operating factors within it may affect business planning.,,,,2
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,,,SectionHeading,Examples of learning activities,,,,3
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KK,Activity,Bullet,Develop a glossary of key business management terms.,,,,4
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KK,Activity,Bullet,Create a word wall in the classroom of key business management terms.,,,,5
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KK,Activity,Bullet,Investigate case studies of businesses affected by macro and operating factors from the external environment.,,,,6
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KS,Activity,Bullet,"Apply 'Predict, Observe, Explain' thinking on a range of news headlines, predicting the impact of these macro factors on a number of different businesses; then observe how the businesses actually respond over the ensuing weeks.",,,,7
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KK,Activity,Bullet,"Interview a chief executive officer or business owner, or organise guest speakers, and investigate how business owners plan for and respond to changing macro and operating factors.",,,,8
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KK,Activity,Bullet,Use DeBono's Direct Attention Thinking tools as a framework to consider the consequences of macro and operating factors on business planning. Propose strategies to respond to them.,,,,9
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KS,Activity,Bullet,Watch videos about businesses and discuss whether their business decisions were an efficient and effective response to the macro and operating factors they faced.,,,,10
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KK,Activity,Bullet,"Use the jigsaw cooperative learning strategy to encourage cooperative learning. One group of students is nominated to become specialists / masters in analysing one of the macro factors, such as economic conditions, so that they can give advice to the class about how to strategically position a business for the future.",,,,11
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KK,Activity,Bullet,"In groups, use a real or hypothetical business to analyse one of the macro or operating factors, such as global considerations concerning overseas markets, exchange rates, patenting, copyrights, trademarks or online sales. Prepare a PowerPoint or Prezi presentation on how this factor would affect a designated business",,,,12
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KK,Activity,Bullet,"Write a detailed research essay; for example, on the topic of how legal and government regulations affect businesses in the planning stage.",,,,13
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KK,Activity,Bullet,Create a concept map that outlines how businesses are affected by macro and operating factors.,,,,14
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KK,Activity,Bullet,Construct a flowchart of how a business responds to a variety of macro and operating factors.,,,,15
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KS,Activity,Bullet,"Using DeBono's six thinking hats, analyse how increasing online sales is affecting Australian businesses.",,,,16
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KK,Activity,Bullet,"Research websites such as the Australian Bureau of Statistics and the Reserve Bank of Australia and create online graphs for interest rates, business confidence and consumer confidence levels over time to determine whether there is a pattern between the data. Explain / hypothesise the reason for this pattern.",,,,17
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KS,Activity,Bullet,"Analyse case studies relating to patents, trademarks and / or design on the IP Australia website",,,,18
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,Area of Study 3 - External business environment and planning,Outcome 3,VCEBMU1AS3O3KS,Activity,Bullet,"Use a double bubble map to compare and contrast how two real-life competing businesses respond to macro factors; for example, Woolworths versus Coles, Apple versus Samsung, Netflix versus Binge",,,,19
