SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,SectionName,QuestionNumber,QuestionLabel,Marks,ContentType,Content,StimulusSource,Sequence
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2024,"VCELSU4AS1,VCELSU4AS2",VCELS24ERB,VCELS24EQB2,B,Section B,2,Q2,19,Question,"Environmental emissions' have become a significant political and legal issue for governments of the
world, including in Australia. In 2016, the Australian Government ratified the United Nations Framework
Convention on Climate Change (The Paris Agreement). As part of this commitment, the Australian
Government has adopted the National Electric Vehicle Strategy, to reduce emissions and increase the
uptake of electric vehicles.
'emissions - substances such as gas or fumes sent out into the air
Source
Some Victorians have expressed concerns about the increased use of electric vehicles. As one
commentator has suggested:
While a shift to electric vehicles will deliver many environmental and health benefits,
they .. still drive on roads. It is only right then that electric vehicles make a fair
contribution to pay for the roads they rely on - similar to that paid by petrol and diesel
vehicle owners.
Source: Adrian Dwyer, The Age, 1 December 2020 <https://www.theage.com.au/national/victoria/electric-vehicle-charge-a-positive-step-to-
modernising-road-funding-20201201-p56jg8.html>
Source
In July 2021, the Victorian Parliament passed the Zero and Low Emission Vehicle Distance-based
Charge Act 2021 (Vic). This Act required registered owners of electric and hybrid vehicles to record
the number of kilometres travelled each year on public roads and report it to VicRoads. Owners S,
were then charged per kilometre travelled.
The Hon. Tim Pallas, in his second reading speech to Parliament in the Legislative Assembly, :
explained the reason for the charge:
Most Australian drivers pay fuel excise? when they fill up their vehicle with
petrol, diesel or liquified petroleum gas (LPG). Fuel excise is an important @
. L .
source of revenue that contributes to building and maintaining our roads as
the Commonwealth redistributes some of this revenue to state and territory
governments ..
EVs [electric vehicles] . . do not contribute to the costs of [the] road network ..
ZLEV [zero and low emission vehicle] owners pay little or no fuel excise, but
they still use the roads.
The reforms introduced in this Bill ensure all motorists contribute their fair share
to the cost of funding Victorian roads ..
Source: Adapted from Parliament of Victoria, Parliamentary Debates, Legislative Assembly, 18 March 2021, p.1183 (Tim Pallas, Treasurer)
2excise - a tax levied on certain goods and commodities produced or sold within a country
Source
In the case of Vanderstock v Victoria [2023] HCA 30, Chris Vanderstock and Kathleen Davies
launched a High Court challenge against the State of Victoria. The plaintiffs were financially
supported by the Commonwealth Government in their action. The defendant was joined by each of
the state and territory governments.
The plaintiffs argued that the Victorian Parliament did not have the constitutional authority to
impose an 'excise' on ZLEV drivers for using public roads, as charged in the Zero and Low
Emission Vehicle Distance-based Charge Act 2021 (Vic). They argued that section 90 of the
Australian Constitution states that the power to impose duties of excise is an exclusive power of the
Commonwealth Parliament.
The defendants argued that the Victorian legislation was not an 'excise', but rather
tax', based on the use of public roads. They argued that the High Court had, in numerous cases
over the decades, ruled that a consumption tax is not an excise.
In October 2023, in a majority (4:3) decision, the High Court ruled in favour of the plaintif s, and
declared the tax imposed by the legislation to be invalid because it was an excise. In a separate
dissenting judgement, Justice Gordon declared 'Constitutionally, | cannot agree ... because it is
not construing the text of the Constitution; instead, it amends the Constitution and .. [gives] to the
Commonwealth an exclusive unbounded class of taxation . . For many decades, this Court has
held that a tax on the use of goods - a usage consumption tax - is not a duty of excise ...'
Source: Adapted from Vanderstock v Victoria [2023] HCA 30",,10
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2024,"VCELSU4AS1,VCELSU4AS2",VCELS24ERB,VCELS24EQB2,B,Section B,2a,Q2a,3,SubQuestion,"Explain how international pressures to change the law can affect the ability of
'E parliament to make laws relating to zero- and low-emission vehicles.",,11
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2024,"VCELSU4AS1,VCELSU4AS2",VCELS24ERB,VCELS24EQB2,B,Section B,2b,Q2b,3,SubQuestion,"Explain one role of the lower house of the Victorian Parliament in making the Zero and
Low Emission Vehicle Distance-based Charge Act 2021 (Vic).",,12
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2024,"VCELSU4AS1,VCELSU4AS2",VCELS24ERB,VCELS24EQB2,B,Section B,2c,Q2c,6,SubQuestion,"Inthe case of Vanderstock v Victoria, the High Court considered the law-making
powers of both the Commonwealth Parliament and the State Parliament of Victoria.
Explain the law-making powers of the Commonwealth and state parliaments.",,13
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2024,"VCELSU4AS1,VCELSU4AS2",VCELS24ERB,VCELS24EQB2,B,Section B,2d,Q2d,3,SubQuestion,"Is the majority ruling in Vanderstock v Victoria an example of judicial activism or
judicial conservatism? Justify your answer.",,14
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2024,"VCELSU4AS1,VCELSU4AS2",VCELS24ERB,VCELS24EQB2,B,Section B,2e,Q2e,4,SubQuestion,"Analyse the importance of costs as a factor that should have been considered by
the plaintiffs, Chris Vanderstock and Kathleen Davies, before they initiated this
civil action.",,15
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,,A,Section A,,,40,Header,Section A: Section A,,1
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,,A,Section A,,,,SubHeader,Instructions,,2
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,,A,Section A,,,,Instruction,Answer all questions in the spaces provided.,,3
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,,A,Section A,,,,Instruction,Write your responses in English.,,4
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,VCELS25EQA1,A,Section A,1,Q1,2,Question,"Outline one reason why the County Court of Victoria may not be bound by a precedent set by the
Supreme Court of Victoria.",,5
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,VCELS25EQA2,A,Section A,2,Q2,7,Question,"Grant has been charged with two counts of aggravated assault after stabbing Andy in
a fight, and one charge of threatening to harm Andy's friend Maya. Grant's lawyer has
suggested to Grant that he enter into plea negotiations with the prosecution.
Andy is experiencing ongoing physical and mental health issues as a result of the alleged
assault and is suing Grant for compensation for pain and suffering.",,6
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,VCELS25EQA2,A,Section A,2a,Q2a,3,SubQuestion,Explain one purpose of plea negotiations in Grant's criminal case.,,7
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,VCELS25EQA2,A,Section A,2b,Q2b,4,SubQuestion,"Compare the roles of the prosecution in the criminal case and the plaintiff in the
civil case. ",,8
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,VCELS25EQA3,A,Section A,3,Q3,5,Question,"The express protection of rights in the Australian Constitution is an effective check on parliament
in law-making.
Discuss the extent to which you agree with this statement.",,9
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,VCELS25EQA4,A,Section A,4,Q4,9,Question,"The 1967 referendum about First Nations Peoples was the most successful in
Australia's history.",,10
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,VCELS25EQA4,A,Section A,4a,Q4a,2,SubQuestion,"Outline the role of the Commonwealth Parliament in the referendum process to
amend the Australian Constitution. ",,11
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,VCELS25EQA4,A,Section A,4b,Q4b,3,SubQuestion,Explain one factor that contributed to the success of the 1967 referendum. ,,12
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,VCELS25EQA4,A,Section A,4c,Q4c,4,SubQuestion,"Explain the impact of the 1967 referendum on the law-making powers of the
Commonwealth Parliament. ",,13
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,VCELS25EQA5,A,Section A,5,Q5,7,Question,"Parliament and courts are both important law-making institutions in the Australian legal system.
Analyse the relationship between these bodies in law-making.",,14
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU3AS1,VCELSU3AS2",VCELS25ERA,VCELS25EQA6,A,Section A,6,Q6,10,Question,"The Victorian civil justice system uses a variety of dispute resolution methods to resolve civil disputes
and uphold the principles of justice.
Evaluate the effectiveness of dispute resolution methods in achieving these principles.
End of Section",,15
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,,B,Section B,,,40,Header,Section B: Section B,,1
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,,B,Section B,,,,SubHeader,Instructions,,2
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,,B,Section B,,,,Instruction,Answer all questions in the spaces provided.,,3
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,VCELS25EQB1,B,Section B,1,Q1,22,Question,"Source
Emma rented a property in Valley Springs. Following a report to police from a member of the public,
the property was placed under surveillance by the police.
During the surveillance operation, it was noted that there was an unusual pattern and frequency of
visitors to the property - all of which was recorded.
Police obtained and executed a search warrant on the property, where they found more than 300
cannabis plants at various stages of maturity. Emma had made modifications to the rear of the
property to enable the plants to be cultivated and processed for sale.
Emma was arrested and taken to the Valley Springs Police Station for questioning. She received
an official police caution. Emma had studied Legal Studies at school and remembered some of
the terminology. She was aware of something called 'the presumption of innocence' and chose to
exercise her right to silence.
Emma was charged with category 2 offences - cultivating a commercial quantity of drugs and
trafficking a commercial quantity of drugs. She was found guilty of both offences in the County Court
and is awaiting sentence. For category 2 offences, courts must impose a sentence of imprisonment
if the offender was aged 18 or over when they committed the offence, unless the offender has
impaired mental functioning or has assisted the authorities.
All of Emma's assets were seized as the proceeds of crime.
Source
Agu and Kim, the owners of the property where Emma was carrying out her illegal drug operation,
were devastated. As victims of crime, they consulted a community legal centre (CLC) to find out
what rights they would have in the criminal case against Emma, and to seek general advice in
relation to a possible civil claim.
Agu and Kim filed an insurance claim with their insurer; however, the company has since cancelled
their policy and denied their claim due to the following clause in their contract:
'The insurer reserves the right to cancel this policy immediately if the insured or
any person occupying the insured property is found to be involved in illegal activity.
Furthermore, the insurer will not be liable to pay for any loss, damage or liability arising
directly or indirectly from activities deemed illegal under the law
Agu and Kim have been advised that due to extensive damage caused by Emma's modifications,
the house will need to be demolished. They are considering suing Emma for losses they have
suffered due to her illegal activities, including the cost of demolishing and rebuilding their property,
and the loss of rental income.

Source
Drugs, Poisons and Controlled Substances Act 1981 (Vic)
72A Cultivation of narcotic plants-commercial quantity
A person who, without being authorized by or licensed under this Act or the regulations
to do so, cultivates or attempts to cultivate a narcotic plant in a quantity of a drug of
dependence, being a narcotic plant, that is not less than the commercial quantity
applicable to that narcotic plant is guilty of an indictable offence and liable to level
imprisonment (25 years maximum).
Note
An offence against this section is a category 2 offence under the Sentencing Act 1991.
Source: Drugs, Poisons and Controlled Substances Act 1981 (Vic), Victorian Legislation,
<www.legislation.vic.gov.au/in-force/acts/drugs-poisons-and-controlled-substances-act-1981/141>",,4
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,VCELS25EQB1,B,Section B,1a,Q1a,5,SubQuestion,"Emma exercised her right to silence.
Explain what is meant by the 'right to silence' and how it upholds the presumption of
innocence.",,5
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,VCELS25EQB1,B,Section B,1b,Q1b,5,SubQuestion,"Discuss the ability of community legal centres (CLCs) to provide access to the justice
system for Agu and Kim, as victims of crime.",,6
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,VCELS25EQB1,B,Section B,1c,Q1c,4,SubQuestion,"Explain the type of sanction that the judge will impose in this case and one factor that
the judge will likely consider in sentencing.",,7
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,VCELS25EQB1,B,Section B,1d,Q1d,3,SubQuestion,"Explain one enforcement issue that Agu and Kim should consider before initiating
their civil claim against Emma.",,8
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,VCELS25EQB1,B,Section B,1e,Q1e,5,SubQuestion,"Agu and Kim are seeking damages from Emma.
Discuss the extent to which damages could achieve their purposes in this case. ",,9
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,VCELS25EQB2,B,Section B,2,Q2,18,Question,"The Victorian Charter of Human Rights and Responsibilities protects the rights of Victorians to
assemble peacefully - that is, to gather for a common purpose, such as to protest or meet.
Under section 6 of the Summary Offences Act 1966 (Vic), police and protective service officers have
the power to direct a person in a public place to 'move on' or leave the public place, but only in limited
circumstances. This power to 'move on' does not apply in relation to a person who is demonstrating or
protesting in public.
Recently, individuals and groups have called for greater control over the way in which demonstrations
are conducted.
Source
In a radio interview on 3AW with broadcaster Tom Elliott, Victorian Leader of the Opposition Brad
Battin called for the reintroduction of more extensive move-on laws, which were repealed by the
Andrews government in 2015. These laws would allow Victoria Police to move protestors on if they are
obstructing public access or causing a public nuisance. The following is an extract of the transcript of
the interview.
Tom Elliott: 	 Will you impose, perhaps, a permit system or some way of limiting protests so we
don't have to have 80 of them in a row?
Brad Battin: 	I think the most important thing here is to reintroduce our move-on laws and maybe
toughen them as well. But the focus needs to be that if someone wants to go to work,
go into a business legally, go about their normal day, then they shouldn't be disrupted
by protestors. And that includes driving down a road. Move-on laws can be put back
in place to fix that. If you start to make people get out of the way for people going
about their legal duties, then those protestors will have nowhere to protest for that.
Give them a right to protest, but they don't need to block everyone going about their
legal duties ... Let's make sure the police have the powers to move people on. That
will clear the streets, get people out of the way, and let you get back around your
normal day.
Source: Adapted from T Elliott, 'Opposition leader Brad Battin outlines his ""number one priority"" if elected in 2026', radio broadcast excerpt,
3AW Melbourne, 21 January 2025, <www.3aw.com.au/opposition-leader-brad-battin-outlines-his-number-one-priority-if-elected-in-2026>

Source
The following media release was published by the Greens political party on its website. At the time
of publication, the Greens political party held the balance of power in the Senate, holding 11 of the
76 Senate seats.
Greens push back with plan for national laws to protect the right to protest
Following attacks on the right to protest in jurisdictions around the country, the Greens will bring
national law to [the Commonwealth] Parliament to enshrine the right to protest in Australian law
'The right to protest is under assault in states and territories across the country with real impacts on
democracy and the ability to demand changes to unjust laws and policies.
'Our bill is an attempt to rebalance the scales towards justice,' Senator Shoebridge said.
Source: Adapted from Australian Greens media release, 20 December 2022,
<https://greens.org.au/news/media-release/greens-push-back-plan-national-laws-protect-right-protest>
Source
The following is an extract from The Age newspaper.
Protest too much: City leaders call out demonstration disruption
Leading candidates for Melbourne's lord mayoral race have joined calls by CBD business owners
and residents for better management of public demonstrations to reduce the disruption caused by
weekly protests and potential damage to the city's international reputation.
'I strongly support people's right to protest,' said Reece, who is serving as a stand-in lord mayor
before this month's local government elections. 'I also recognise that after 52 weeks of protests, the
disruption is significant. I am particularly worried about small businesses in the city which rely on
weekend trade to make ends meet.'
Source: Adapted from C Le Grand, 'Protest too much: City leaders call out demonstration disruption', The Age, 14 October 2024,
<www.theage.com.au/national/victoria/protest-too-much-city-leaders-call-out-demonstration-disruption-20241013-p5khum.html>
Source
The following letter to the editor appeared in an online newspaper.
Online letter to the editor
The Victorian Chamber of Commerce has called for a specific space for protest activities that would
not impede on allowing small businesses to trade. I think this is a fantastic idea. It would serve the
interests of both the community and the protesters. While I am sympathetic to the cause of many of
these protests, I am sick and tired of the impact on my daily commute. And if I know there is going to
be a protest in the city, I will avoid going in, which I know affects small-business owners.
Bill from Brunswick",,10
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,VCELS25EQB2,B,Section B,2a,Q2a,3,SubQuestion,Explain one reason why laws relating to public protests may need to be reformed. ,,11
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,VCELS25EQB2,B,Section B,2b,Q2b,4,SubQuestion,"Explain the impact that section 109 of the Australian Constitution will have on state
protest laws if both the Commonwealth Parliament and the Victorian Parliament
legislate on public protests. ",,12
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,VCELS25EQB2,B,Section B,2c,Q2c,5,SubQuestion,Analyse the role of the media in influencing law reform relating to protests.,,13
Business and Economics,Legal Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCELSU4AS1,VCELSU4AS2",VCELS25ERB,VCELS25EQB2,B,Section B,2d,Q2d,6,SubQuestion,"Discuss one factor that may affect the ability of parliament to reform laws relating to
protests.",,14
