SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,ContentCode,ContentType,StreamHeader,ContentHeader,ContentDescription,Elaboration,Sequence
Science,Biology,Year 11,Unit 1,VCEBIU1AS3,,Area of Study 3 - How do scientific investigations develop understanding of how organisms regulate their functions?,VCEBIU1AS3HDSID02,Descriptor,,How do scientific investigations develop understanding of how organisms regulate their functions?,"In this area of study students adapt or design and then conduct a scientific investigation to generate appropriate qualitative and/or quantitative data, organise and interpret the data, and reach a conclusion in response to the research question.",,3
Science,Biology,Year 11,Unit 1,VCEBIU1AS3,,Area of Study 3 - How do scientific investigations develop understanding of how organisms regulate their functions?,VCEBIU1AS3HDSID03,Descriptor,,How do scientific investigations develop understanding of how organisms regulate their functions?,The student-adapted or student-designed scientific investigation relates to knowledge and skills developed in Area of Study 1 and/or Area of Study 2.,,4
Science,Biology,Year 11,Unit 1,VCEBIU1AS3,,Area of Study 3 - How do scientific investigations develop understanding of how organisms regulate their functions?,VCEBIU1AS3HDSID04,Descriptor,,How do scientific investigations develop understanding of how organisms regulate their functions?,"On completion of this unit the student should be able to adapt or design and then conduct a scientific investigation related to function and/or regulation of cells or systems, and draw a conclusion based on evidence from generated primary data.",,5
Science,Biology,Year 11,Unit 1,VCEBIU1AS3,,Area of Study 3 - How do scientific investigations develop understanding of how organisms regulate their functions?,VCEBIU1AS3HDSID05,Descriptor,,How do scientific investigations develop understanding of how organisms regulate their functions?,To achieve this outcome the student will draw on key knowledge outlined in Area of Study 3 and the related key science skills on pages 7–8 of the study design.,,6
Science,Biology,Year 11,Unit 1,VCEBIU1AS3,,Area of Study 3 - How do scientific investigations develop understanding of how organisms regulate their functions?,VCEBIU1AS3HDSID06,Descriptor,,How do scientific investigations develop understanding of how organisms regulate their functions?,"For each outcome, at least one task selected from:",,7
Science,Biology,Year 11,Unit 1,VCEBIU1AS3,,Area of Study 3 - How do scientific investigations develop understanding of how organisms regulate their functions?,VCEBIU1AS3HDSID07,Descriptor,,How do scientific investigations develop understanding of how organisms regulate their functions?,"If multiple tasks are selected for Outcome 1 and/or Outcome 2, they must be different.",,8
Science,Biology,Year 11,Unit 1,VCEBIU1AS3,,Area of Study 3 - How do scientific investigations develop understanding of how organisms regulate their functions?,VCEBIU1AS3HDSID07,Elaboration,,How do scientific investigations develop understanding of how organisms regulate their functions?,,The same task cannot be selected more than once across Outcomes 1 and 2.,9
Science,Biology,Year 11,Unit 1,VCEBIU1AS3,,Area of Study 3 - How do scientific investigations develop understanding of how organisms regulate their functions?,VCEBIU1AS3HDSID08,Descriptor,,How do scientific investigations develop understanding of how organisms regulate their functions?,For Outcome 3,,10
Science,Biology,Year 11,Unit 1,VCEBIU1AS3,,Area of Study 3 - How do scientific investigations develop understanding of how organisms regulate their functions?,VCEBIU1AS3HDSID09,Descriptor,,How do scientific investigations develop understanding of how organisms regulate their functions?,"Practical work is a central component of learning and assessment and may include activities such as laboratory experiments, fieldwork, simulations, modelling and other direct experiences as described in the scientific investigation methodologies on pages 9 and 10.",,11
Science,Biology,Year 11,Unit 1,VCEBIU1AS3,,Area of Study 3 - How do scientific investigations develop understanding of how organisms regulate their functions?,VCEBIU1AS3HDSID09,Elaboration,,How do scientific investigations develop understanding of how organisms regulate their functions?,,A minimum of ten hours of class time should be devoted to student practical activities and scientific investigations across Areas of Study 1 and 2.,12
Science,Biology,Year 11,Unit 1,VCEBIU1AS3,,Area of Study 3 - How do scientific investigations develop understanding of how organisms regulate their functions?,VCEBIU1AS3HDSID09,Elaboration,,How do scientific investigations develop understanding of how organisms regulate their functions?,,"For Area of Study 3, a minimum of seven hours of class time should be devoted to undertaking, and communicating findings of, the student-adapted or student-designed scientific investigation.",13
Science,Biology,Year 11,Unit 2,VCEBIU2AS12,,,,UnitHeader,,Unit 2: How does inheritance impact on diversity?,,,0
Science,Biology,Year 11,Unit 2,VCEBIU2AS12,,,,Paragraph,,Unit 2: How does inheritance impact on diversity?,"In this unit students explore reproduction and the transmission of biological information from generation to generation and the impact this has on species diversity. They apply their understanding of chromosomes to explain the process of meiosis. Students consider how the relationship between genes, and the environment and epigenetic factors influence phenotypic expression. They explain the inheritance of characteristics, analyse patterns of inheritance, interpret pedigree charts and predict outcomes of genetic crosses.",,1
Science,Biology,Year 11,Unit 2,VCEBIU2AS12,,,,Paragraph,,Unit 2: How does inheritance impact on diversity?,"Students analyse the advantages and disadvantages of asexual and sexual reproductive strategies, including the use of reproductive cloning technologies. They study structural, physiological and behavioural adaptations that enhance an organism's survival. Students explore interdependences between species, focusing on how keystone species and top predators structure and maintain the distribution, density and size of a population. They also consider the contributions of Aboriginal and Torres Strait Islander knowledge and perspectives in understanding the survival of organisms in Australian ecosystems.",,2
Science,Biology,Year 11,Unit 2,VCEBIU2AS12,,,,Paragraph,,Unit 2: How does inheritance impact on diversity?,"A student-directed research investigation into a contemporary ethical issue is to be undertaken in Area of Study 3. The investigation relates to the application of genetic knowledge, reproductive science, inheritance or adaptations and interdependencies beneficial for survival. The investigation draws on key knowledge and key science skills from Area of Study 1 and/or Area of Study 2.",,3
Science,Biology,Year 11,Unit 2,VCEBIU2AS1,,Area of Study 1 - How is inheritance explained?,VCEBIU2AS1HIIE01,Descriptor,,How is inheritance explained?,In this area of study students describe the production of gametes in sexual reproduction through the key events in meiosis.,,1
Science,Biology,Year 11,Unit 2,VCEBIU2AS1,,Area of Study 1 - How is inheritance explained?,VCEBIU2AS1HIIE01,Elaboration,,How is inheritance explained?,,They explore the nature of chromosomes and the use of genetic language to read and interpret patterns of inheritance and predict outcomes of genetic crosses.,2
Science,Biology,Year 11,Unit 2,VCEBIU2AS1,,Area of Study 1 - How is inheritance explained?,VCEBIU2AS1HIIE02,Descriptor,,How is inheritance explained?,"Students explain how a characteristic or trait can be influenced by one gene, many genes acting together, and genes interacting with external environmental or epigenetic factors.",,3
Science,Biology,Year 11,Unit 2,VCEBIU2AS1,,Area of Study 1 - How is inheritance explained?,VCEBIU2AS1HIIE02,Elaboration,,How is inheritance explained?,,"They apply their genetic knowledge to analyse pedigree charts, determine patterns of inheritance and predict outcomes of genetic crosses.",4
Science,Biology,Year 11,Unit 2,VCEBIU2AS1,,Area of Study 1 - How is inheritance explained?,VCEBIU2AS1HIIE03,Descriptor,,How is inheritance explained?,"On completion of this unit the student should be able to explain and compare chromosomes, genomes, genotypes and phenotypes, and analyse and predict patterns of inheritance.",,5
Science,Biology,Year 11,Unit 2,VCEBIU2AS1,,Area of Study 1 - How is inheritance explained?,VCEBIU2AS1HIIE04,Descriptor,,How is inheritance explained?,To achieve this outcome the student will draw on key knowledge outlined in Area of Study 1 and the related key science skills on pages 7–8 of the study design.,,6
Science,Biology,Year 11,Unit 2,VCEBIU2AS2,,Area of Study 2 - How do inherited adaptations impact on diversity?,VCEBIU2AS2HDIAI01,Descriptor,,How do inherited adaptations impact on diversity?,In this area of study students analyse the advantages and disadvantages of asexual and sexual reproduction and investigate the use and application of reproductive cloning technologies.,,1
Science,Biology,Year 11,Unit 2,VCEBIU2AS2,,Area of Study 2 - How do inherited adaptations impact on diversity?,VCEBIU2AS2HDIAI01,Elaboration,,How do inherited adaptations impact on diversity?,,"Students explore the biological importance of genetic diversity and the structural, physiological and behavioural adaptations that enable species to survive in an ecosystem.",2
Science,Biology,Year 11,Unit 2,VCEBIU2AS2,,Area of Study 2 - How do inherited adaptations impact on diversity?,VCEBIU2AS2HDIAI02,Descriptor,,How do inherited adaptations impact on diversity?,"Students explore the interdependencies between species, including the importance and impact of keystone species and top predators.",,3
Science,Biology,Year 11,Unit 2,VCEBIU2AS2,,Area of Study 2 - How do inherited adaptations impact on diversity?,VCEBIU2AS2HDIAI02,Elaboration,,How do inherited adaptations impact on diversity?,,"They consider the contributions of Aboriginal and Torres Strait Islander knowledge and perspectives to the understanding of the adaptations of, and interdependencies between, species in Australian ecosystems.",4
Science,Biology,Year 11,Unit 2,VCEBIU2AS2,,Area of Study 2 - How do inherited adaptations impact on diversity?,VCEBIU2AS2HDIAI03,Descriptor,,How do inherited adaptations impact on diversity?,"On completion of this unit the student should be able to analyse advantages and disadvantages of reproductive strategies, and evaluate how adaptations and interdependencies enhance survival of species within an ecosystem.",,5
Science,Biology,Year 11,Unit 2,VCEBIU2AS2,,Area of Study 2 - How do inherited adaptations impact on diversity?,VCEBIU2AS2HDIAI04,Descriptor,,How do inherited adaptations impact on diversity?,To achieve this outcome the student will draw on key knowledge outlined in Area of Study 2 and the related key science skills on pages 7–8 of the study design.,,6
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS01,Descriptor,,How do humans use science to explore and communicate contemporary bioethical issues?,"In this area of study students explore a contemporary bioethical issue relating to the application of genetic knowledge, reproductive science, inheritance or adaptations and interdependencies beneficial for survival.",,1
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS02,Descriptor,,How do humans use science to explore and communicate contemporary bioethical issues?,"Examples of investigation topics include, but are not limited to: genomic and epigenetic research; cloning for agriculture, horticulture or other purposes; assisted reproductive technologies; prenatal and predictive genetic testing; strategies for maintaining genetic diversity within a species or population; the impact of introduced species; changes to specific keystone species on populations and ecosystems; or the use of biomimicry to solve human challenges or biopiracy of Indigenous knowledge.",,2
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS03,Descriptor,,How do humans use science to explore and communicate contemporary bioethical issues?,"Students may develop a research question related to the applications included above or, in conjunction with their teacher, they may develop their own research question related to Area of Study 1 and/or Area of Study 2.",,3
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS03,Elaboration,,How do humans use science to explore and communicate contemporary bioethical issues?,,"Possible starting points when developing a research question may include stimulus material such as announcements of recent discoveries, an expert’s published point of view, a TED talk or a YouTube presentation, an article from a scientific publication, public concern about an issue, changes in government funding or new government initiatives.",4
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS04,Descriptor,,How do humans use science to explore and communicate contemporary bioethical issues?,"Analysing and synthesising secondary data, students demonstrate and apply their knowledge and relevant key science skills to: explain the biological concepts specific to the identified bioethical issue; consider different perspectives; outline social, economic, legal and/or political factors relevant to the selected issue; choose a position or course of action on the basis of reasoning and reflection; and communicate their findings.",,5
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS05,Descriptor,,How do humans use science to explore and communicate contemporary bioethical issues?,The application of ethical understanding in VCE Biology involves the consideration of approaches to bioethics and ethical concepts.,,6
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS05,Elaboration,,How do humans use science to explore and communicate contemporary bioethical issues?,,Further explanation of these terms can be found in the ‘Terms used in this study’ section on pages 16 and 17.,7
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS06,Descriptor,,How do humans use science to explore and communicate contemporary bioethical issues?,"On completion of this unit the student should be able to identify, analyse and evaluate a bioethical issue in genetics, reproductive science or adaptations beneficial for survival.",,8
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS07,Descriptor,,How do humans use science to explore and communicate contemporary bioethical issues?,To achieve this outcome the student will draw on key knowledge outlined in Area of Study 3 and the related key science skills on pages 7–8 of the study design.,,9
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS08,Descriptor,,How do humans use science to explore and communicate contemporary bioethical issues?,"For each outcome, at least one task selected from:",,10
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS09,Descriptor,,How do humans use science to explore and communicate contemporary bioethical issues?,"If multiple tasks are selected for Outcome 1 and/or Outcome 2, they must be different.",,11
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS09,Elaboration,,How do humans use science to explore and communicate contemporary bioethical issues?,,The same task cannot be selected more than once across Outcomes 1 and 2.,12
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS10,Descriptor,,How do humans use science to explore and communicate contemporary bioethical issues?,For Outcome 3,,13
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS11,Descriptor,,How do humans use science to explore and communicate contemporary bioethical issues?,"Practical work is a central component of learning and assessment and may include activities such as laboratory experiments, fieldwork, simulations, modelling and other direct experiences as described in the scientific investigation methodologies on pages 9 and 10.",,14
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS11,Elaboration,,How do humans use science to explore and communicate contemporary bioethical issues?,,A minimum of ten hours of class time should be devoted to student practical activities and investigations across Areas of Study 1 and 2.,15
Science,Biology,Year 11,Unit 2,VCEBIU2AS3,,Area of Study 3 - How do humans use science to explore and communicate contemporary bioethical issues?,VCEBIU2AS3HDHUS11,Elaboration,,How do humans use science to explore and communicate contemporary bioethical issues?,,"For Area of Study 3, a minimum of seven hours of class time should be devoted to undertaking the investigation and communicating findings.",16
Science,Biology,Year 12,Unit 3,VCEBIU3AS12,,,,UnitHeader,,Unit 3: How do cells maintain life?,,,0
Science,Biology,Year 12,Unit 3,VCEBIU3AS12,,,,Paragraph,,Unit 3: How do cells maintain life?,"In this unit students investigate the workings of the cell from several perspectives. They explore the relationship between nucleic acids and proteins as key molecules in cellular processes. Students analyse the structure and function of nucleic acids as information molecules, gene structure and expression in prokaryotic and eukaryotic cells and proteins as a diverse group of functional molecules. They examine the biological consequences of manipulating the DNA molecule and applying biotechnologies.",,1
Science,Biology,Year 12,Unit 3,VCEBIU3AS12,,,,Paragraph,,Unit 3: How do cells maintain life?,"Students explore the structure, regulation and rate of biochemical pathways, with reference to photosynthesis and cellular respiration. They explore how the application of biotechnologies to biochemical pathways could lead to improvements in agricultural practices.",,2
Science,Biology,Year 12,Unit 3,VCEBIU3AS12,,,,Paragraph,,Unit 3: How do cells maintain life?,"Students apply their knowledge of cellular processes through investigation of a selected case study, data analysis and/or a bioethical issue. Examples of investigation topics include, but are not limited to: discovery and development of the model of the structure of DNA; proteomic research applications; transgenic organism use in agriculture; use, research and regulation of gene technologies, including CRISPR-Cas9; outcomes and unexpected consequences of the use of enzyme inhibitors such as pesticides and drugs; research into increasing efficiency of photosynthesis or cellular respiration or impact of poisons on the cellular respiration pathway.",,3
Science,Biology,Year 12,Unit 3,VCEBIU3AS12,,,,Paragraph,,Unit 3: How do cells maintain life?,The application of ethical understanding in VCE Biology involves the consideration of approaches to bioethics and ethical concepts. Further explanation of these terms can be found in the 'Terms used in this study' section on pages 16 and 17.,,4
Science,Biology,Year 12,Unit 3,VCEBIU3AS12,,,,Paragraph,,Unit 3: How do cells maintain life?,"A student-designed scientific investigation related to cellular processes and/or responses to challenges over time is undertaken in either Unit 3 or Unit 4, or across both Units 3 and 4, and is assessed in Unit 4, Outcome 3. The design, analysis and findings of the investigation are presented in a scientific poster format as outlined on pages 11 and 12.",,5
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,VCEBIU3AS1WIRNA01,Descriptor,,What is the role of nucleic acids and proteins in maintaining life?,In this area of study students explore the expression of the information encoded in a sequence of DNA to form a protein and outline the nature of the genetic code and the proteome.,,1
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,VCEBIU3AS1WIRNA01,Elaboration,,What is the role of nucleic acids and proteins in maintaining life?,,They apply their knowledge to the structure and function of the DNA molecule to examine how molecular tools and techniques can be used to manipulate the molecule for a particular purpose.,2
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,VCEBIU3AS1WIRNA01,Elaboration,,What is the role of nucleic acids and proteins in maintaining life?,,Students compare gene technologies used to address human and agricultural issues and consider the ethical implications of their use.,3
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,VCEBIU3AS1WIRNA02,Descriptor,,What is the role of nucleic acids and proteins in maintaining life?,"On completion of this unit the student should be able to analyse the relationship between nucleic acids and proteins, and evaluate how tools and techniques can be used and applied in the manipulation of DNA.",,4
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,VCEBIU3AS1WIRNA03,Descriptor,,What is the role of nucleic acids and proteins in maintaining life?,To achieve this outcome the student will draw on key knowledge outlined in Area of Study 1 and the related key science skills on pages 7–8 of the study design.,,5
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,,Area of Study 2 - How are biochemical pathways regulated?,VCEBIU3AS2HABPR01,Descriptor,,How are biochemical pathways regulated?,In this area of study students focus on the structure and regulation of biochemical pathways.,,1
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,,Area of Study 2 - How are biochemical pathways regulated?,VCEBIU3AS2HABPR01,Elaboration,,How are biochemical pathways regulated?,,"They examine how biochemical pathways, specifically photosynthesis and cellular respiration, involve many steps that are controlled by enzymes and assisted by coenzymes.",2
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,,Area of Study 2 - How are biochemical pathways regulated?,VCEBIU3AS2HABPR01,Elaboration,,How are biochemical pathways regulated?,,Students investigate factors that affect the rate of cellular reactions and explore applications of biotechnology that focus on the regulation of biochemical pathways.,3
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,,Area of Study 2 - How are biochemical pathways regulated?,VCEBIU3AS2HABPR02,Descriptor,,How are biochemical pathways regulated?,"On completion of this unit the student should be able to analyse the structure and regulation of biochemical pathways in photosynthesis and cellular respiration, and evaluate how biotechnology can be used to solve problems related to the regulation of biochemical pathways.",,4
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,,Area of Study 2 - How are biochemical pathways regulated?,VCEBIU3AS2HABPR03,Descriptor,,How are biochemical pathways regulated?,To achieve this outcome the student will draw on key knowledge outlined in Area of Study 2 and the related key science skills on pages 7–8 of the study design.,,5
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,,Area of Study 2 - How are biochemical pathways regulated?,VCEBIU3AS2HABPR04,Descriptor,,How are biochemical pathways regulated?,"Practical work is a central component of learning and assessment and may include activities such as laboratory experiments, fieldwork, simulations and other direct experiences as described in the scientific investigation methodologies on pages 9 and 10.",,6
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,,Area of Study 2 - How are biochemical pathways regulated?,VCEBIU3AS2HABPR04,Elaboration,,How are biochemical pathways regulated?,,A minimum of ten hours of class time should be devoted to student practical activities and investigations across Areas of Study 1 and 2.,7
Science,Biology,Year 12,Unit 4,VCEBIU4AS12,,,,UnitHeader,,Unit 4: How does life change and respond to challenges?,,,0
Science,Biology,Year 12,Unit 4,VCEBIU4AS12,,,,Paragraph,,Unit 4: How does life change and respond to challenges?,"In this unit students consider the continual change and challenges to which life on Earth has been, and continues to be, subjected to. They study the human immune system and the interactions between its components to provide immunity to a specific pathogen. Students consider how the application of biological knowledge can be used to respond to bioethical issues and challenges related to disease.",,1
Science,Biology,Year 12,Unit 4,VCEBIU4AS12,,,,Paragraph,,Unit 4: How does life change and respond to challenges?,"Students consider how evolutionary biology is based on the accumulation of evidence over time. They investigate the impact of various change events on a population's gene pool and the biological consequences of changes in allele frequencies. Students examine the evidence for relatedness between species and change in life forms over time using evidence from paleontology, structural morphology, molecular homology and comparative genomics. Students examine the evidence for structural trends in the human fossil record, recognising that interpretations can be contested, refined or replaced when challenged by new evidence.",,2
Science,Biology,Year 12,Unit 4,VCEBIU4AS12,,,,Paragraph,,Unit 4: How does life change and respond to challenges?,"Students demonstrate and apply their knowledge of how life changes and responds to challenges through investigation of a selected case study, data analysis and/or bioethical issue. Examples of investigation topics include, but are not limited to: deviant cell behaviour and links to disease; autoimmune diseases; allergic reactions; development of immunotherapy strategies; use and application of bacteriophage therapy; prevention and eradication of disease; vaccinations; bioprospecting for new medical treatments; trends, patterns and evidence for evolutionary relationships; population and species changes over time in non-animal communities such as forests and microbiota; monitoring of gene pools for conservation planning; role of selective breeding programs in conservation of endangered species; or impact of new technologies on the study of evolutionary biology.",,3
Science,Biology,Year 12,Unit 4,VCEBIU4AS12,,,,Paragraph,,Unit 4: How does life change and respond to challenges?,The application of ethical understanding in VCE Biology involves the consideration of approaches to bioethics and ethical concepts. Further explanation of these terms can be found in the 'Terms used in this study' section on pages 16 and 17.,,4
Science,Biology,Year 12,Unit 4,VCEBIU4AS12,,,,Paragraph,,Unit 4: How does life change and respond to challenges?,"A student-designed scientific investigation involving the generation of primary data related to cellular processes and/or how life changes and responds to challenges is undertaken in either Unit 3 or Unit 4, or across both Units 3 and 4, and is assessed in Unit 4, Outcome 3. The design, analysis and findings of the investigation are presented in a scientific poster format as outlined on pages 11 and 12.",,5
Science,Biology,Year 12,Unit 4,VCEBIU4AS1,,Area of Study 1 - How do organisms respond to pathogens?,VCEBIU4AS1HDORP01,Descriptor,,How do organisms respond to pathogens?,In this area of study students focus on the immune response of organisms to specific pathogens.,,1
Science,Biology,Year 12,Unit 4,VCEBIU4AS1,,Area of Study 1 - How do organisms respond to pathogens?,VCEBIU4AS1HDORP01,Elaboration,,How do organisms respond to pathogens?,,"Students examine unique molecules called antigens and how they illicit an immune response, the nature of immunity and the role of vaccinations in providing immunity.",2
Science,Biology,Year 12,Unit 4,VCEBIU4AS1,,Area of Study 1 - How do organisms respond to pathogens?,VCEBIU4AS1HDORP01,Elaboration,,How do organisms respond to pathogens?,,They explain how technological advances assist in managing immune system disorders and how immunotherapies can be applied to the treatment of other diseases.,3
Science,Biology,Year 12,Unit 4,VCEBIU4AS1,,Area of Study 1 - How do organisms respond to pathogens?,VCEBIU4AS1HDORP02,Descriptor,,How do organisms respond to pathogens?,"Students consider that in a globally connected world there are biological challenges that can be mediated by identification of pathogens, the prevention of spread and the development of treatments for diseases.",,4
Science,Biology,Year 12,Unit 4,VCEBIU4AS1,,Area of Study 1 - How do organisms respond to pathogens?,VCEBIU4AS1HDORP03,Descriptor,,How do organisms respond to pathogens?,"On completion of this unit the student should be able to analyse the immune response to specific antigens, compare the different ways that immunity may be acquired and evaluate challenges and strategies in the treatment of disease.",,5
