SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,,,SectionHeading,Examples of learning activities,,,,3
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KS,Activity,Bullet,Use a Kahoot to identify the literary forms and literary techniques in given extracts.,,,,4
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KK,Activity,Bullet,Take a children's nursery rhyme or a song with cultural references and highlight particular words and phrases. Research possible meanings of those highlighted sections.,,,,5
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KS,Activity,Bullet,"Identify extracts containing various types of literary forms and techniques on the board, and as a class, identify the literary forms and techniques and the impact they have on the text.",,,,6
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KK,Activity,Bullet,"Annotate a passage and identify: context, background information, literary forms and techniques, themes and message to original audience.",,,,7
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KS,Activity,Bullet,Identify allusions made to Old Testament biblical figures in the infancy narrative of the Gospel according to Luke and explain relevance and significance of the text on the intended audience. Comment on the connections the author wants the audience to make.,,,,8
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KS,Activity,Bullet,"Take a local newspaper and identify the variety of literary forms in the paper such as news stories, advertising, classifieds, obituaries, sports news, letters to the editor. Rank these types of literary forms according to the 'truthfulness' of the form. Explore the way different cultures might read parts of the newspaper differently.",,,,9
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KK,Activity,Bullet,"Explore the audience of a particular text and show how the text is written specifically for the needs and concerns of that audience at that time. This could take a variety of texts into account, from religious texts through to the school newsletter.",,,,10
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KS,Activity,Bullet,"Apply exegetical methods to a passage from the chosen religious text and identify literary context, background information, literary forms and techniques, themes, and the meaning for the original audience.",,,,11
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KK,DetailedExample,Paragraph,Literary forms in our local texts,,,,12
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KS,DetailedExampleStep,Paragraph,"Using a local newspaper, identify and select a variety of articles: news stories, advertising, classifieds, obituaries, sports news, letters to the editor (these could be printed from an online version of the news but should include a wide range of journalistic forms).",,,,13
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KK,DetailedExampleStep,Paragraph,"Students place each piece of information into categories and name the categories. They may come up with labels such as 'News', 'Ads', 'Letters', etc. They then describe the criteria they used to decide which piece of information fits into which category - this may have to do with content, style, form or a mix of those areas.",,,,14
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KS,DetailedExampleStep,Paragraph,"Students could then discuss levels or types of truth which are given in the various categories of 'news'. For example, a letter to the editor, which expresses an opinion, might be seen to have a different type of truth to a hard news article. Students may find some difficulty in deciding how true an advertisement is.",,,,15
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS2,Area of Study 2 - The exegesis of texts,Outcome 2,VCETTU1AS2O2KK,DetailedExampleStep,Paragraph,"Using one article, students could then consider what needs to be explained from that article to a reader from another country: people, locations, certain phrases might all make little sense to someone who isn't from the area where the newspaper was published. Students could highlight those words and write a brief explanation to allow the reader to come to a stronger understanding of the intent and content of the text",,,,16
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,,,OutcomeHeading,Outcome 3,,,,1
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,,,OutcomeDescription,Analyse a range of understandings and interpretations of sacred texts as understood or expressed by the later religious tradition.,,,,2
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,,,SectionHeading,Examples of learning activities,,,,3
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,Activity,Bullet,"Outline the key messages about the environment and Earth gained from a reading of Genesis 1 and 2. Explore how different ways of reading can come up with a variety of responses. Then, referencing the Encyclical, Laudato Si, explore Pope Francis's message concerning the environment, and examine his views about using an interpretation of Genesis that can impact on our response to the ecological issues facing the world.",,,,4
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,Activity,Bullet,"Investigate how the incarnation, crucifixion and resurrection has been portrayed and represented in artwork over the centuries. Explore how different cultures around the world have used artwork to guide their understanding of their religious tradition.",,,,5
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,Activity,Bullet,"Investigate how the image of Jesus has developed and evolved over time in artwork, sculpture and film. Comment on whether the changes reflect the historical, sociocultural and religious ideas of the time.",,,,6
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,Activity,Bullet,"In the Hebrew Scriptures, Messianic prophecies about the coming messiah were made by Prophets. Compare and contrast the messianic expectations of the Jewish people of First Century Palestine of the prophesised messiah, and discuss whether Jesus reflected their expectations. How did the Christian tradition interpret the Hebrew Scriptures to justify their understanding of Jesus?",,,,7
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,Activity,Bullet,Research a Jewish Passover festival meal as it is lived in the Jewish tradition today. Explain what each item on the plate represents in the Exodus narrative.,,,,8
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,Activity,Bullet,"Brainstorm songs that have been used to represent or portray a historical event in a religious tradition. For example, 'By the Rivers of Babylon' by Boney M. is a song capturing the feelings of the Israelites when exiled from their homeland by the Babylonians.",,,,9
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KS,Activity,Bullet,Compare and contrast the two Infancy Narratives and investigate how they have been portrayed in the Western understanding of Christmas today.,,,,10
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,Activity,Bullet,"Using film as a medium for presenting interpretations of text and the issues arising from texts, explore how the original texts have been interpreted for a different cultural context.",,,,11
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,Activity,Bullet,"Explore how passages about a particular issue in Islamic life (such as marriage, money, treatment of others) have been used in another period of history.",,,,12
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,Activity,Bullet,"Referring to passages such as 2:62 and 2:136, explore how Islam expresses an understanding that Islam is a universal message addressed to all peoples of the world. Discuss: How might stories of Salman Al Farisi in the Hadith explain particular interpretations of these verses?",,,,13
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,DetailedExample,Paragraph,"Explore themes in texts such as faith, prophecy, betrayal and sacrifice compared to how those themes have been interpreted in films",,,,14
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,DetailedExampleStep,Bullet,Divide the class into groups and allocate one theme to each group. Students research and locate examples of their theme in their sacred text and present their findings to the class.,,,,15
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,DetailedExampleStep,Bullet,"View a film such as The Chronicles of Narnia; The Lion, the Witch and the Wardrobe; TheNeverending Story or The Matrix and explain how the above themes are portrayed and represented in the film.",,,,16
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KK,DetailedExampleStep,Bullet,Draw a Venn diagram and make connections and comparisons between the two texts.,,,,17
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KS,DetailedExampleStep,Bullet,"Describe how allusions, symbolism, imagery, colour have been used in the later tradition.",,,,18
Humanities,Texts and Traditions,Year 11,Unit 1,VCETTU1AS3,Area of Study 3 - Sacred texts and later traditions,Outcome 3,VCETTU1AS3O3KS,DetailedExampleStep,Bullet,Analyse how the film draws inspiration from the sacred text in its portrayal of the later tradition.,,,,19
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2,,,,,UnitHeading,Unit 2: Texts in society,,,,1
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,,,OutcomeDescription,Understand the origin and development of selected texts that express a religious tradition's relationship to its society.,,,,2
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KS,Activity,Bullet,Compare and contrast the foundational story of the binding of Isaac (Genesis) and the binding of Ishmael (Qur'an). Consider what theological lessons emerge from these stories for both religious traditions and present this in the form of a chart.,,,,4
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KS,Activity,Bullet,Examine a range of scholarly works to identify the terms of the Covenant of Abraham (Genesis) on God's part and on the part of the Israelites.,,,,5
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,Draw a map of Ancient Israel and locate and mark places of significance during the formative years of the Israelites.,,,,6
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,"Research the background of a particular surah; complete biographies of key people related to this surah, identifying any connections between their lives and messages in the scripture.",,,,7
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KS,Activity,Bullet,"Identify and describe the historical people, places and events relating to the development of social attitudes and cultural beliefs as found in the Book of Ruth. Identify when and where the Book of Ruth was written, as opposed to when it is set. Describe a range of social attitudes, beliefs and teachings seen in the Book of Ruth.",,,,8
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,"Convert selected texts into a play which has parts for the whole class. Act out the play and follow this with a class discussion that identifies the social attitudes, cultural beliefs and teachings in the selected texts.",,,,9
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,Research and outline the key teaching of a person who is regarded as a prophet by a religious tradition. Identify and describe their sociocultural and historical setting and their message.,,,,10
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,"Choose an issue and an audience and write a prophecy, modelling this prophecy on Hebrew Scripture prophecies.",,,,11
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,Draw on particular passages of a sacred text and identify the intended audience of the text. Identify the issues the audience was facing at the time of writing and how these passages address those issues.,,,,12
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,"The identity of the author of the Fourth Gospel remains a mystery; Christian tradition holds it to be the Apostle John. Drawing on the internal evidence from the Gospel itself, discuss what can be known about the author of the Fourth Gospel.",,,,13
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,The author of the Gospel according to John uses the term 'The Jews' to address a particular group of Jews within the society at the time. Discuss who these 'Jews' were and the conflict between them and the Johannine Jesus.,,,,14
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,"Draw a map of the Arabian Peninsula and show the following locations: Makkah, Madinah, Badr and Hudaibiyyah. Annotate these to identify their significance for where texts took shape and developed.",,,,15
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,"Write a report on the Jahiliyyah Period (Period of Ignorance) in Arabia. Highlight the religious, social and political conditions that existed in the region at the time and explain how these events influenced the way the Qur'an was revealed.",,,,16
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KS,Activity,Bullet,Describe the circumstances that led to the Hijrah of the early Muslims to Abyssinia (Ethiopia) as well as the Hijrah of the Prophet from Makkah to Madinah.,,,,17
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,Research the rise and fall of the first three kings of Israel. Make a list of their failures and successes and the impact they had on the Israelite nation. Describe their legacy.,,,,18
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KS,Activity,Bullet,Identify and explain each of the covenants made between God and the Israelite nation. Summarise the effect of each covenant on the Israelite nation.,,,,19
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,"Draw a timeline of the major and minor prophets in the Hebrew Scriptures. For each major prophet, mark the kings in power at the time.",,,,20
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,"Amos is renowned for his prophecy on social justice. Describe the political, economic, sociocultural and religious beliefs at the time of Amos's call. Outline the prophecies he made and whether his mission was a success. Provide examples from the Hebrew Scriptures.",,,,21
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,Activity,Bullet,"Explain the concept of social justice in 8th Century BCE. List the social injustices that were present socially, religiously, economically and politically during that period.",,,,22
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,DetailedExample,Paragraph,Surahs' connections to the lives of the Prophet and his close associates,,,,23
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,DetailedExampleStep,Paragraph,Working through selected passages in the Qur'an students investigate the background of these passages and identify historical and sociocultural events that brought about certain verses. Students go on to research the connections between the messages of the scripture and the lives of the Prophet and some of his close associates.,,,,24
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,DetailedExampleStep,Bullet,"Divide students into groups and provide each group with a selected passage to read. Provide short-answer questions (who, when, how, why and where) on the background, and historical and sociocultural events, that led to the surah, such as:",,,,25
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,DetailedExampleStep,Bullet,When and where was the surah / chapter revealed?,"Divide students into groups and provide each group with a selected passage to read. Provide short-answer questions (who, when, how, why and where) on the background, and historical and sociocultural events, that led to the surah, such as:",,,26
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,DetailedExampleStep,Bullet,What particular people or events brought about the writing of certain verses?,"Divide students into groups and provide each group with a selected passage to read. Provide short-answer questions (who, when, how, why and where) on the background, and historical and sociocultural events, that led to the surah, such as:",,,27
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,DetailedExampleStep,Bullet,How did past social and political life in the community dictate the nature and tone of the selected passages?,"Divide students into groups and provide each group with a selected passage to read. Provide short-answer questions (who, when, how, why and where) on the background, and historical and sociocultural events, that led to the surah, such as:",,,28
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,DetailedExampleStep,Bullet,Who was addressed directly or indirectly in the selected passages?,"Divide students into groups and provide each group with a selected passage to read. Provide short-answer questions (who, when, how, why and where) on the background, and historical and sociocultural events, that led to the surah, such as:",,,29
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,DetailedExampleStep,Bullet,Students construct a timeline of the Prophet's life highlighting key events in his life. They then identify the connections between these events and teachings in the selected passages.,,,,30
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS1,Area of Study 1 - Sacred texts in the past,Outcome 1,VCETTU2AS1O1KK,DetailedExampleStep,Bullet,"Students conduct a biographical study of some close associates of the Prophet (such as Abu Bakr, Umar Ibn Khattab, Aisha or Zaid Ibn Thaabit) and identify any connections between their lives and the messages in the scripture.",,,,31
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS2,Area of Study 2 - Sacred texts today,Outcome 2,,,OutcomeHeading,Outcome 2,,,,1
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS2,Area of Study 2 - Sacred texts today,Outcome 2,,,OutcomeDescription,"Understand the type of authority that a religious tradition currently attributes to its sacred texts, how these texts affect the current religious tradition's understanding of its relationship to society, and the effects of the sacred text upon society today.",,,,2
Humanities,Texts and Traditions,Year 11,Unit 2,VCETTU2AS2,Area of Study 2 - Sacred texts today,Outcome 2,,,SectionHeading,Examples of learning activities,,,,3
