SubjectArea,Subject,Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
English,English as an Additional Language,Level A1,VC2EALA1L07,VCEALL019,Construct simple subject–verb–object sentences that mostly use present tense,Refined,Refined to simplify for teachers.
English,English as an Additional Language,Level A1,VC2EALA1L08,VCEALL023,Demonstrate variable placement of common adjectives to describe or add emphasis,Revised,Revised to include ‘adverbs’ to provide more explicit guidance to teachers.
English,English as an Additional Language,Level A1,VC2EALA1L09,VCEALL026,"Recognise and use words from lexical sets related to immediate communicative need, interest or experience",Refined,Refined to limit the use of technical vocabulary to support out-of-field teachers.
English,English as an Additional Language,Level A1,VC2EALA1L10,,,New,New content description. Provides explicit guidance to teachers.
English,English as an Additional Language,Level A1,VC2EALA1L11,VCEALL017,Recognise simple questions and instructions through intonation and context,Revised,Combined 2 content descriptions to form one to reduce repetition.
English,English as an Additional Language,Level A1,VC2EALA1L11,VCEALL029,Recognise ways intonation is used to enhance meaning or distinguish statements from questions,Revised,Combined 2 content descriptions to form one to reduce repetition.
English,English as an Additional Language,Level A1,VC2EALA1L12,VCEALA008,Understand when a response is required and attempt to respond using either known words or non-verbal language,Refined,Refined to embed plurilingual strategies into the content descriptions.
English,English as an Additional Language,Level A1,VC2EALA1L13,VCEALA011,Use simple strategies to respond to conversation breakdown,Revised,Revised to provide more guidance to teachers.
English,English as an Additional Language,Level A1,VC2EALA1L14,VCEALA014,Check understanding of classroom conversations or instructions by asking other home language speakers to clarify,Refined,Refined to position home language as important.
English,English as an Additional Language,Level A1,VC2EALA1L15,VCEALA010,Use acceptable social formulas and gestures to interact appropriately in context,Removed,Removed the term ‘acceptable’ to limit subjective terminology.
English,English as an Additional Language,Level A1,VC2EALA1R01,VCEALC031,"Understand aspects of simple, familiar texts",Revised,Revised to provide more guidance to teachers and to include both print and digital texts.
English,English as an Additional Language,Level A1,VC2EALA1R02,,,New,New content description. Provides explicit information about appropriate texts at this level.
English,English as an Additional Language,Level A1,VC2EALA1R03,VCEALC032,Identify familiar words and simple sentences and match them to images,Revised,Revised to improve clarity and to make it explicit that students at this level will need support.
English,English as an Additional Language,Level A1,VC2EALA1R04,,,New,New content description. Provides more opportunity for nuanced reading of texts.
English,English as an Additional Language,Level A1,VC2EALA1R05,VCEALL043,Understand and explore the basic features of different texts,Refined,Refined and command term changed to provide guidance to teachers.
English,English as an Additional Language,Level A1,VC2EALA1R06,VCEALL046,Recognise familiar words and phrases,Revised,Revised to include ‘a range of’ to broaden the scope of what students can demonstrate.
English,English as an Additional Language,Level A1,VC2EALA1R07,VCEALL049,Recognise some letters of the alphabet,Revised,Combined 3 content descriptions to form one.
English,English as an Additional Language,Level A1,VC2EALA1R07,VCEALL050,Identify some sounds in words,Revised,Combined 3 content descriptions to form one.
English,English as an Additional Language,Level A1,VC2EALA1R07,VCEALL051,Recognise some common letters and letter patterns in words,Revised,Combined 3 content descriptions to form one.
English,English as an Additional Language,Level A1,VC2EALA1R08,VCEALL052,"Recognise capital letters, spaces and full stops",Revised,Revised to create specificity.
English,English as an Additional Language,Level A1,VC2EALA1R09,VCEALA039,Distinguish English script from non-English script,Revised,Revised to include print and digital texts and reference to home language.
English,English as an Additional Language,Level A1,VC2EALA1R10,VCEALA038,Select books to look at or read independently,Revised,Revised to provide specificity for teacher guidance.
English,English as an Additional Language,Level A1,VC2EALA1R11,,,New,New content description. Provides more focus on home language.
English,English as an Additional Language,Level A1,VC2EALA1R12,VCEALA037,Participate in shared reading activities,Revised,Revised to provide specificity for teacher guidance.
English,English as an Additional Language,Level A1,VC2EALA1W01,VCEALC055,"Copy well-known symbols, words, phrases or short texts",Revised,Revised to provide specificity for teacher guidance.
English,English as an Additional Language,Level A1,VC2EALA1W02,VCEALC058,Illustrate a simple text,Revised,No change.
English,English as an Additional Language,Level A1,VC2EALA1W03,VCEALL069,Use a very simple text structure repeatedly,Revised,Revised to remove ‘very’ and add ‘familiar’.
English,English as an Additional Language,Level A1,VC2EALA1W04,VCEALL072,Write simple repetitive modelled sentences,Revised,No change.
English,English as an Additional Language,Level A1,VC2EALA1W05,VCEALL075,Demonstrate some control of basic verb forms,Revised,No change.
English,English as an Additional Language,Level A1,VC2EALA1W06,VCEALL074,Use some common noun–verb and adjective–noun combinations,Revised,No change.
English,English as an Additional Language,Level A1,VC2EALA1W07,VCEALL076,Write some high-frequency words related to personal experience and school context,Revised,Revised to include ‘increasing range’ to broaden scope.
English,English as an Additional Language,Level A1,VC2EALA1W08,VCEALL080,Spell with accuracy some consonant–vowel–consonant words and common words learnt in the classroom,Revised,Revised for improved clarity.
English,English as an Additional Language,Level A1,VC2EALA1W09,VCEALL079,Experiment with some familiar punctuation,Revised,Revised to replace ‘experiment’ with ‘use’.
English,English as an Additional Language,Level A1,VC2EALA1W10,VCEALA059,Respond to the terms ‘writing’ and ‘drawing’ appropriately,Revised,Revised for improved clarity.
English,English as an Additional Language,Level A1,VC2EALA1W11,,,New,New content description. Provides focus on support required.
English,English as an Additional Language,Level A1,VC2EALA1W12,,,New,New content description. Provides focus on home language.
English,English as an Additional Language,Level A1,VC2EALA1W13,VCEALA062,"Contribute ideas, words or sentences to a class or group shared story",Revised,Revised to include ‘with teacher support’.
English,English as an Additional Language,Level A2,,VCEALA090,Adjust speech to suit the audience and purpose,Removed,Removed to align with new terminology around listening and speaking.
English,English as an Additional Language,Level A2,,VCEALA092,Use a repertoire of common classroom formulas,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALA095,Use sentence patterns from home language to communicate ideas,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALA096,Ask for translation of specific words from other home language speakers,Removed,Removed because translation is now embedded in Pathway C.
English,English as an Additional Language,Level A2,,VCEALA117,Understand that the purpose of a text is reflected in its form,Removed,Removed because it appears in another content description.
English,English as an Additional Language,Level A2,,VCEALA118,Understand that texts can reflect a variety of ideas and perspectives,Removed,Removed because it appears in another content description.
English,English as an Additional Language,Level A2,,VCEALA122,Relate something from a text to own experience,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALA140,Write simple sentences with minimal reliance on copying,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALA141,Identify text type appropriate to the purpose,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALA143,"Demonstrate understanding that handwritten texts usually need to be planned, edited and presented",Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALA144,Use a range of writing implements and writing styles for different purposes,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALA145,Model writing on other texts,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALA146,Use a range of resources to find words or phrases for own writing,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALA147,Show interest in patterns of spelling,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALA148,Understand a small range of terminology of writing,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALC086,Predict meaning from context in simple interactions or spoken texts,Removed,Removed because it appears in another content description.
English,English as an Additional Language,Level A2,,VCEALC089,"Participate in class performances of songs, poems and rhymes",Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALC115,Respond to texts in personal and creative ways,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALC137,Write beyond the immediate environment and beyond known language with support from the teacher,Removed,Removed because of wordiness.
English,English as an Additional Language,Level A2,,VCEALC138,Write a small range of everyday texts and personal texts,Removed,Removed to reflect the different texts introduced into Version 2.0.
English,English as an Additional Language,Level A2,,VCEALL099,"Recognise questions or statements through word order and vocabulary, as well as through intonation",Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL100,"Combine known formulas, structures and other vocabulary to communicate",Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL101,Construct a small range of sentence forms,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL102,Apply some grammatical rules but may overgeneralise for irregular forms,Removed,Removed because it appears in another content description.
English,English as an Additional Language,Level A2,,VCEALL104,Express simple negation correctly,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL105,Understand phrases describing place or location,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL106,Regularly use correct personal and possessive pronouns,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL108,Use words learnt from a range of classroom and social contexts,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL109,"Repeat or modify a sentence or phrase, modelling rhythm, intonation and pronunciation on the speech of others",Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL124,Understand and use the basic features of different texts,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL125,Understand and use a small range of metalanguage for elements of texts,Removed,Removed to limit use of technical language.
English,English as an Additional Language,Level A2,,VCEALL126,Focus on both content and functional words to understand the main idea in a text,Removed,Removed because it appears in another content description.
English,English as an Additional Language,Level A2,,VCEALL127,Use developing knowledge of English to predict some words or phrases,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL128,Read familiar phrases and sentences with fluency,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL130,Recognise all letters of the alphabet,Removed,Removed to align with the introduction of phonics.
English,English as an Additional Language,Level A2,,VCEALL131,Relate most letters of the alphabet to sounds,Removed,Removed to align with the introduction of phonics.
English,English as an Additional Language,Level A2,,VCEALL134,Sub-vocalise when reading silently,Removed,Removed to align with the changes made to ‘Listening and Speaking’.
English,English as an Additional Language,Level A2,,VCEALL135,Read familiar texts with some fluency,Removed,Removed to align with the changes made to ‘Listening and Speaking’.
English,English as an Additional Language,Level A2,,VCEALL152,Write sentences and phrases that reflect simple written-like structures,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL156,Use some curriculum or content area vocabulary,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level A2,,VCEALL157,Write legibly,Removed,Removed because it appears in another content description.
English,English as an Additional Language,Level A2,,VCEALL160,"Adjust size of writing, colour, layout and choice of media to support meaning",Removed,Removed to align with the shift in language away from using the term ‘media’ in this context.
English,English as an Additional Language,Level A2,,VCEALL161,"Use keyboard skills to write short, simple texts",Removed,Removed because keyboard skills are taught and assessed in the Digital Technologies curriculum.
English,English as an Additional Language,Level A2,VC2EALA2L01,VCEALC083,Demonstrate active listening and follow speech,Refined,Refined to reduce wordiness.
English,English as an Additional Language,Level A2,VC2EALA2L02,VCEALC087,Understand key information in a short spoken or multimodal text,Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2L03,VCEALC085,Negotiate familiar social and learning situations using language appropriate to the situation,Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2L04,VCEALC084,Respond appropriately in a range of common social and classroom situations,Revised,Combined 2 content descriptions to form one.
English,English as an Additional Language,Level A2,VC2EALA2L04,VCEALC088,Follow a short sequence of instructions related to classroom procedures or learning activities,Revised,Combined 2 content descriptions to form one.
English,English as an Additional Language,Level A2,VC2EALA2L05,VCEALL097,Identify a number of spoken text types and forms,Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2L06,VCEALL098,Use common time and sequence markers to link ideas in speech,Revised,Revised to provide further guidance for teachers.
English,English as an Additional Language,Level A2,VC2EALA2L07,VCEALL103,Use a small range of common verb forms accurately,Revised,Revised to include ‘recognise’.
English,English as an Additional Language,Level A2,VC2EALA2L08,,,New,New content description. Provides opportunity to work with phrases rather than full sentences.
English,English as an Additional Language,Level A2,VC2EALA2L09,VCEALL107,"Identify key words and ideas from short, familiar spoken texts supported by context",Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2L10,VCEALL110,Identify and produce phonemes in blends or clusters at the beginning and end of syllables,Revised,Revised to provide further guidance for teachers.
English,English as an Additional Language,Level A2,VC2EALA2L11,VCEALL111,Employ communicative strategies to enhance meaning,Revised,Revised to provide further guidance for teachers.
English,English as an Additional Language,Level A2,VC2EALA2L12,,,New,New content description. Validates the importance of home language.
English,English as an Additional Language,Level A2,VC2EALA2L13,VCEALA093,Use a small range of strategies to negotiate meaning in conversation,Revised,Revised to remove ‘small’ and include ‘self-assess’.
English,English as an Additional Language,Level A2,VC2EALA2L14,VCEALA094,"Transfer knowledge of spoken discourse patterns from home language to English, with some issues of cultural appropriateness",Refined,Refined to be more targeted.
English,English as an Additional Language,Level A2,VC2EALA2L15,VCEALA091,Initiate and maintain simple conversations with others,Revised,Revised to replace ‘conversations’ with ‘spoken interactions’.
English,English as an Additional Language,Level A2,VC2EALA2R01,VCEALC112,"Understand a small range of simple, familiar texts",Revised,Revised to provide greater specificity.
English,English as an Additional Language,Level A2,VC2EALA2R02,VCEALC113,Understand information in texts read and viewed in class,Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2R03,VCEALA116,Understand how different types of images in texts contribute to meaning,Revised,"No change, except for changing the sub-strand. In Version 1.0 this content description was in the sub-strand ‘Cultural understandings’. Its move reflects the changes to the sub-strands."
English,English as an Additional Language,Level A2,VC2EALA2R04,VCEALC114,"Use knowledge of context, text structure and language to understand literal and inferred meanings",Revised,Revised to remove ‘inferred meanings’ as this higher order thinking was too high for the level.
English,English as an Additional Language,Level A2,VC2EALA2R05,VCEALL123,Identify and compare differences in text genres,Revised,Revised to remove ‘and compare’ as this was a tautology.
English,English as an Additional Language,Level A2,VC2EALA2R06,VCEALL129,Recognise a small range of familiar words in different contexts,Revised,Revised to provide greater specificity.
English,English as an Additional Language,Level A2,VC2EALA2R07,VCEALL132,Use knowledge of letters and sounds to read a new word or locate key words,Revised,Revised to replace ‘new’ with ‘unfamiliar’ to capture the subtle differences in the meaning of both words.
English,English as an Additional Language,Level A2,VC2EALA2R08,VCEALL133,Recognise that full stops and question marks separate text,Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2R09,,,New,New content description. Recognises the value of home language.
English,English as an Additional Language,Level A2,VC2EALA2R10,VCEALA120,Select suitable books to read,Revised,Revised to provide greater specificity.
English,English as an Additional Language,Level A2,VC2EALA2R11,VCEALA121,Locate words in a bilingual dictionary or in class word lists,Revised,Revised to identify ‘home language’ as a resource.
English,English as an Additional Language,Level A2,VC2EALA2R12,VCEALA119,Participate in simple group activities based on shared texts,Revised,Revised to provide greater specificity.
English,English as an Additional Language,Level A2,VC2EALA2W01,VCEALC136,"Write short, simple texts independently",Revised,Revised to provide greater specificity.
English,English as an Additional Language,Level A2,VC2EALA2W02,VCEALC139,Illustrate texts purposefully,Refined,Refined to remove subjective terminology.
English,English as an Additional Language,Level A2,VC2EALA2W03,VCEALL149,Use a variety of simple text structures,Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2W04,VCEALL151,"Write sustained texts using sentences based on simple repetitive, modelled patterns",Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2W05,VCEALL154,Use a small range of basic verb forms accurately,Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2W06,VCEALL153,Write common nouns and adjectives in the correct order in formulaic structures,Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2W07,VCEALL155,Use high-frequency words encountered in classroom activities,Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2W08,VCEALL159,Spell with accuracy familiar words and words with common letter patterns,Refined,Refined to make the content description more focused.
English,English as an Additional Language,Level A2,VC2EALA2W09,VCEALL158,Use some punctuation consistently,Revised,No change.
English,English as an Additional Language,Level A2,VC2EALA2W10,VCEALL150,Make a simple plan before writing,Revised,In Version 1.0 this content description was in the sub-strand ‘Text structure and organisation’. Its move reflects the changes made to the strands.
English,English as an Additional Language,Level A2,VC2EALA2W11,,,New,New content description. Highlights importance of editing skills but acknowledges that students at this level still require support.
English,English as an Additional Language,Level A2,VC2EALA2W12,,,New,New content description. Embeds the importance of home language.
English,English as an Additional Language,Level A2,VC2EALA2W13,VCEALA142,Contribute to shared writing activities,Revised,No change.
English,English as an Additional Language,Level BL,,VCEAL210,Demonstrate reading-like behaviour,Removed,Removed to align with the new language around the teaching of reading.
English,English as an Additional Language,Level BL,,VCEALA168,Participate in predictable social interactions appropriately,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level BL,,VCEALA170,Use appropriate gestures and intonation for social interaction,Removed,Removed to reduce repetition.
English,English as an Additional Language,Level BL,,VCEALA191,Show awareness that texts convey meaning,Removed,Removed because of lack of clarity.
English,English as an Additional Language,Level BL,,VCEALA192,"Show awareness of the purpose of some everyday signs and labels, such as classroom charts and stop signs",Removed,Removed because of narrow examples.
English,English as an Additional Language,Level BL,,VCEALA193,Respond to and engage with an increasing range of texts about familiar and new content,Removed,Removed because this has been captured in another content description.
English,English as an Additional Language,Level BL,,VCEALA194,Show an interest in reading books,Removed,Removed because this is a subjective observation.
English,English as an Additional Language,Level BL,,VCEALA197,Engage with a small range of picture books in the classroom,Removed,Removed because this has been captured in another content description.
English,English as an Additional Language,Level BL,,VCEALA198,Make simple connections between personal experience and familiar stories,Removed,Removed because this has been captured in another content description.
