SubjectArea,Subject,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,StrategyType,ExamQuestion,ResponseSource,Content,Example,Sequence
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1b,ExaminerCommentary,"Aboriginal management of land using fire, hydraulic engineering, stone quarrying",,16
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1b,ExaminerCommentary,European colonisation of Australia and the spread of pastoralism,,17
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1b,ExaminerCommentary,The gold rushes,,18
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1b,ExaminerCommentary,The Black Thursday bushfire 1851,,19
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1b,ExaminerCommentary,Federation drought,,20
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1b,ExaminerCommentary,The creation of national parks.,,21
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1b,StudentResponse,The following is an example of a high-scoring response:,"Perhaps the most significant event to change the Australian landscape was colonisation in 1788. After colonisation, pastoralism was introduced to the Australian environment with sheep compacting the solid and changing 'the very nature of the country' (Lines). Additionally, a century later Australians wished to utilise the land to its utmost capabilities and so in 1890 sought to irrigate the Murray River in order to occupy the unused land along its banks. In 1890 the Chaffey family brought the areas around the Murray from 'desert wild to fruitful pains' (s2) with their irrigation.",22
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERACM,,Question 1c,ExaminerCommentary,"Question 1c. required students to explain how British attitudes about the land contributed to colonisation, using source 3. Source 3 suggests that such attitudes stemmed from the Bible command 'to go forth and multiply and subdue the earth' and the belief that Aboriginal peoples were not using the land, which left it open and available to those willing to use it (according to European understandings of land use). Furthermore, the source describes Europeans' feelings of superiority over Aboriginal peoples during this period through the quote 'He allows the superiority of civilisation over barbarism, of intellect over instinct or brutish reason' and that this, too, was used as justification for colonisation.",,23
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1c,ExaminerCommentary,"High-scoring responses often provided corroborating evidence from the student's own knowledge of the ideas listed above or elaborated on the Doctrine of Land Improvement and the idea that Europeans 'constructed' their rights to the land by building upon it. These responses sometimes also discussed how Europeans' understanding of land ownership was linked to the idea that land was to be exploited and profited from, as justification for colonisation of the land.",,24
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1c,StudentResponse,The following is an example of a high-scoring response:,"British attitudes surrounding the land largely centred on its utilisation for commercial opportunities. They believed that the Indigenous people had 'wasted' its potential as a highly profitable location for resource exploitation. Colonisers' bemusement at the Indigenous' lack of exploitation of the land is epitomised by James Cook's 1770 quote, 'we saw not one inch of cultivated land in the whole country'. The British's capitalistic mindset that land was not created by 'God' 'as a beautiful spectacle ... but as a field to be improved upon' exemplifies not only their reasons for settlement, but the reasoning behind the way in which they settled. Instantly pursuing the profitability of the Australian landscape, colonisers grazed the land and grazed sheep, fuelled by this notion of 'improvement'. Ultimately, British attitudes in the form of religion and the Doctrine of Land Improvement were integral to their colonisation of Australia.",25
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERACM,,Question 1d,ExaminerCommentary,"Question 1d. required students to explain two perspectives that influenced Australians' views of the environment from 1950 to 2010, using source 4. Source 4 argued that population size is interconnected with other aspects of Australian life, and that population growth will increase resource use, waste and the need for infrastructure. The source concluded that if these issues are not addressed, there will be degradation of the land.",,26
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1d,ExaminerCommentary,"Most students described the perspective that the environment needs protection, using the source provided, in addition to the perspective that the environment should be considered an economic resource to be developed in pursuit of growth and economic progress. Higher-scoring responses provided two clearly sign-posted, distinct and detailed perspectives from the prescribed period, reasons for the existence of each perspective and how these perspectives shaped Australians' views of the environment.",,27
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERACM,,Question 1d,ExaminerCommentary,Other perspectives discussed may include:,,28
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1d,ExaminerCommentary,Concerns about the impacts of the mining and export industries,,29
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1d,ExaminerCommentary,Advocates for conservation and the protection of endangered habitats,,30
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1d,ExaminerCommentary,"Indigenous perspectives, for example, in relation to mining on Indigenous land.",,31
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1d,StudentResponse,The following is an example of a high-scoring response:,"Australians' views of the environment were influenced by perspectives of conservation and ideas of economic growth. Perspectives prioritising conservation of the environment were influential by warning of the 'further degradation of land and water resources' (s4), if the pathway of disregarding the damage to the environment continued. The views centred around protecting the natural landscape and stopping its manipulation as it 'compromise[s] its quality of life' (s4) sparked a shift in Australian views to push for conservation. Writings like Rachel Carson's Silent Spring (1962) and Barry Commoner's 'Four Laws of Ecology' (1971) were influential in changing views of the environment as they showed that 'every gain is won at some cost'. Additionally, perspectives focused on the nation's economic growth also influenced views. The belief of mining industries and CEOs like Hugh Morgan that mining is the 'dynamo of the economy' (Blainey) influenced support of mining and views disregarding environmental damage. The perspective that economic growth was more important than conservation was echoed with views that 'mining bans would constitute a negligent disregard to vast mineral wealth' (Lines), influencing views of using the land as a commodity.",32
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1e,ExaminerCommentary,"Question 1e. required students to analyse the impact of protest on changes to government policy concerning the Australian environment between 1950 and 2010, using evidence from their own knowledge to support their answer. Higher-scoring responses often differentiated between changes to government policy at the state or federal levels or argued that although some protests led to changes to government policy such as the introduction of the World Heritage Properties Conservation Act 1983, many protests were unsuccessful or had limited impacts on government policy. Many responses also described the formation of the United Tasmania Group, which was the first established green party in the world and the influence in politics that Bob Brown and the Australian Greens went on to have.",,33
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERACM,,Question 1e,ExaminerCommentary,Protests that were most commonly considered included:,,34
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1e,ExaminerCommentary,The Franklin River Campaign and/or Lake Pedder protest,,35
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1e,ExaminerCommentary,The Little Desert Campaign,,36
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1e,ExaminerCommentary,The Green Bans,,37
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1e,ExaminerCommentary,The Jabiluka mining protest.,,38
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1e,StudentResponse,The following is an example of a high-scoring response:,Protests did operate to change government policy concerning the Australian environment and were often successful.,39
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1e,StudentResponse,,"The impact of protests was highlighted through the Green Bans across major cities, in which unions and residents demanded less urbanisation. Hutton and Canners note the Bans 'ignited enthusiasm' for environmental issues 'across the nation', with the first Green Ban in 1970 saving Kelly's Bush from development. Yet beyond this, the protests influenced policy, with Australia ratifying the World Heritage Convention in 1949, now having enlisted over 20 sites. Further, the bans saw an agreement with the government for 90 per cent of historic homes to be renovated, rather than completely knocked down, pointing to how government policy was changed by 2010.",40
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1e,StudentResponse,,"Such a phenomenon was also highlighted in the Little Desert Campaign of the 1960s, yet on more of a state level. With two public meetings with 1000 attendees, as well as a petition with 4000 signatures, the Save our Bushland Action Committee was 'one of the first wilderness battles' to 'raise the consciousness of the general public' (Robin). Additionally, their forms of protested effect the Victorian Government, forced to shelve the plans for the Little Desert to be developed into 100,000 ha of farming space, demonstrating how protest also impacted state government policy.",41
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA1,VCEHUERAER,EnhancedStrategies,Question 1e,StudentResponse,,"Therefore, between 1950 and 2010, protest had an important role in changing government policy relating to the environment.",42
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERACM,,Question 2a,ExaminerCommentary,"Question 2a. required students to identify two reasons why migration to the colonies was considered desirable, using source 5. Possible answers included:",,43
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERACM,,Question 2a,ExaminerCommentary,'The Australian colonies present an almost boundless field for the industry of man.',,44
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERACM,,Question 2a,ExaminerCommentary,"Job opportunities - 'All who are willing and able to work may live, and live well, there.'",,45
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERACM,,Question 2a,ExaminerCommentary,"Fertile land - 'The country is in most places in a state of natural pasture, growing food sufficient for flocks and herds without limit.'",,46
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERACM,,Question 2a,ExaminerCommentary,Abundance of food - 'Starvation is unknown in Australia.',,47
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERACM,,Question 2b,ExaminerCommentary,"Question 2b. required students to describe two aspects of life in Great Britain that contributed to increased immigration to the colonies of Australia after 1834, using source 6. Source 6 was a cartoon by John Leech printed in 1843 that depicted the discrepancy in lifestyle between the affluent capitalist class and the working class providing the labour. Referencing the source, many students commented on:",,48
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERACM,,Question 2b,ExaminerCommentary,The disparities in wealth evident in the image,,49
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERACM,,Question 2b,ExaminerCommentary,The starvation of the thin and frail figures depicted,,50
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERACM,,Question 2b,ExaminerCommentary,The challenging working conditions of the people mining in the background,,51
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERACM,,Question 2b,ExaminerCommentary,"The state of poverty of the people shown in the bottom, right-hand section.",,52
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2b,ExaminerCommentary,"Higher-scoring responses added their own corroborating knowledge and evidence of the two aspects of life drawn from the image or provided additional aspects of life such as overpopulation in England and Scotland. Given that the question asked about Great Britain rather than the United Kingdom, reference to conditions in Ireland, including the potato famine, was not appropriate. Furthermore, responses that focused on the 'pull' factors of migration, such as the gold rushes in Victoria, were also unlikely to score highly.",,53
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2b,ExaminerCommentary,The following high-scoring response draws two aspects of life from the source and adds to each with the student's own knowledge:,,54
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2b,StudentResponse,,"One aspect of life in Great Britain was overpopulation, as illustrated by the crowded group of people at the bottom of source 6. This contributed to increased migration as the British Government realised they could benefit 'from the wholesale export of men, women and children', as said by Richards and Oxley. Another aspect of life in Great Britain was starvation, as illustrated by the skinny, unhealthy child to the left of the basket at the bottom of source 6. This is mirrored by William Corbett, who at the time mentioned 'they never had anything but bread to eat'. This increased migration to the colonies as they reportedly had less starvation.",55
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2c,ExaminerCommentary,"Question 2c. required students to explain the consequences of the Aboriginal Protection Act 1869 up to 1913, using source 7. The source provided referred to the prevalent belief during the closing decades of the 19th century that Aboriginal peoples were a primitive race who were 'doomed to disappear'. Furthermore, the source noted that legislation modelled on the Victorian Aboriginal Protection Act 1869 was passed in all major colonies or states. High-scoring responses identified how the law functioned through the establishment of a Central Board that had total control over the lives of Aboriginal peoples in Victoria. The Board determined where Aboriginal peoples could live, how they were employed, how their earnings were spent and how their children were cared for and educated. Additional consequences of the law described by students often included that Aboriginal peoples frequently lost access to hunting and culturally significant lands and that the Act undermined Aboriginal traditions and rituals. Some responses described how the Act normalised racist attitudes towards Aboriginal peoples, became a precedent for other laws around Australia and contributed to the passing of the Half-Caste Act of 1886, which split families living on the reserves. Some responses also noted that the inspector and manager of the Kulin people at Coranderrk, John Green, often acted with more humanity than other managers and allowed the people there to rule themselves as much as possible. Some lower-scoring responses interpreted the title of the Act literally and argued that the law had a positive impact on Aboriginal culture.",,56
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2c,StudentResponse,The following is an example of a high-scoring response:,"Firstly, the Act 'cast Aborigines as a primitive, childlike race that was doomed to disappear' (s7). This increased dispossession of Aboriginal and Torres Strait Islander people as this gave legitimacy to them being regarded as 'uncivilised ... less than human', according to historian David Day. Secondly, the Act established 'greater regulatory powers' of the government of Indigenous people (s7). This gave the government significantly greater powers over where Aboriginal and Torres Strait Islander people lived and worked, acting as a form of discrimination. Lastly, the Act normalised racism in the colonies, as demonstrated by William Hull, a member of the Victorian Parliament at the time, who stated, 'the inferior races should pass away before the superior races', demonstrating bigotry.",57
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2d,ExaminerCommentary,"Question 2d. required students to explain two key events that contributed to changes in immigration and citizenship in Australia from 1973, using source 8. The source is taken from The Canberra Times in June 1975 and suggests that more Vietnamese refugees would be arriving in Australia from refugee camps in Hong Kong. Most students appropriately referred to the fall of Saigon as one of the key events, which led to a mass exodus by Vietnamese people who were unwilling or unable to live under communist control. High-scoring responses often noted how Australian participation in the conflict influenced attitudes towards those fleeing communism and distinguished between the approaches of Prime Minister Gough Whitlam and his successor Malcolm Fraser, who spearheaded two refugee conferences in 1978-1979, creating an international agreement for refugee resettlement. Higher-scoring responses also connected the two key events described to changes to both immigration and citizenship; either both events could be linked to both concepts or one event could be linked to each. Many students referred to the granting of permanent visas to over 40,000 Chinese students in Australia following the Tiananmen Square protest in 1989 as an example of a step towards citizenship for those Chinese nationals.",,58
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERACM,,Question 2d,ExaminerCommentary,Other key events may have included:,,59
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2d,ExaminerCommentary,The appointment of Al Grassby as Minister for Immigration and the policy of multiculturalism,,60
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2d,ExaminerCommentary,The amendment and passing of migration and citizenship Acts in the 1980s and 1990s,,61
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2d,ExaminerCommentary,"The Tampa crisis in August 2001, which resulted in changed immigration policy after the creation of the 'Pacific Solution'",,62
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2d,ExaminerCommentary,"The terrorist attack on the World Trade Centre in New York on 11 September 2001, which resulted in a further tightening of immigration policy to increase control over border protection and counter-terrorism security.",,63
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2d,StudentResponse,The following is an example of a high-scoring response:,"Firstly, the end of the Vietnam War significantly influenced the migration and citizenship of migrants. The Whitlam government initially refused to take many refugees; however, the fall of Saigon in 1975 led to considerable humanitarian indignation, and particularly after the election of Fraser in 1975, more refugees from Vietnam were accepted. As shown in source 8, the 'further 170 Vietnamese refugees [expected to arrive] showcases the initially small amounts of migration. However, the Fraser government's acceptance of thousands of refugees showcased the change occurred by the fall of Saigon.",64
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2d,StudentResponse,,"Secondly, the 1989 Tiananmen Square massacre was a key event influencing immigration and citizenship. Hawke's decision to allow 42,000 Chinese students visas to Australia was an example of growing acceptance to migration among the government. Additionally, this was received by many as 'absolutely right' (John Farmer). This influx of migrants was a considerable change to the migration of the time. Additionally, the visas being permanent significantly influenced ideas of citizenship at the time.",65
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2e,ExaminerCommentary,"Question 2e. required students to analyse the significant ideas that influenced attitudes towards immigrants in Australia after 1945. Many responses started by describing Arthur Calwell's idea that Australia needed to 'populate or perish', but that the preference for white British immigrants remained. Higher-scoring responses often compared ideas of assimilationism with a growing embrace of multiculturalism from 1973 onwards but contrasted these ideas with the persistent opposition to immigration evidenced by the arguments of historian Geoffrey Blainey and politician Pauline Hanson. It was important for students to make connections between these ideas and attitudes towards different immigrant groups, including, for example:",,66
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2e,ExaminerCommentary,"The 'beautiful Balts' from Latvia, Lithuania and Estonia",,67
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2e,ExaminerCommentary,Jewish refugees,,68
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2e,ExaminerCommentary,Migrants from Eastern and Southern Europe,,69
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2e,ExaminerCommentary,Asian migrants.,,70
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2e,ExaminerCommentary,"The following high-scoring response establishes ideas that shaped attitudes towards immigrants in the post-war period. This response also makes excellent use of perspectives from the period and specific knowledge, including dates for context and migration statistics for scope:",,71
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2e,StudentResponse,,"After 1945, there was continuity in the belief in White Australia, as Minister for Immigration Arthur Calwell declared in 1947, 'the flag of White Australia will not be lowered' and subsequently Harold Holt in 1950 stated, 'this is a British community. It will continue to be a British community.' Yet, following the threats of invasion from Japan and the unprepared response, a change occurred where immigrants were viewed as a necessity for 'Australia to hold our island continent for ourselves' (Calwell). This resulted in the Chifley government introducing the 'populate or perish' slogan, where assisted migration saw two million migrants between 1945 and 1965, many of whom were British as part of the '10-pound pom scheme'. This shift in attitudes towards necessity saw more lenient immigration, with 120,000 displaced Europeans beyond the British Isles coming to Australia by 1951, and received bipartisan support with opposition leader Robert Menzies stating, 'we must view migrants primarily as assets'. This culminated in a growing acceptance of immigration, reinforced by Al Grassby's declaration of multiculturalism in 1973.",72
Humanities,Australian History,Year 12,Final Exam,Post Exam Report,2024,,VCEHUERA,VCEHU24EQA2,VCEHUERAER,EnhancedStrategies,Question 2e,StudentResponse,,"However, following almost two decades of bipartisan support, historian Geoffrey Blainey, in the now 'Blainey controversy', expressed concerns regarding an acceptance of diverse immigration, stating, 'it is as if we have turned the White Australia policy inside out' and a 'minister of immigration is a minister of discrimination', an idea that brought back the parliamentary debate regarding immigration and ultimately saw restrictions imposed by the Howard government from 1996. This attitude is reflected in Pauline Hanson's maiden speech, where she stated, 'I believe we are in danger of being swamped by Asians'. Ultimately, the support of the accepting, tolerant attitudes of immigration continue, yet a minority shares the views of Blainey and Hanson.",73
